ticket_id,customer_id,order_id,ticket_category,ticket_created_date,resolution_status,resolution_time_hours,customer_sentiment
7512774,128624,9066586,Delivery Issue,03-01-2025 17:29,Escalated,55,Negative
7512775,142011,,Cancellation,13-02-2024 09:00,Resolved,70,
7512776,124497,9138202,Payment Issue,28-02-2024 08:41,Resolved,30,Neutral
7512777,122115,9091992,Technical Support,04-01-2022 12:41,Resolved,11,Positive
7512778,133405,,Refund,22-10-2024 18:52,Open,10,Neutral
7512779,142548,9101217,Technical Support,14-06-2022 22:15,Escalated,40,Positive
7512780,114902,9103176,Delivery Issue,19-01-2025 20:09,Resolved,15,Negative
7512781,102520,9212424,Product Quality,05-06-2024 22:40,Escalated,1,Negative
7512782,128951,9200993,Return Request,10-01-2025 02:59,Escalated,52,Positive
7512783,105751,9230269,Payment Issue,05-11-2024 09:51,Resolved,24,Negative
7512784,134317,9199205,Delivery Issue,27-12-2022 07:43,Resolved,11,Negative
7512785,147725,9244689,Return Request,23-10-2022 17:14,Resolved,54,Negative
7512786,139590,9024704,Wrong Item,05-09-2022 17:02,Resolved,68,Negative
7512787,112423,9219466,Product Quality,30-09-2023 16:02,Escalated,57,Negative
7512788,122806,,Account Issue,15-01-2023 21:16,Resolved,9589,Negative
7512789,119258,9164750,Technical Support,14-11-2022 14:07,Open,186,Neutral
7512790,102641,9247916,Return Request,03-01-2023 13:49,Open,51,Negative
7512791,101474,9078419,Cancellation,09-05-2023 20:41,Open,50,
7512792,126490,9144917,Wrong Item,18-08-2022 10:14,Resolved,-4,
7512793,112993,9210530,Wrong Item,26-09-2022 13:16,Open,107,Negative
7512794,134068,9223065,Wrong Item,25-09-2024 20:40,Open,-3,Positive
7512795,103807,,Wrong Item,02-11-2022 21:30,Resolved,4,Neutral
7512796,100154,,Wrong Item,06-07-2022 18:38,Resolved,78,Negative
7512797,125527,9062011,Wrong Item,27-10-2024 10:01,Open,95,Negative
7512798,117505,9004176,Delivery Issue,29-10-2022 08:17,Resolved,21,Negative
7512799,107969,9004903,Refund,04-01-2024 09:42,Open,113,Neutral
7512800,105450,9162901,Cancellation,04-01-2022 13:50,Open,223,
7512801,112391,9181633,Product Quality,28-08-2022 16:05,Open,42,Negative
7512802,119615,9222750,Return Request,31-07-2022 20:23,Resolved,29,Negative
7512803,113308,9221989,Cancellation,16-07-2022 15:12,Resolved,70,Negative
7512804,124095,9128761,Technical Support,04-01-2024 22:31,Open,32,Neutral
7512805,123983,9223707,Account Issue,20-08-2022 11:37,Resolved,16,Positive
7512806,105999,9216624,Refund,20-07-2022 21:21,Resolved,3,Negative
7512807,118423,,Account Issue,25-11-2024 20:25,Open,55,Neutral
7512808,127428,9185845,Account Issue,08-05-2024 22:06,Open,27,Negative
7512809,103618,9135340,Cancellation,23-01-2025 19:33,Open,15,
7512810,115069,9117964,Payment Issue,17-02-2024 13:49,Resolved,2,Positive
7512811,122603,9115644,Product Quality,07-09-2024 20:52,Resolved,19,Negative
7512812,112544,9203260,Payment Issue,10-09-2022 21:58,Open,4,Neutral
7512813,135499,9151585,Return Request,03-01-2024 11:55,Resolved,112,
7512814,113407,9098387,Return Request,10-06-2023 15:53,Resolved,5,Neutral
7512815,109358,9166965,,15-05-2023 20:58,Closed,99,Negative
7512816,124376,9020737,Wrong Item,07-05-2024 15:59,Open,9,Negative
7512817,121100,9096197,Cancellation,10-10-2023 17:45,Resolved,67,Neutral
7512818,149141,9112249,Product Quality,09-06-2022 20:00,Open,21,Negative
7512819,129119,,Product Quality,26-03-2025 04:34,Resolved,33,Neutral
7512820,103660,9149965,Delivery Issue,24-07-2022 23:06,Open,43,Negative
7512821,111842,9124304,Product Quality,16-07-2023 19:49,Resolved,16,Negative
7512822,100197,9184586,Product Quality,13-02-2022 10:15,Open,-5,Negative
7512823,126283,9037123,Refund,14-01-2024 14:05,Open,6,Negative
7512824,103522,9027475,Product Quality,03-08-2022 10:37,Resolved,20,Positive
7512825,123626,9243389,Delivery Issue,24-03-2023 12:00,Resolved,14,Negative
7512826,145406,9088457,Payment Issue,19-10-2024 20:55,Resolved,49,Negative
7512827,106151,9199054,Delivery Issue,03-01-2025 21:37,Resolved,1,Negative
7512828,146142,9106810,Return Request,29-03-2025 19:03,Resolved,21,Positive
7512829,120995,9229201,,05-09-2024 12:04,Open,12,Negative
7512830,138874,9207104,Wrong Item,07-11-2022 15:53,Open,215,Negative
7512831,122217,9139910,Delivery Issue,05-02-2023 20:55,Resolved,14,Positive
7512832,132897,9064940,Refund,31-10-2023 21:26,RESOLVED,103,Negative
7512833,112232,9167809,Refund,11-01-2024 18:58,Escalated,9,Negative
7512834,136741,9139134,Product Quality,01-09-2023 17:31,Open,69,Neutral
7512835,109970,9127259,Product Quality,06-08-2023 09:18,RESOLVED,66,Negative
7512836,111267,9171470,Product Quality,08-04-2024 14:42,Escalated,-7,
7512837,107259,9126728,Return Request,12-05-2023 19:16,Open,6,Negative
7512838,148626,9154262,Return Request,11-05-2022 20:56,Resolved,22,Neutral
7512839,125309,9210564,Technical Support,11-04-2023 17:38,Escalated,8009,Negative
7512840,102483,,Refund,10-11-2022 15:26,open,151,Negative
7512841,147867,9115123,Refund,22-10-2024 19:30,Closed,65,Negative
7512842,131077,9120385,,21-10-2024 08:49,Open,15,
7512843,112932,9001244,,28-02-2024 19:15,Resolved,75,Negative
7512844,145028,9007656,Delivery Issue,07-10-2023 21:33,Resolved,91,Negative
7512845,132587,9097536,Return Request,25-12-2022 06:21,Resolved,7,
7512846,128333,9034070,Technical Support,09-12-2023 23:48,open,54,Neutral
7512847,119190,9191757,,02-11-2022 16:59,RESOLVED,-10,Negative
7512848,139068,9087516,Delivery Issue,24-12-2022 07:10,Resolved,3960,
7512849,100709,9112255,Cancellation,26-10-2022 01:30,Open,209,Neutral
7512850,112138,9204099,Refund,09-11-2023 06:32,Open,8242,Negative
7512851,137119,9240284,Technical Support,09-12-2023 12:03,Resolved,28,Negative
7512852,122887,9222730,Account Issue,13-10-2024 18:48,Resolved,10,Negative
7512853,148183,,Payment Issue,22-01-2025 14:53,Open,151,
7512854,108206,,Refund,19-11-2023 20:37,Resolved,7037,Positive
7512855,101738,,Return Request,31-12-2024 22:31,Open,67,Negative
7512856,103972,9112848,,15-09-2024 12:10,Closed,37,Neutral
7512857,106996,9088953,Payment Issue,07-05-2024 09:18,Open,11,Negative
7512858,110300,9128762,Wrong Item,27-02-2023 10:07,Resolved,-4,Neutral
7512859,115148,9233643,Cancellation,04-07-2023 15:47,Resolved,139,
7512860,110751,9183543,Delivery Issue,18-10-2024 13:25,Escalated,44,Neutral
7512861,133873,9147159,,31-07-2022 13:01,Escalated,29,Neutral
7512862,129550,9197610,Wrong Item,27-12-2023 09:42,Open,1536,Neutral
7512863,132934,9176498,Delivery Issue,01-06-2024 22:25,open,4,Negative
7512864,125631,,Payment Issue,13-05-2026 10:00,Resolved,3,Positive
7512865,115306,9070720,Delivery Issue,31-03-2022 10:20,Open,195,Negative
7512866,117889,9102715,,10-03-2022 11:31,Open,15,Negative
7512867,102157,9114591,Delivery Issue,24-09-2023 15:50,Resolved,18,Negative
7512868,130765,9220380,Return Request,09-01-2022 23:55,Escalated,67,Positive
7512869,108867,9185099,Technical Support,23-07-2023 09:47,Resolved,65,Positive
7512870,111821,9042435,Account Issue,20-10-2022 00:29,Resolved,68,Negative
7512871,131712,9193284,Cancellation,01-04-2024 12:46,Open,75,Neutral
7512872,132699,9072822,Wrong Item,05-07-2024 21:08,Resolved,20,Negative
7512873,131353,9212867,Payment Issue,17-01-2025 21:35,Resolved,198,
7512874,110034,,Return Request,26-09-2023 19:36,Open,9,Neutral
7512875,106380,9017418,Technical Support,18-01-2022 17:56,Resolved,54,
7512876,142851,9239101,Refund,07-11-2024 21:36,Resolved,39,Negative
7512877,129456,9230012,Payment Issue,07-02-2024 13:02,Open,5,Positive
7512878,103691,,Account Issue,05-02-2022 19:51,Escalated,12,
7512879,139982,9103181,Delivery Issue,19-12-2023 19:08,Open,104,Negative
7512880,136504,9163868,Return Request,22-02-2025 14:51,Resolved,21,Negative
7512881,130068,,Cancellation,04-01-2025 07:57,Escalated,70,Negative
7512882,128546,9056689,Cancellation,11-12-2024 16:47,Open,16,Neutral
7512883,146348,9179260,Account Issue,29-09-2024 08:01,Resolved,95,Negative
7512884,115852,9101483,,29-01-2025 18:50,Open,70,Positive
7512885,128268,9214482,Technical Support,11-11-2024 09:20,Closed,25,Negative
7512886,113327,9246435,Product Quality,19-09-2024 20:20,Resolved,14,Neutral
7512887,145159,,Refund,02-10-2023 16:08,Resolved,72,Positive
7512888,133021,9192688,Delivery Issue,04-11-2023 12:35,Open,35,Neutral
7512889,115595,9133267,Delivery Issue,13-09-2023 15:17,Resolved,-3,Negative
7512890,114134,9148535,Return Request,24-06-2023 22:34,Closed,8635,Positive
7512891,138981,9170027,,01-02-2024 20:49,Open,9,Positive
7512892,126901,9002069,Product Quality,27-09-2023 18:31,Resolved,33,Negative
7512893,111562,9191532,Technical Support,17-03-2025 22:04,Resolved,122,Negative
7512894,145746,9066440,Refund,19-11-2022 21:53,Resolved,66,Neutral
7512895,131331,,Cancellation,27-08-2022 19:44,Open,26,Positive
7512896,146251,9233420,Payment Issue,29-12-2022 21:58,Resolved,2132,Negative
7512897,108359,9204694,Account Issue,02-11-2024 14:24,Resolved,27,Negative
7512898,113029,9069205,Account Issue,11-05-2024 11:11,Resolved,56,Negative
7512899,117294,9243617,Technical Support,09-07-2023 20:43,Resolved,54,Neutral
7512900,126780,9022771,Return Request,28-10-2024 10:52,Resolved,224,Negative
7512901,129243,9148507,Technical Support,11-01-2024 22:26,Resolved,12,Negative
7512902,135810,9231453,Delivery Issue,29-09-2024 07:53,Resolved,18,
7512903,129899,9068693,Delivery Issue,06-09-2022 21:34,Resolved,24,Negative
7512904,125369,9161565,Cancellation,27-03-2024 17:35,Resolved,1,Negative
7512905,111583,9029016,Technical Support,04-05-2023 19:14,Resolved,10,Neutral
7512906,145553,9092529,Product Quality,09-01-2022 22:19,Resolved,42,Negative
7512907,114657,9006867,Product Quality,15-12-2024 18:49,Open,14,Negative
7512908,125320,9065032,Return Request,21-06-2023 21:16,Resolved,156,Neutral
7512909,141468,9048321,Product Quality,29-09-2022 21:24,Resolved,4125,
7512910,140496,9053982,Delivery Issue,27-10-2023 18:26,Resolved,16,
7512911,115341,9234775,Product Quality,23-03-2022 06:31,Resolved,76,Positive
7512912,130469,9052053,Payment Issue,24-09-2022 18:46,Resolved,2,Neutral
7512913,117735,,Product Quality,26-10-2022 20:14,Escalated,6780,Negative
7512914,140439,9098752,Technical Support,27-10-2022 18:17,Resolved,153,Negative
7512915,105006,9167702,Account Issue,18-08-2022 17:34,Resolved,39,Negative
7512916,126908,9022442,,29-01-2024 06:59,Resolved,55,Negative
7512917,122325,9023855,Account Issue,05-03-2023 17:17,Resolved,15,Negative
7512918,130690,9094123,Cancellation,19-05-2022 06:48,Resolved,211,Negative
7512919,133942,9233549,Payment Issue,21-02-2024 12:51,Resolved,46,Negative
7512920,140165,9191405,Cancellation,13-08-2023 17:09,Resolved,18,Positive
7512921,115392,9201437,Account Issue,10-04-2022 18:02,Resolved,222,Neutral
7512922,122714,9133904,Account Issue,31-10-2022 20:29,Escalated,2,Positive
7512923,132844,9048437,Wrong Item,09-01-2025 21:37,Resolved,17,Negative
7512924,100357,9200142,Wrong Item,08-01-2022 23:56,Escalated,33,Positive
7512925,145814,9016825,Account Issue,18-10-2023 21:03,open,48,Positive
7512926,136239,9114099,Account Issue,20-03-2024 17:41,Resolved,70,Negative
7512927,114229,9000167,,08-01-2025 19:35,Open,19,Negative
7512928,118356,9007918,Return Request,15-08-2024 20:21,Open,48,Neutral
7512929,144824,9135475,,02-08-2023 14:13,Escalated,148,Negative
7512930,129336,,Delivery Issue,28-01-2024 13:42,Resolved,12,Negative
7512931,123868,9037066,Wrong Item,02-10-2024 18:50,Open,46,Negative
7512932,106035,9032027,,14-08-2023 18:11,Resolved,167,Positive
7512933,130429,9093513,Product Quality,20-07-2022 19:43,Open,2,Positive
7512934,130726,9249979,Cancellation,08-07-2024 20:26,Escalated,178,Positive
7512935,115185,9129090,Technical Support,11-03-2022 11:18,Open,14,Neutral
7512936,106839,9010358,Account Issue,26-09-2024 11:40,Resolved,70,Positive
7512937,134122,9221677,Payment Issue,19-08-2022 18:00,Open,17,Neutral
7512938,122448,9198490,Cancellation,04-10-2024 21:24,Escalated,6,Negative
7512939,130766,9226018,Technical Support,05-09-2023 12:00,RESOLVED,155,Negative
7512940,147687,9136430,Return Request,24-07-2024 19:19,Resolved,198,Negative
7512941,130951,9185065,Account Issue,29-10-2024 10:28,Open,15,Neutral
7512942,127053,9050683,Product Quality,31-10-2024 20:04,Open,12,Neutral
7512943,121664,9033585,Payment Issue,28-10-2022 22:36,Open,33,Neutral
7512944,115543,9192839,Refund,27-03-2024 14:32,Resolved,155,Negative
7512945,141767,9207950,Delivery Issue,29-12-2024 17:52,Open,22,Positive
7512946,138109,,Cancellation,25-12-2023 17:20,Resolved,4,Negative
7512947,144713,9228509,Return Request,23-07-2022 09:37,Resolved,213,Positive
7512948,123570,9099768,Cancellation,06-03-2023 23:57,Open,19,Negative
7512949,122683,9020413,,23-06-2022 07:25,Resolved,49,Neutral
7512950,110198,9007313,Delivery Issue,29-03-2023 23:54,Escalated,5,Neutral
7512951,129152,9096757,Account Issue,26-02-2023 19:53,Open,41,Negative
7512952,123912,9225939,Product Quality,30-10-2023 20:52,Resolved,-4,Positive
7512953,138862,9201488,Wrong Item,17-02-2023 09:23,Resolved,4,Negative
7512954,144118,9016765,Account Issue,02-01-2024 17:02,Resolved,-1,Positive
7512955,114806,9079273,Delivery Issue,29-01-2023 15:41,Resolved,173,
7512956,121887,9167520,Account Issue,20-10-2022 20:30,Open,1,Positive
7512957,114305,9233363,Technical Support,15-06-2024 10:19,Escalated,42,Negative
7512958,134491,9096343,Product Quality,31-03-2024 18:32,Escalated,10,Negative
7512959,120415,9087109,Refund,31-05-2023 05:20,Resolved,43,Positive
7512960,141428,9166620,Technical Support,12-10-2022 00:21,Resolved,65,Negative
7512961,113950,9196544,Account Issue,15-08-2023 09:07,Resolved,29,Neutral
7512962,116579,9034056,Wrong Item,20-06-2024 20:51,Resolved,56,Positive
7512963,126088,9052556,Payment Issue,05-03-2026 10:00,Resolved,144,Neutral
7512964,118231,9022295,Payment Issue,30-09-2023 19:43,Escalated,237,Positive
7512965,121286,9034368,Technical Support,02-06-2024 21:04,Open,103,Positive
7512966,106482,9006916,Delivery Issue,20-03-2024 19:12,Open,10,Positive
7512967,133766,9162561,Payment Issue,15-04-2024 14:11,Escalated,14,Negative
7512968,109148,9118545,Wrong Item,24-01-2025 18:07,Open,18,Neutral
7512969,118792,9113865,Account Issue,25-05-2024 10:30,Resolved,24,Negative
7512970,118537,9044537,Delivery Issue,04-02-2024 12:32,open,20,Negative
7512971,134403,9043977,Delivery Issue,23-08-2022 20:49,Resolved,12,Neutral
7512972,148008,9021837,Account Issue,24-10-2022 02:26,Open,29,Negative
7512973,118076,9088728,Account Issue,03-12-2023 10:50,Resolved,61,Negative
7512974,149726,9022380,Account Issue,14-09-2024 23:57,Escalated,79,Neutral
7512975,103645,9175912,Cancellation,10-06-2023 08:13,Resolved,7,Negative
7512976,102244,9052899,Payment Issue,05-09-2022 14:50,Resolved,65,Positive
7512977,100016,9122854,Product Quality,30-04-2023 19:21,Open,7,Negative
7512978,121220,9096312,Wrong Item,06-04-2024 09:47,Resolved,4509,Neutral
7512979,148331,9241557,Wrong Item,13-12-2022 22:29,Resolved,16,Neutral
7512980,117838,9182823,Wrong Item,18-10-2022 09:10,Open,72,
7512981,112436,9025891,Cancellation,14-07-2024 08:21,Open,12,Negative
7512982,144055,9089574,Cancellation,26-02-2024 22:26,Escalated,47,Negative
7512983,130757,9161056,Delivery Issue,25-03-2024 11:16,Resolved,192,Neutral
7512984,131811,9011706,Delivery Issue,05-11-2023 12:54,Resolved,103,Neutral
7512985,132136,9099336,,31-07-2024 11:30,Resolved,157,Negative
7512986,146906,9059376,Technical Support,05-02-2023 17:33,Resolved,145,Negative
7512987,102759,,Delivery Issue,26-12-2024 21:38,Resolved,69,Positive
7512988,111748,9127050,Cancellation,14-05-2024 07:50,Escalated,202,Positive
7512989,143181,9148074,Cancellation,13-08-2023 14:04,Resolved,-9,
7512990,109258,9176930,Technical Support,05-01-2022 07:20,Resolved,150,Neutral
7512991,105216,,Cancellation,20-08-2023 20:52,Resolved,6,Neutral
7512992,103101,9232178,Return Request,03-09-2022 19:13,Escalated,4,Negative
7512993,113873,9145317,Wrong Item,18-02-2024 13:29,Resolved,132,Positive
7512994,148020,9016637,Technical Support,25-05-2024 22:44,Open,54,Neutral
7512995,143526,9010186,,04-12-2022 17:57,Open,67,Neutral
7512996,109065,9030460,Return Request,02-01-2022 19:20,Resolved,207,Neutral
7512997,145972,9106892,Cancellation,14-04-2024 10:37,Resolved,23,
7512998,132300,9104870,Wrong Item,26-11-2022 18:58,Resolved,3,Negative
7512999,145762,,Technical Support,07-06-2022 20:31,Resolved,52,
7513000,148975,9127423,Technical Support,11-06-2022 20:01,open,56,Negative
7513001,103584,,Return Request,22-09-2022 20:17,Resolved,184,Neutral
7513002,124643,,Product Quality,05-06-2024 20:30,Open,88,Positive
7513003,143695,9209274,Wrong Item,11-08-2022 22:02,Resolved,72,Neutral
7513004,114335,9014902,Delivery Issue,11-01-2023 20:49,Open,228,Positive
7513005,139981,9059254,Cancellation,10-06-2024 12:32,Resolved,21,Positive
7513006,118915,9227537,Cancellation,10-07-2022 08:57,Open,94,Neutral
7513007,109471,9131222,Payment Issue,31-03-2023 06:52,Open,1994,Neutral
7513008,148182,9058360,Delivery Issue,27-09-2022 16:13,Resolved,4080,Neutral
7513009,128187,9155921,Return Request,24-12-2022 13:02,Open,26,Neutral
7513010,110851,9136154,Wrong Item,13-08-2022 13:52,Escalated,9,Negative
7513011,136148,,Account Issue,29-08-2022 09:36,Open,10,Negative
7513012,118952,9213049,Return Request,07-04-2023 16:32,Resolved,112,Negative
7513013,117436,9206564,Payment Issue,25-04-2024 23:29,Resolved,16,Negative
7513014,145530,9056075,Technical Support,23-10-2023 13:35,Open,38,Neutral
7513015,112367,9172866,Product Quality,03-10-2022 20:29,Open,8,Negative
7513016,105168,,Cancellation,23-03-2024 20:20,Resolved,14,Positive
7513017,145889,,Account Issue,27-10-2022 12:41,Resolved,22,Negative
7513018,134304,9153193,Product Quality,12-05-2023 21:58,Resolved,17,Negative
7513019,127378,9108449,Refund,16-02-2024 16:40,Resolved,1,Negative
7513020,130621,9244371,Delivery Issue,01-05-2024 06:36,Resolved,7,Negative
7513021,105420,9187626,Delivery Issue,01-11-2023 18:47,Open,1,Neutral
7513022,141094,,Cancellation,30-04-2022 09:24,Resolved,-3,Neutral
7513023,116890,9003250,Technical Support,27-03-2024 08:17,Escalated,230,Positive
7513024,142475,9169357,,08-02-2022 13:07,Open,8903,Negative
7513025,116158,,Wrong Item,11-12-2023 16:56,Open,36,Positive
7513026,149844,9247118,Payment Issue,05-09-2024 21:48,Escalated,6,Neutral
7513027,130910,9017969,Refund,18-03-2023 12:35,Resolved,133,Neutral
7513028,109437,9008221,Account Issue,24-03-2025 20:18,Resolved,20,Negative
7513029,119033,,Refund,15-04-2023 08:30,Resolved,153,Neutral
7513030,114876,9208172,Product Quality,19-04-2022 15:44,Escalated,35,Positive
7513031,100090,9067541,Delivery Issue,05-09-2024 10:53,Open,4879,Positive
7513032,138729,9145205,Payment Issue,21-06-2023 08:55,Resolved,3,Neutral
7513033,101586,9036951,,06-03-2025 20:57,Escalated,27,Positive
7513034,120828,9012039,Cancellation,13-07-2022 22:59,Open,85,Positive
7513035,105871,9169477,Product Quality,08-01-2024 20:50,Resolved,40,
7513036,103652,9129270,Account Issue,12-03-2025 08:15,Escalated,11,Neutral
7513037,103188,9187591,Account Issue,21-06-2026 10:00,Resolved,192,Positive
7513038,136023,9238053,Return Request,16-11-2024 09:51,Resolved,17,Negative
7513039,108269,9050917,Product Quality,15-06-2022 15:27,Resolved,13,Positive
7513040,130556,9175268,,04-03-2024 14:33,Resolved,49,Positive
7513041,112154,9163915,Return Request,23-01-2022 09:28,Escalated,2410,Positive
7513042,120087,9198287,Cancellation,05-08-2023 06:11,Open,2,Negative
7513043,143849,9033684,Wrong Item,28-03-2022 12:35,Resolved,15,Neutral
7513044,115565,9001816,Payment Issue,07-04-2023 20:13,Resolved,160,Negative
7513045,106003,9111546,Wrong Item,05-11-2023 17:13,Resolved,23,Negative
7513046,119274,9207944,Technical Support,15-09-2024 01:31,Resolved,149,Neutral
7513047,142530,9113485,Technical Support,27-10-2024 19:50,Resolved,70,Positive
7513048,147602,9224549,Cancellation,31-10-2022 22:03,Resolved,41,Neutral
7513049,147193,9112740,Account Issue,03-05-2022 18:47,Open,153,
7513050,107089,9169959,Cancellation,23-10-2024 23:29,Resolved,55,Positive
7513051,134096,9188303,Return Request,19-10-2023 08:58,Open,35,Neutral
7513052,118027,9093599,Product Quality,03-07-2023 20:43,Resolved,103,Negative
7513053,102886,9018663,,05-01-2025 12:54,Resolved,54,Positive
7513054,149569,9193847,Technical Support,24-10-2022 11:19,Open,9,Negative
7513055,146713,,Product Quality,12-05-2023 19:59,Open,2,Neutral
7513056,122740,9058666,,16-07-2023 07:58,Resolved,165,Positive
7513057,145470,9219120,Cancellation,29-07-2024 16:04,Resolved,22,Negative
7513058,117604,9131079,Wrong Item,29-11-2023 08:55,Resolved,165,Negative
7513059,120688,9239766,Cancellation,27-12-2023 11:46,Resolved,135,Negative
7513060,101459,9011370,Return Request,01-07-2023 14:28,Open,31,Neutral
7513061,110770,9092690,Cancellation,13-09-2023 20:43,Resolved,1,Neutral
7513062,142788,9081148,Payment Issue,06-02-2025 09:06,Escalated,102,Negative
7513063,129292,9017115,Technical Support,03-11-2024 18:26,Resolved,69,Positive
7513064,142430,,Delivery Issue,27-11-2022 10:41,Open,37,Neutral
7513065,141653,9088564,Cancellation,01-08-2022 17:34,Resolved,6,Negative
7513066,124825,9102428,Payment Issue,02-01-2024 19:33,Open,16,Negative
7513067,142789,9159537,Return Request,23-01-2023 12:06,Resolved,17,Negative
7513068,141581,9159689,Technical Support,30-12-2023 02:59,Escalated,15,
7513069,149875,9032851,Cancellation,24-10-2023 21:28,Resolved,-1,Positive
7513070,104736,9076085,Product Quality,06-11-2022 08:54,Escalated,67,Neutral
7513071,144365,9230276,Product Quality,03-10-2024 21:29,Resolved,49,Negative
7513072,107944,9107913,Return Request,30-09-2023 09:44,Resolved,18,Positive
7513073,146136,9209167,Wrong Item,19-03-2024 23:42,Open,34,Negative
7513074,114071,9132819,Wrong Item,08-02-2025 17:19,Escalated,34,Negative
7513075,113050,9036722,Product Quality,12-07-2023 21:33,Resolved,93,Neutral
7513076,127232,9015747,Delivery Issue,25-09-2024 09:20,Open,20,Neutral
7513077,144204,9175404,Return Request,11-04-2022 11:57,Open,-7,Negative
7513078,105673,9184300,Technical Support,02-07-2024 14:14,Resolved,8,Neutral
7513079,132221,9095995,Return Request,12-03-2023 22:34,Open,154,Neutral
7513080,119262,9158525,,21-09-2023 13:16,Resolved,15,Negative
7513081,100998,,Refund,02-10-2024 07:00,Escalated,14,Negative
7513082,120079,9225073,,17-11-2024 06:26,Resolved,63,Negative
7513083,109436,9140456,Account Issue,28-02-2023 16:53,Resolved,1,Negative
7513084,129930,9014051,Product Quality,08-12-2023 17:53,Open,33,Positive
7513085,136211,9010903,Payment Issue,06-03-2025 21:20,RESOLVED,10,Positive
7513086,114175,9167714,Payment Issue,12-10-2024 18:00,Open,13,Negative
7513087,141855,9247603,Product Quality,07-01-2025 14:38,Open,122,Negative
7513088,148324,9129704,,25-06-2022 08:09,Open,1,Negative
7513089,127445,9190654,Technical Support,07-11-2024 12:57,Resolved,21,Positive
7513090,121561,9029661,,26-01-2023 20:06,Open,13,Negative
7513091,149086,9072671,Refund,04-09-2023 18:18,Resolved,24,Negative
7513092,147894,9201740,,23-05-2024 19:36,Resolved,1,Negative
7513093,121661,9196226,Wrong Item,24-01-2022 10:34,Resolved,25,Positive
7513094,131534,9231090,Payment Issue,27-09-2024 18:37,Open,29,Negative
7513095,114171,9217017,Payment Issue,31-01-2022 19:33,Closed,18,Negative
7513096,104421,9210774,Wrong Item,08-01-2023 10:27,Resolved,68,Positive
7513097,111002,9135430,Cancellation,19-03-2024 08:32,Resolved,217,Positive
7513098,131518,9118756,Delivery Issue,29-03-2022 19:17,open,7,Positive
7513099,121692,9056438,,06-05-2024 19:31,open,-5,Negative
7513100,135671,9249704,,05-01-2024 16:36,Resolved,126,Negative
7513101,133106,9145591,Technical Support,18-03-2022 09:45,Resolved,14,Positive
7513102,134460,9174881,Product Quality,06-02-2023 21:37,Resolved,62,Positive
7513103,118780,9200896,Product Quality,27-03-2024 02:00,Open,22,Negative
7513104,103408,9230732,Account Issue,28-01-2026 10:00,Resolved,95,Neutral
7513105,112697,9058815,Payment Issue,08-12-2024 16:03,Open,55,Positive
7513106,105345,9033818,Product Quality,25-01-2024 10:20,Open,34,Negative
7513107,133188,9003923,Refund,30-10-2024 21:40,Escalated,193,Negative
7513108,134654,9133143,,28-09-2022 20:37,Resolved,61,Neutral
7513109,139341,9155389,Payment Issue,17-04-2024 08:26,Resolved,5,Positive
7513110,115639,9228992,,31-10-2022 10:41,Resolved,39,
7513111,100999,9075076,Account Issue,13-02-2022 13:30,Resolved,-3,Negative
7513112,121665,,Technical Support,13-04-2024 17:13,Escalated,165,Positive
7513113,147817,,Product Quality,09-01-2022 11:41,Open,19,Neutral
7513114,133383,,Return Request,04-10-2022 17:59,Resolved,5,Positive
7513115,145331,,Cancellation,05-01-2023 18:19,Resolved,214,Negative
7513116,132213,9173087,Return Request,26-09-2023 09:42,Escalated,4774,Negative
7513117,116815,9135671,Cancellation,22-02-2023 10:54,Resolved,217,Positive
7513118,131577,9084740,Technical Support,22-01-2025 12:41,Resolved,3,Neutral
7513119,111675,9130376,Wrong Item,15-07-2022 12:00,Open,-4,Negative
7513120,109334,9014356,Technical Support,26-10-2023 22:25,Resolved,24,Neutral
7513121,137029,9039746,,10-03-2023 20:33,Resolved,60,Neutral
7513122,132049,9026143,Payment Issue,26-12-2022 13:56,Resolved,18,Negative
7513123,131505,9169971,Technical Support,26-03-2025 21:56,Resolved,4,Neutral
7513124,111042,9112976,Payment Issue,17-12-2023 06:02,Open,184,Negative
7513125,111009,9055744,Account Issue,08-07-2023 13:13,Open,42,Negative
7513126,110912,9080781,Return Request,04-06-2024 20:09,Escalated,13,Negative
7513127,114494,9138403,Wrong Item,10-11-2023 15:33,Resolved,51,Neutral
7513128,117169,9016613,Account Issue,29-07-2022 19:35,Escalated,10,Neutral
7513129,132117,9086172,Account Issue,28-01-2022 21:50,Resolved,234,Negative
7513130,112483,9010257,Wrong Item,12-01-2025 22:41,Resolved,55,Negative
7513131,149664,9207651,Account Issue,08-02-2024 22:04,Resolved,103,Negative
7513132,139488,9178994,,28-10-2023 19:30,Resolved,10,Neutral
7513133,113446,9191759,Return Request,12-04-2024 19:41,Resolved,16,
7513134,130140,9245264,Account Issue,31-10-2022 09:58,Resolved,143,Positive
7513135,111123,9223349,,15-07-2023 20:14,Resolved,22,Neutral
7513136,117313,9023633,Wrong Item,18-10-2024 18:39,Resolved,20,Neutral
7513137,129920,9116008,Wrong Item,19-12-2024 08:13,Resolved,68,Neutral
7513138,108322,9199768,Account Issue,01-04-2023 20:45,Open,10,Negative
7513139,116977,,Account Issue,16-09-2023 17:53,Escalated,54,Neutral
7513140,122059,9231077,Payment Issue,28-10-2023 01:52,Resolved,9010,Negative
