delivery_id,order_id,warehouse_id,delivery_partner,dispatch_date,delivery_attempts,delivery_status,delay_days
6001475,9075953,142,Delhivery,13-11-2024,2,Delivered,0
6001476,9132785,115,FedEx India,29-10-2022,2,Out for Delivery,1
6001477,9168600,146,DTDC,30-03-2022,2,Delivered,1
6001478,9027336,113,Blue Dart,10-01-2022,2,Delivered,0
6000786,9234258,125,FedEx India,26-09-2022,1,Failed,0
6001480,9127039,120,Delhivery,15-11-2024,1,Delivered,-2
6001481,9087676,101,Shadowfax,16-04-2023,2,Delivered,2
6001482,9101876,120,XpressBees,18-06-2023,1,Delivered,-2
6001483,9039625,127,Ekart,23-05-2022,1,Failed,2
6001484,9073862,121,DTDC,21-06-2022,1,Delivered,0
6001485,9060122,136,DTDC,25-12-2024,1,Delivered,1
6001486,78,112,BlueDart,01-06-2023,1,Out for Delivery,2
6001487,9211352,113,BlueDart,22-03-2025,1,Delivered,0
6001488,9126391,110,BlueDart,09-11-2023,1,Delivered,6
6001489,9114558,138,Ekart,20-06-2024,1,Delivered,1
6001490,9175910,127,Amazon Logistics,24-03-2024,2,Delivered,1
6001491,9163318,126,EKART,10-02-2022,3,Delivered,0
6001492,9127003,131,XpressBees,07-06-2022,3,Delivered,1
6001493,9033704,137,XpressBees,05-07-2024,1,Failed,2
6001494,9227134,136,Shadowfax,30-04-2024,1,Delivered,0
6001495,9047472,136,BlueDart,22-11-2022,2,Delivered,0
6001496,9081207,118,DTDC,06-06-2024,2,Out for Delivery,3
6001497,9170794,104,Shadowfax,23-09-2024,1,Failed,0
6001498,9150184,122,Shadowfax,24-05-2023,2,Delivered,0
6001499,9236980,115,DTDC,29-09-2024,1,Delivered,0
6001500,9228736,147,XpressBees,07-05-2023,1,Returned,2
6001501,9138673,135,Shadowfax,01-05-2024,1,Failed,2
6001502,9079817,112,FedEx India,06-01-2023,1,Failed,2
6001503,9076529,101,XpressBees,30-10-2022,2,Delivered,0
6001504,9015157,116,BlueDart,25-09-2023,1,Delivered,0
6001505,9233645,143,Xpressbees,23-01-2025,1,Delivered,0
6001506,9189779,145,Delhivery,24-03-2023,3,Out for Delivery,2
6001507,9090803,123,Delhivery,15-04-2023,1,Delivered,3
6001508,9244901,141,India Post,29-06-2023,1,Delivered,0
6001509,9015851,104,Delhivery,04-11-2024,1,Delivered,2
6001510,9216790,131,Ekart,14-03-2025,1,Delivered,0
6001511,9035057,105,XpressBees,19-07-2024,1,Returned,1
6001512,9122016,139,DTDC,16-01-2025,1,Delivered,1
6001513,9077530,142,DTDC,28-08-2024,1,In Transit,2
6001514,9008710,110,Delhivery,13-09-2022,1,Delivered,0
6001515,9013697,128,XpressBees,26-09-2024,1,Delivered,0
6001516,9045429,104,India Post,12-04-2024,3,Delivered,1
6001517,9006061,125,Ekart,05-08-2024,1,Returned,0
6001518,9244037,105,Delhivery,25-11-2023,1,Delivered,10
6001519,9136839,101,Delhivery,28-12-2024,1,Delivered,0
6001520,9142471,143,EKART,13-01-2025,1,Delivered,6
6001521,9094654,143,Delhivery,11-11-2023,1,Returned,0
6001522,9020914,106,FedEx India,15-05-2023,2,Delivered,0
6001523,9045943,147,Ekart,13-09-2024,1,Delivered,1
6001524,9042230,149,DTDC,23-12-2023,1,Returned,1
6001525,9175932,126,BlueDart,22-03-2024,1,Delivered,7
6001526,9208717,116,BlueDart,29-10-2024,1,Delivered,1
6001527,9111624,,XpressBees,02-03-2023,1,Delivered,3
6001528,9204584,146,FedEx India,08-01-2022,1,Delivered,2
6001529,9136405,104,Shadowfax,31-01-2025,2,Failed,4
6001530,9205538,112,FedEx India,10-08-2023,1,Delivered,0
6001531,9093709,142,BlueDart,24-03-2025,3,Failed,0
6001532,9089016,131,Shadowfax,15-08-2023,2,In Transit,0
6001533,9047134,138,BlueDart,09-08-2023,2,Returned,1
6001534,9164471,121,DTDC,29-02-2024,1,Failed,0
6001535,9243143,101,Ekart,25-10-2023,15,Failed,1
6001536,9177724,116,India Post,21-05-2024,1,Delivered,0
6001537,9148737,150,EKART,06-04-2022,1,Returned,0
6001538,9188461,107,Ekart,28-06-2024,1,Delivered,0
6001539,9175505,136,Shadowfax,14-11-2022,1,Delivered,-3
6001540,9170839,104,EKART,16-01-2025,1,Delivered,0
6001541,9183872,108,Delhivery,31-12-2022,1,Delivered,1
6001542,9076870,145,Delhivery,04-05-2023,1,Delivered,9
6001543,9073757,106,Xpressbees,10-09-2024,15,Delivered,6
6001544,9151151,110,XpressBees,16-07-2024,1,Delivered,3
6001545,9190755,127,Shadowfax,13-02-2022,1,Delivered,7
6001546,9249429,132,EKART,14-10-2024,1,Delivered,0
6001547,9226132,131,DTDC,19-07-2023,1,Delivered,0
6001548,9162612,109,XpressBees,30-10-2022,1,In Transit,1
6001549,9024941,113,XpressBees,31-03-2022,2,Delivered,0
6001550,9088184,142,Shadowfax,31-08-2024,1,Delivered,0
6001551,9100845,115,XpressBees,23-12-2024,1,Delivered,0
6001552,9065493,143,Shadowfax,06-06-2022,1,Delivered,1
6001553,9150383,116,Delhivery,19-07-2022,1,Delivered,3
6001554,9231814,131,Delhivery,31-07-2023,1,Delivered,0
6001555,9104002,144,Delhivery,24-10-2024,1,Delivered,0
6001556,9171044,,BlueDart,31-12-2023,1,Delivered,9
6001557,9220752,127,XpressBees,19-08-2022,2,Delivered,3
6001558,9211035,143,DTDC,26-09-2022,1,Delivered,2
6001559,9228659,124,BlueDart,30-01-2023,1,Delivered,2
6001560,9048115,101,Ekart,30-01-2022,1,Delivered,0
6001561,9081410,134,Amazon Logistics,11-01-2022,2,Delivered,3
6001562,9061542,146,XpressBees,11-01-2025,2,Delivered,0
6001563,9176494,113,BlueDart,11-03-2025,2,Failed,0
6001564,9079879,142,Xpressbees,03-05-2023,1,Returned,1
6001565,9242611,136,BlueDart,20-07-2023,2,Delivered,2
6001566,9082333,104,FedEx India,23-07-2022,3,Delivered,1
6001567,9048324,,India Post,19-03-2023,2,delivered,0
6001568,9017651,144,XpressBees,21-07-2024,1,Returned,2
6001569,9186985,127,XpressBees,27-12-2022,1,Delivered,1
6001570,9051523,132,BlueDart,05-06-2024,1,Failed,0
6001571,9051012,109,Ekart,22-10-2024,3,Returned,2
6001572,9148793,105,XpressBees,03-05-2022,2,Delivered,0
6001573,9086087,105,India Post,01-09-2023,2,Delivered,1
6001574,9048276,124,Blue Dart,10-04-2023,2,Returned,-1
6001575,9161689,135,Amazon Logistics,25-02-2023,1,Delivered,0
6001576,9005530,121,FedEx India,21-05-2022,1,Delivered,0
6001577,9127444,129,Ekart,05-05-2024,1,Delivered,1
6001578,9179434,130,DTDC,25-04-2022,1,Delivered,2
6001579,9083244,134,Amazon Logistics,29-09-2023,2,Delivered,3
6001580,9225127,140,Delhivery,18-01-2022,1,Delivered,2
6001581,9063460,122,EKART,29-08-2024,1,Delivered,1
6001582,9003834,106,FedEx India,10-03-2025,3,Delivered,0
6001583,9248320,130,DTDC,30-09-2022,1,Delivered,0
6001584,9220617,118,Shadowfax,20-07-2022,2,delivered,2
6001585,9168446,125,FedEx India,01-05-2022,1,Delivered,1
6001586,9068700,113,BlueDart,26-03-2022,1,Delivered,0
6001587,9156041,109,India Post,30-04-2023,2,Delivered,2
6001588,9115346,138,Delhivery,26-12-2023,3,Returned,0
6001589,9000707,123,Ekart,22-04-2024,1,Failed,1
6001590,9244617,147,Ekart,30-03-2024,2,Delivered,1
6000508,9229788,124,India Post,25-04-2023,1,Returned,1
6001592,9012637,127,Delhivery,31-07-2023,1,Failed,1
6001593,9146920,139,Delhivery,17-07-2023,1,Failed,-2
6001594,9159443,115,Shadowfax,11-11-2022,1,Delivered,0
6001595,9091934,133,BlueDart,21-06-2023,1,Delivered,0
6001596,9131443,115,BlueDart,01-10-2024,1,Delivered,2
6001597,9021889,103,XpressBees,10-12-2022,1,Delivered,1
6001598,9166704,127,FedEx India,07-08-2024,1,Delivered,0
6001599,9074111,148,Delhivery,02-01-2023,1,Delivered,0
6001600,9029535,150,Ekart,23-12-2024,1,Delivered,1
6001601,9176273,110,XpressBees,28-08-2022,1,Delivered,0
6001602,9109607,131,Ekart,17-07-2024,1,Failed,0
6001603,9083867,147,India Post,24-09-2023,1,Delivered,1
6001604,9089552,102,DTDC,26-12-2024,2,Failed,0
6001605,9110923,101,Delhivery,27-02-2022,3,Delivered,0
6001606,9128272,139,XpressBees,14-08-2023,1,Delivered,1
6001607,9109722,106,BlueDart,30-05-2022,2,Delivered,12
6001608,9126585,106,Delhivery,01-10-2023,1,Failed,3
6001609,9019665,109,Delhivery,08-07-2022,2,Delivered,3
6001610,9195447,106,Ekart,29-09-2024,1,Failed,0
6001611,9181660,148,India Post,20-10-2024,1,Delivered,0
6001612,9121480,126,Delhivery,24-08-2023,1,Delivered,1
6001613,9191100,111,Ekart,02-01-2025,1,Delivered,5
6001614,9045569,148,XpressBees,20-05-2024,1,Failed,3
6001615,9184972,126,Delhivery,26-06-2023,1,Delivered,0
6001616,9075923,111,BlueDart,25-12-2024,3,Delivered,1
6001617,9047363,141,Ekart,04-12-2024,3,Failed,1
6001618,9227682,136,BlueDart,28-09-2023,1,Delivered,1
6001619,9117717,127,Delhivery,16-02-2022,1,Failed,0
6001620,9026051,133,FedEx India,30-06-2022,1,Delivered,0
6001621,9247846,148,Ekart,27-10-2022,1,Delivered,1
6001622,9013917,102,India Post,04-10-2022,1,Delivered,0
6001623,9136132,124,Shadowfax,16-04-2023,1,Delivered,1
6001624,9229806,117,BlueDart,24-04-2022,2,delivered,0
6001625,9087196,127,Shadowfax,20-10-2024,3,Delivered,0
6001626,9249108,,Delhivery,08-11-2022,1,Delivered,0
6001627,9224787,118,India Post,19-07-2024,1,Delivered,2
6001628,9179359,110,DTDC,02-03-2025,1,Delivered,0
6001629,9067699,130,BlueDart,30-10-2022,1,Delivered,2
6001630,9172798,119,Amazon Logistics,15-03-2025,1,Failed,3
6001631,9217292,126,Delhivery,26-02-2024,1,Delivered,1
6001632,9177212,145,Delhivery,03-08-2022,1,Delivered,1
6001633,9114365,121,FedEx India,01-01-2025,1,delivered,2
6001634,9141387,134,DTDC,12-12-2023,1,Delivered,3
6001635,9248166,130,BlueDart,22-04-2022,2,Delivered,-1
6001636,9246287,139,BlueDart,25-01-2025,1,Failed,1
6001637,9051952,141,Ekart,26-08-2022,2,Delivered,0
6001638,9167054,138,Ekart,22-11-2023,1,Delivered,1
6001639,9014987,146,Blue Dart,11-10-2022,1,Delivered,1
6001640,9064300,124,Delhivery,01-03-2025,1,Returned,0
6001641,9165136,144,Delhivery,05-04-2023,1,Delivered,1
6001642,9118303,,FedEx India,21-04-2023,1,Delivered,1
6001643,9232594,119,Ekart,25-04-2022,3,Failed,2
6001644,9091637,111,Blue Dart,23-09-2022,1,Delivered,0
6001645,9166437,121,India Post,10-09-2022,1,Delivered,6
6001646,9222218,135,Amazon Logistics,21-09-2023,1,Delivered,1
6001647,9158933,110,XpressBees,15-12-2024,1,delivered,0
6001648,9015052,118,Ekart,22-10-2022,1,Returned,0
6001649,9236191,114,FedEx India,21-10-2022,1,Delivered,3
6001650,9063906,128,Ekart,17-09-2023,2,Delivered,0
6001651,9246744,136,FedEx India,19-11-2024,1,Failed,3
6001652,9189921,112,XpressBees,15-11-2024,1,Delivered,1
6001653,9103380,140,Delhivery,03-01-2024,1,Delivered,3
6001654,9080852,127,Amazon Logistics,07-05-2022,1,Returned,2
6001655,9119161,138,Delhivery,16-11-2023,1,Out for Delivery,2
6001656,9158561,137,Delhivery,21-01-2025,1,Delivered,2
6001657,9142977,142,XpressBees,04-06-2024,1,In Transit,3
6001658,9157213,102,Blue Dart,20-08-2022,2,Delivered,2
6001659,9042265,136,Ekart,12-01-2024,1,Out for Delivery,3
6001660,9083544,101,Delhivery,09-06-2024,3,Failed,2
6001661,9095735,135,BlueDart,04-10-2022,1,Delivered,0
6001662,9019024,146,delhivery,20-07-2023,1,Delivered,0
6001663,9171607,101,Ekart,25-07-2024,1,Delivered,1
6001664,9185928,146,Ekart,28-09-2024,1,delivered,3
6001665,9203313,101,BlueDart,01-05-2023,2,Out for Delivery,0
6001666,9160319,131,Xpressbees,04-12-2022,1,Delivered,0
6001667,9243005,140,BlueDart,14-03-2023,1,Returned,0
6001668,9185511,126,FedEx India,30-10-2023,1,Delivered,2
6001669,9095890,131,XpressBees,29-01-2024,1,Delivered,3
6001670,9058234,111,DTDC,13-01-2025,1,Out for Delivery,0
6001671,9118186,126,Ekart,03-01-2023,1,Delivered,1
6001672,9066187,118,Blue Dart,02-01-2022,1,Delivered,0
6001673,9003961,106,BlueDart,21-05-2022,1,Delivered,0
6001674,9068462,118,BlueDart,19-05-2024,1,FAILED,0
6001675,9226077,108,Blue Dart,02-04-2024,1,FAILED,0
6001676,9208574,140,Amazon Logistics,29-01-2023,2,Delivered,2
6001677,9227506,,Shadowfax,27-09-2024,1,Failed,2
6001678,9116807,118,XpressBees,21-03-2024,2,Delivered,1
6001679,9006048,115,Delhivery,18-10-2023,1,Delivered,3
6001680,9158846,101,Amazon Logistics,10-04-2023,2,Delivered,1
6001681,9191346,141,BlueDart,31-12-2023,1,Returned,3
6001682,9055856,105,FedEx India,23-12-2022,1,Delivered,12
6001683,9177366,105,Ekart,08-01-2023,1,Failed,0
6001684,9140162,107,Ekart,07-06-2022,1,delivered,0
6001685,9074254,102,Delhivery,22-08-2024,1,Delivered,0
6001686,9075389,141,Delhivery,16-06-2022,2,delivered,1
6001687,9180648,128,Ekart,21-05-2023,1,In Transit,0
6001688,9160054,125,XpressBees,06-08-2022,2,Delivered,0
6001689,459,125,delhivery,01-06-2023,1,Delivered,1
6001690,9027588,110,BlueDart,15-01-2025,1,In Transit,0
6001691,9071043,103,Amazon Logistics,10-01-2024,1,Delivered,0
6001692,9163521,122,XpressBees,02-09-2024,1,Delivered,1
6001693,9101974,106,Delhivery,18-02-2023,1,Returned,1
6001694,9042538,129,XpressBees,20-06-2023,1,In Transit,0
6001695,9202961,113,DTDC,27-12-2022,1,Failed,1
6001696,9154065,102,Delhivery,28-10-2023,2,Returned,0
6001697,9081255,139,Amazon Logistics,27-10-2022,1,Delivered,2
6001698,9044889,140,BlueDart,06-04-2024,3,Out for Delivery,1
6001699,9164293,139,Shadowfax,30-08-2024,1,Out for Delivery,0
6001700,9121842,111,India Post,23-07-2022,1,Returned,6
6001701,9235654,104,Shadowfax,22-07-2022,1,Delivered,0
6001702,9029629,101,Delhivery,17-08-2023,1,Returned,0
6001703,9206363,134,DTDC,02-02-2024,1,Failed,0
6001704,9136587,110,Ekart,03-02-2022,1,Out for Delivery,0
6001705,9096905,113,Delhivery,16-09-2023,1,Returned,1
6001706,9230878,107,EKART,10-06-2022,1,Delivered,0
6001707,9061680,119,delhivery,22-10-2023,2,Delivered,1
6001708,9122804,150,BlueDart,21-03-2023,2,Delivered,0
6001709,9159579,113,India Post,15-10-2024,1,Delivered,1
6001710,9232181,109,XpressBees,04-02-2023,1,Delivered,0
6001711,9215310,139,XpressBees,24-03-2025,1,Returned,-1
6001712,9009000,117,Shadowfax,06-11-2024,2,FAILED,0
6001713,9057997,142,Blue Dart,17-07-2022,1,Delivered,2
6001714,9127670,106,Shadowfax,21-12-2022,1,Delivered,0
6001715,9235939,111,DTDC,23-01-2023,1,In Transit,0
6001716,9157275,140,Xpressbees,19-07-2024,2,Out for Delivery,3
6001717,9171038,139,India Post,26-07-2023,1,Delivered,0
6001718,9046529,116,Blue Dart,23-10-2023,1,Delivered,2
6001719,9102675,111,Amazon Logistics,27-10-2023,1,Returned,2
6001720,90,102,EKART,01-06-2023,1,Returned,0
6001721,9102850,109,EKART,04-04-2023,1,Returned,0
6001722,9085304,133,DTDC,07-03-2025,1,In Transit,5
6001723,9096345,123,India Post,24-07-2024,15,Delivered,10
6001724,9229151,127,BlueDart,12-03-2023,1,Delivered,1
6001725,9193588,102,Ekart,19-08-2023,1,Delivered,1
6001726,9179463,144,XpressBees,27-09-2023,1,Delivered,1
6001727,9052293,118,Amazon Logistics,22-02-2022,2,Delivered,1
6001728,9198227,147,XpressBees,29-04-2024,1,Delivered,0
6001729,9005447,119,XpressBees,24-10-2024,1,In Transit,0
6001730,9152938,115,India Post,27-07-2022,1,Failed,0
6001731,9098618,137,Delhivery,19-10-2023,3,Delivered,2
6001732,9141016,135,FedEx India,03-03-2024,1,Delivered,0
6001733,9053201,,Ekart,30-10-2024,1,Delivered,0
6001734,9101402,107,DTDC,22-03-2024,1,Failed,2
6001735,9194271,132,Blue Dart,30-03-2022,1,Delivered,0
6001736,9100555,112,DTDC,01-11-2023,2,Delivered,2
6001737,9230440,114,Delhivery,22-10-2022,1,Delivered,0
6001738,9077989,,Blue Dart,06-05-2024,1,Delivered,0
6001739,9086780,109,Ekart,31-10-2022,1,Delivered,9
6001740,9088358,109,XpressBees,26-09-2023,2,Failed,0
6001741,9103981,129,FedEx India,18-02-2025,1,Delivered,0
6001742,9070443,134,BlueDart,19-07-2023,2,Failed,2
6001743,9039814,140,India Post,09-10-2023,3,In Transit,0
6001744,9149822,111,Shadowfax,04-06-2022,2,Delivered,3
6001745,9038367,113,BlueDart,14-07-2022,1,Delivered,1
6001746,9247168,125,BlueDart,13-03-2025,2,In Transit,0
6001747,9110844,148,Delhivery,30-08-2022,1,Delivered,0
6001748,9033784,115,Ekart,24-10-2022,3,In Transit,1
6001749,9151516,101,Shadowfax,29-09-2023,1,Delivered,1
6001750,9134245,115,Blue Dart,27-09-2022,2,Delivered,7
6001751,9073833,119,India Post,25-10-2022,1,Delivered,1
6001752,9060516,142,BlueDart,25-07-2023,1,Delivered,1
6001753,9037387,143,XpressBees,01-12-2024,1,In Transit,1
6001754,9027345,132,Ekart,09-05-2022,1,Failed,0
6001755,9220299,145,Blue Dart,07-07-2023,1,Delivered,0
6001756,9199242,133,Delhivery,09-06-2024,1,Delivered,2
6001757,9194725,129,XpressBees,16-04-2024,2,Delivered,0
6001758,9208204,,BlueDart,04-11-2022,1,Delivered,0
6001759,9039807,122,XpressBees,29-08-2022,1,Delivered,2
6001760,9081845,107,Amazon Logistics,11-04-2023,1,delivered,3
6001761,9186948,128,FedEx India,12-09-2023,1,Delivered,1
6001762,9045839,120,DTDC,12-01-2022,1,Failed,2
6001763,9197888,106,Ekart,08-07-2022,1,Delivered,0
6001764,9031710,148,FedEx India,09-01-2022,1,Failed,4
6001765,9079173,,XpressBees,22-09-2023,1,Delivered,0
6001766,9118572,137,Delhivery,02-03-2022,3,Delivered,0
6001767,9024245,106,EKART,01-05-2022,1,Returned,6
6001768,9131723,141,Amazon Logistics,02-04-2023,1,Delivered,1
6001769,9158556,101,Ekart,09-01-2023,1,Out for Delivery,1
6001770,9144588,121,BlueDart,19-07-2022,1,delivered,0
6001771,9113849,127,XpressBees,25-05-2024,1,Delivered,0
6001772,9019220,105,Shadowfax,09-06-2022,1,Delivered,0
6001773,9094199,106,India Post,01-02-2023,3,Delivered,0
6001774,9197740,137,Ekart,07-06-2022,1,In Transit,0
6001775,9126706,148,Ekart,29-08-2023,1,Delivered,1
6001776,9190946,143,DTDC,17-08-2022,3,Delivered,3
6001777,9204263,112,Amazon Logistics,07-08-2022,1,Returned,7
6001778,9107996,115,XpressBees,24-12-2024,1,Failed,-3
6001779,9159918,102,EKART,09-09-2022,1,Delivered,0
6001780,9185737,108,XpressBees,15-11-2023,1,Out for Delivery,3
6001781,9245309,123,XpressBees,25-03-2022,2,Delivered,2
6001782,9087433,106,EKART,06-12-2023,2,Delivered,0
6001783,9140195,140,DTDC,25-09-2022,1,Delivered,1
6001784,9205820,141,Shadowfax,03-02-2024,1,Delivered,9
6001785,9244821,109,Shadowfax,14-01-2025,2,Delivered,1
6001786,9221445,137,Ekart,27-10-2022,1,Delivered,1
6001787,9140809,142,FedEx India,02-09-2023,2,Delivered,10
6001788,9187217,139,Ekart,29-12-2023,1,Failed,0
6001789,9172644,,Amazon Logistics,06-07-2022,3,Failed,0
6001790,9136387,108,India Post,01-11-2023,1,Delivered,1
6001791,9228080,106,Delhivery,08-10-2022,2,Delivered,0
6001792,9030092,134,XpressBees,07-01-2022,1,Failed,1
6001793,9131117,149,BlueDart,01-10-2023,1,Delivered,3
6001794,9156607,130,Delhivery,23-07-2022,2,Delivered,2
6001795,9178186,116,Delhivery,11-06-2022,2,In Transit,0
6001796,9171930,119,DTDC,13-02-2024,1,Returned,1
6001797,9008890,149,EKART,15-06-2023,1,Delivered,0
6001798,9037156,144,EKART,09-12-2024,1,Delivered,1
6001799,9001029,113,Delhivery,02-05-2024,1,Delivered,0
6001800,9121742,102,Ekart,04-09-2024,1,Delivered,1
6001801,9058206,123,Ekart,18-08-2023,3,Delivered,1
6001802,9155128,124,Blue Dart,30-05-2023,1,Delivered,0
6001803,9069892,118,XpressBees,10-02-2023,2,Delivered,2
6001804,9140968,149,XpressBees,17-07-2023,1,Delivered,1
6001805,9192910,,Shadowfax,22-09-2022,1,Delivered,0
6001806,9193450,120,Amazon Logistics,28-12-2023,1,Failed,1
6001807,9023246,131,XpressBees,21-04-2023,1,In Transit,9
6001808,9220751,111,XpressBees,01-04-2023,3,Failed,0
6001809,9035036,150,FedEx India,25-03-2023,1,Out for Delivery,1
6001810,9069833,143,BlueDart,12-01-2023,1,Returned,3
6001811,9134023,107,EKART,18-08-2023,2,Failed,1
6001812,9197207,133,Ekart,15-09-2023,1,Failed,1
6001813,9116826,137,Delhivery,29-12-2024,1,Delivered,0
6001814,9189045,125,BlueDart,28-08-2023,2,Failed,1
6001815,9182527,136,delhivery,15-03-2022,1,Delivered,1
6001816,9031840,137,XpressBees,10-11-2022,1,Delivered,0
6001817,9106945,126,Blue Dart,18-04-2023,1,Failed,1
6001818,9228397,116,BlueDart,23-04-2024,15,Returned,2
6001819,9190668,126,Amazon Logistics,08-02-2024,1,Returned,1
6001820,9104359,111,Ekart,25-09-2022,1,Returned,0
6001821,9049180,136,Ekart,21-07-2024,1,Delivered,-3
6001822,9011935,104,XpressBees,10-08-2024,1,Delivered,0
6001823,9176626,125,Delhivery,25-06-2023,1,FAILED,2
6001251,9025419,104,XpressBees,10-05-2024,1,Delivered,0
6001825,9096618,103,Ekart,12-01-2022,1,Delivered,2
6001826,9183584,124,DTDC,26-12-2023,1,In Transit,1
6001827,9012364,136,DTDC,09-11-2022,1,Returned,0
6001828,9114244,104,delhivery,24-01-2024,1,Delivered,0
6001829,9243743,122,Ekart,23-10-2023,1,Delivered,0
6001830,9216031,147,XpressBees,30-10-2024,1,Delivered,0
6001831,9071343,104,BlueDart,31-12-2024,2,Delivered,3
6001832,9169854,148,Delhivery,02-01-2025,1,Delivered,10
6001833,9176359,128,BlueDart,31-03-2024,1,Delivered,0
6001834,9038286,110,DTDC,02-11-2022,1,Delivered,0
6001835,9128783,131,Delhivery,22-12-2022,3,Delivered,1
6001836,9134308,144,delhivery,19-08-2022,1,Failed,7
6001837,9137572,148,XpressBees,14-08-2023,1,Failed,0
6001838,9239222,137,DTDC,27-09-2024,2,FAILED,0
6001839,9044970,124,FedEx India,30-01-2025,1,delivered,1
6001840,9078741,138,Delhivery,20-02-2025,1,Delivered,1
6001841,9015006,140,FedEx India,21-07-2023,1,Delivered,10
6001842,9059635,118,Shadowfax,28-07-2022,2,Delivered,0
6001843,9244607,102,BlueDart,20-02-2025,3,Delivered,0
6001844,9025071,101,Delhivery,18-09-2023,2,Returned,1
6001845,9096035,130,delhivery,12-04-2022,3,Delivered,0
6001846,9050178,128,Delhivery,17-07-2023,1,Failed,3
6001847,9065792,108,FedEx India,07-12-2022,1,In Transit,1
6001848,9054118,135,FedEx India,18-07-2024,1,Failed,1
6001849,9030728,131,DTDC,22-06-2022,1,Delivered,0
6001850,9119729,126,XpressBees,22-12-2023,1,Returned,1
6001851,9016943,135,Ekart,21-06-2023,1,Delivered,9
6001852,9223409,136,Ekart,28-03-2025,1,Delivered,1
6001853,9149053,118,Delhivery,12-10-2023,3,Delivered,3
6001854,9224872,114,Delhivery,25-07-2022,1,Delivered,3
6001855,9106763,109,Xpressbees,07-02-2022,1,Delivered,1
6001856,9202061,121,Amazon Logistics,15-07-2023,1,Delivered,10
6001857,9076027,111,BlueDart,03-11-2024,1,Returned,3
6001858,9175290,106,EKART,05-11-2023,1,Delivered,10
6001859,9216171,146,DTDC,09-01-2023,2,In Transit,-1
6001860,9191349,144,DTDC,29-09-2023,1,Delivered,1
6001861,9107364,102,Xpressbees,10-01-2024,1,Delivered,0
6001862,9186070,122,XpressBees,09-08-2023,1,Delivered,3
6001863,9053782,129,DTDC,09-03-2023,2,Delivered,2
6001864,9151895,115,Delhivery,29-06-2023,2,Delivered,2
6001865,9050816,139,India Post,15-07-2022,1,Failed,0
6001866,9001081,146,Xpressbees,07-03-2024,1,Failed,0
6001867,9039017,147,Delhivery,28-12-2024,2,Failed,0
6001868,9195106,137,Ekart,24-12-2022,1,Delivered,0
6001869,9031303,108,Blue Dart,02-09-2022,2,Delivered,3
6001870,9149495,,India Post,23-06-2022,2,Failed,1
6001871,9142878,134,Ekart,04-11-2023,15,Delivered,2
6001872,9007703,143,Delhivery,25-02-2022,3,Returned,1
6001873,9097748,116,BlueDart,15-07-2022,1,Failed,1
6001874,9143992,107,XpressBees,14-07-2023,2,Failed,3
6001875,9191084,109,Delhivery,20-09-2023,1,delivered,0
6001876,9106018,123,India Post,25-10-2024,1,Delivered,3
6001877,9071096,142,Amazon Logistics,28-11-2022,2,Delivered,1
6001878,9071931,150,XpressBees,02-09-2022,2,Delivered,0
6001879,9111850,113,BlueDart,18-08-2023,2,Delivered,1
6001880,9165473,106,Amazon Logistics,18-02-2023,1,Delivered,12
6001881,9046127,109,FedEx India,26-04-2024,1,Delivered,0
6001882,9192325,124,BlueDart,05-02-2022,1,Delivered,0
6001883,9001790,102,DTDC,18-10-2022,1,Delivered,0
6001884,9097372,106,Ekart,10-11-2022,2,Failed,0
6001885,9067555,102,XpressBees,02-09-2024,1,Delivered,0
6001886,9080877,125,Blue Dart,13-02-2024,3,Returned,0
6001887,9170631,141,Blue Dart,19-10-2022,1,Delivered,1
6001888,9195113,131,Ekart,09-03-2025,1,Delivered,1
6001889,9195474,123,Shadowfax,26-09-2023,3,Returned,1
6001890,9097709,125,EKART,04-01-2025,1,Returned,0
6001891,9190752,101,DTDC,08-12-2023,2,Delivered,2
6001892,9182151,131,DTDC,12-07-2022,1,Delivered,2
6001893,9151220,127,Ekart,24-10-2023,3,Failed,0
6001894,9012558,122,XpressBees,15-04-2023,3,Delivered,0
6001895,9035880,115,Shadowfax,10-04-2022,1,Delivered,5
6001896,9029209,122,India Post,06-04-2024,1,Out for Delivery,0
6001897,9218895,105,Ekart,17-11-2023,1,Delivered,0
6001898,9067381,129,Ekart,15-08-2022,3,Delivered,0
6001899,9197106,112,Shadowfax,23-01-2022,1,Delivered,3
6001900,9071022,121,Delhivery,21-08-2022,1,Delivered,3
6001901,9081277,139,Delhivery,13-10-2024,2,Delivered,1
6001902,9035372,125,Delhivery,05-11-2022,1,Failed,6
6001903,9198627,124,Delhivery,25-12-2022,1,Delivered,3
6001904,9170253,131,India Post,22-07-2022,1,Out for Delivery,0
6001905,9245412,132,Ekart,26-08-2022,1,Delivered,2
6001906,9010119,108,delhivery,24-07-2023,1,Delivered,2
6001907,9007631,135,Shadowfax,13-04-2022,1,Delivered,0
6001908,9193060,141,Shadowfax,29-12-2023,2,Delivered,1
6001909,9083702,137,Blue Dart,17-11-2022,1,Delivered,6
6001910,9203663,105,Shadowfax,06-01-2023,1,Delivered,11
6001911,9210920,128,BlueDart,26-05-2024,1,Delivered,12
6001912,9102068,113,Amazon Logistics,19-01-2025,1,Delivered,0
6001913,9160999,120,Amazon Logistics,29-01-2025,1,Failed,2
6001914,9042179,108,DTDC,27-10-2023,1,Failed,3
