refund_id,return_id,refund_amount,refund_status,refund_method,refund_processed_date,refund_reason_code
8507189,8008380,1084.73,Pending,Coupon,14-11-2023,CHANGED_MIND
8507190,8020495,9925.85,Pending,Original Payment,08-10-2024,DUPLICATE_ORDER
8507191,8024029,1191.82,Pending,Original Payment,13-04-2025,DEFECTIVE
8507192,8043443,663.69,Processed,Wallet,21-06-2024,MISSING_PARTS
8507193,8004025,1323.97,Pending,Cash,14-02-2024,QUALITY_ISSUE
8507194,8004622,1133.36,Pending,Wallet,23-02-2024,DEFECTIVE
8507195,8043282,6847.09,Processed,Original Payment,25-11-2023,SIZE_ISSUE
8507196,8036764,648.02,Pending,Original Payment,01-03-2022,NOT_AS_DESCRIBED
8507197,8040574,131.99,Processed,Coupon,11-11-2024,CHANGED_MIND
8507198,8027805,1663.83,Pending,Coupon,25-05-2022,
8507199,8028036,289.43,Processed,Original Payment,02-10-2024,CHANGED_MIND
8507200,8012275,1389.72,processed,Coupon,12-03-2024,
8507201,8039555,8617.87,Processed,Wallet,14-08-2023,SIZE_ISSUE
8507202,8040165,1887.13,Processed,Wallet,14-12-2022,WRONG_ITEM
8507203,8015753,1425.16,Processed,Original Payment,06-01-2025,DAMAGED_PRODUCT
8507204,8042027,4112.53,Processed,Coupon,16-02-2023,
8507205,8018060,205286.1,Processed,Original Payment,12-01-2025,WRONG_ITEM
8507206,8030877,1597.55,Processed,Original Payment,19-05-2024,DUPLICATE_ORDER
8507207,8041640,352.33,Processed,Wallet,24-03-2022,MISSING_PARTS
8507208,8006605,1808.76,Processed,Original Payment,18-04-2025,DEFECTIVE
8507209,8015952,467.32,Pending,Coupon,16-01-2023,
8507210,8026660,1654.97,Processed,Original Payment,05-10-2023,
8507211,8018522,321.8,processed,Original Payment,30-12-2024,QUALITY_ISSUE
8507212,8022973,530.71,processed,Wallet,20-02-2025,DUPLICATE_ORDER
8507213,8035800,1721.06,Rejected,Bank Transfer,02-07-2024,NOT_AS_DESCRIBED
8507214,8012937,1415.15,Processed,Original Payment,02-03-2025,WRONG_ITEM
8507215,8013386,36137.54,Processed,Original Payment,16-10-2024,WRONG_ITEM
8507216,8034909,30274.98,Processed,Wallet,04-02-2022,DUPLICATE_ORDER
8507217,8044661,2105.01,Processed,UPI,04-02-2024,
8507218,8013717,807.49,Processed,Wallet,07-06-2024,CHANGED_MIND
8507219,8005629,99894.31,Rejected,Coupon,15-08-2023,DAMAGED_PRODUCT
8507220,8014135,24412.55,Pending,Coupon,07-10-2022,NOT_AS_DESCRIBED
8507221,8044621,4498.18,Rejected,Coupon,19-01-2022,QUALITY_ISSUE
8507222,8003934,29509.47,Rejected,Coupon,08-02-2023,WRONG_ITEM
8507223,8009901,6121.5,Processed,Wallet,12-04-2025,QUALITY_ISSUE
8507224,8032434,1876.87,Pending,Wallet,22-12-2022,MISSING_PARTS
8507225,8042180,2655.83,Rejected,Original Payment,20-03-2022,DAMAGED_PRODUCT
8507226,8000976,8104.65,Processed,Original Payment,08-03-2023,QUALITY_ISSUE
8507227,8035169,1123.04,Processed,Original Payment,03-01-2025,
8507228,8022113,33910.52,Pending,Bank Transfer,09-05-2024,NOT_AS_DESCRIBED
8507229,8006412,4291.58,Processed,Wallet,06-04-2022,DEFECTIVE
8507230,8009604,22072.43,Processed,Wallet,09-04-2023,CHANGED_MIND
8507231,8010950,1068.42,Processed,Coupon,02-11-2023,DUPLICATE_ORDER
8507232,8025682,22636.91,Pending,UPI,07-04-2023,DAMAGED_PRODUCT
8507233,8000633,25362.52,Processed,Original Payment,31-03-2025,WRONG_ITEM
8507234,8001922,168323.63,Pending,Original Payment,30-08-2022,CHANGED_MIND
8507235,8039395,377.45,Processed,UPI,20-01-2025,NOT_AS_DESCRIBED
8507236,8029479,1863.29,Processed,Original Payment,18-10-2023,DAMAGED_PRODUCT
8507237,8020812,1362.44,Processed,Original Payment,03-04-2025,WRONG_ITEM
8507238,8040421,318.72,Pending,Original Payment,02-01-2024,MISSING_PARTS
8507239,8030739,362.13,Pending,Coupon,29-01-2023,DEFECTIVE
8507240,8006115,902.5,Processed,Wallet,09-08-2024,QUALITY_ISSUE
8507241,8011471,1083.38,Processed,Coupon,11-04-2023,DAMAGED_PRODUCT
8507242,8005915,1037.4,Rejected,UPI,05-12-2022,QUALITY_ISSUE
8507243,8032183,13378.34,Processed,Coupon,14-11-2023,SIZE_ISSUE
8507244,8005309,3095.5,Processed,Coupon,22-01-2024,DEFECTIVE
8507245,8042816,406.46,Rejected,Bank Transfer,04-07-2024,CHANGED_MIND
8507246,8001887,1157.14,Processed,Original Payment,04-03-2023,DAMAGED_PRODUCT
8507247,8025546,7659.57,Processed,Coupon,09-01-2024,SIZE_ISSUE
8507248,8043652,393.49,Processed,Wallet,11-04-2024,QUALITY_ISSUE
8507249,8044559,1476.15,processed,Original Payment,28-09-2022,MISSING_PARTS
8507250,8018263,8938.38,Processed,Original Payment,20-02-2022,MISSING_PARTS
8507251,8019856,24535.24,Pending,Original Payment,15-10-2023,DEFECTIVE
8507252,8023569,263.98,processed,Original Payment,20-07-2023,WRONG_ITEM
8507253,8033316,49370.17,Processed,Original Payment,01-01-2025,NOT_AS_DESCRIBED
8507254,8006231,5375.01,Processed,Bank Transfer,14-01-2023,DEFECTIVE
8507255,8005113,2146.41,Rejected,Wallet,23-07-2022,NOT_AS_DESCRIBED
8507256,8023171,35627.9,Processed,Wallet,10-08-2024,CHANGED_MIND
8507257,8019938,3719.28,Rejected,Wallet,25-02-2024,DUPLICATE_ORDER
8507258,8009591,4181.44,Rejected,Wallet,11-08-2022,MISSING_PARTS
8507259,8013723,292.72,Processed,Coupon,23-11-2023,DUPLICATE_ORDER
8507260,8041276,9602.44,Processed,Original Payment,04-05-2025,DEFECTIVE
8507261,8033361,1054.02,Processed,UPI,13-02-2022,DUPLICATE_ORDER
8507262,8017630,1088.87,Processed,Coupon,03-03-2024,DEFECTIVE
8507263,8000702,432.72,Rejected,Original Payment,09-06-2024,
8507264,8044710,17990.62,Pending,Original Payment,18-07-2022,DEFECTIVE
8507265,8005755,43495.08,Processed,Wallet,06-01-2025,WRONG_ITEM
8507266,8013669,1453.1,Processed,Wallet,13-12-2022,
8507267,8036573,2528.68,Rejected,Wallet,17-03-2024,MISSING_PARTS
8507268,8031320,700.48,Processed,Original Payment,30-11-2024,DEFECTIVE
8507269,8032639,136015.77,Processed,Original Payment,10-12-2024,DEFECTIVE
8507270,8003379,1321.98,Processed,Coupon,23-04-2022,DEFECTIVE
8507271,8040025,212552.08,Processed,Coupon,29-03-2024,MISSING_PARTS
8507272,8017881,4535.51,Pending,Original Payment,13-02-2024,QUALITY_ISSUE
8507273,8005951,909.29,Processed,Original Payment,17-11-2023,DUPLICATE_ORDER
8507274,8034139,953.05,Pending,Original Payment,19-02-2024,WRONG_ITEM
8507275,8011414,629.01,Processed,Wallet,11-09-2022,QUALITY_ISSUE
8507276,8011046,372.92,Processed,Wallet,11-11-2023,SIZE_ISSUE
8507277,8035266,1186.86,Processed,Original Payment,14-04-2024,DAMAGED_PRODUCT
8507278,8025847,846.62,Rejected,Wallet,08-12-2023,MISSING_PARTS
8507279,8015745,1226.43,Processed,Wallet,02-01-2023,QUALITY_ISSUE
8507280,8014551,471.28,Processed,Original Payment,01-08-2024,DAMAGED_PRODUCT
8507281,8002257,1178.6,Processed,Wallet,24-01-2022,WRONG_ITEM
8507282,8023246,1869.23,Rejected,Original Payment,10-11-2023,CHANGED_MIND
8507283,8015597,113047.39,Processed,Original Payment,02-02-2023,SIZE_ISSUE
8507284,8026772,4164.57,Processed,Wallet,14-02-2025,
8507285,8043162,613.73,processed,Original Payment,23-11-2022,DEFECTIVE
8507286,8018000,1325.23,Processed,Wallet,24-09-2023,
8507287,8028993,4949.87,Processed,Original Payment,13-08-2024,QUALITY_ISSUE
8507288,8005845,287.2,Processed,UPI,07-03-2023,DEFECTIVE
8507289,8010463,1716.57,Processed,Wallet,06-12-2023,QUALITY_ISSUE
8507290,8006120,723.89,Processed,UPI,12-06-2024,
8507291,8023513,3280.1,processed,UPI,05-09-2023,QUALITY_ISSUE
8507292,8043294,412.4,Pending,Original Payment,20-10-2024,NOT_AS_DESCRIBED
8507293,8011311,7575.73,Rejected,Original Payment,07-11-2024,
8507294,8019376,84220.56,Pending,Original Payment,09-07-2024,DUPLICATE_ORDER
8507295,8011650,2744.25,Processed,Original Payment,04-11-2022,MISSING_PARTS
8507296,8016009,38350.26,Processed,Wallet,17-03-2022,WRONG_ITEM
8507297,8030918,3546.73,Processed,UPI,01-08-2023,SIZE_ISSUE
8507298,8012252,1754.17,Rejected,Wallet,12-05-2023,MISSING_PARTS
8507299,8005747,1910.41,Processed,Bank Transfer,25-02-2023,SIZE_ISSUE
8507300,8039864,1650.77,Processed,Wallet,16-06-2023,DAMAGED_PRODUCT
8507301,8027121,41384.27,Pending,Bank Transfer,31-03-2024,DAMAGED_PRODUCT
8507302,8011560,553.58,Processed,Cash,12-05-2023,MISSING_PARTS
8507303,8018588,586.93,Processed,Wallet,12-06-2024,CHANGED_MIND
8507304,8033772,8977.4,Processed,Original Payment,02-02-2024,MISSING_PARTS
8507305,8003271,900.47,Rejected,Wallet,03-12-2023,WRONG_ITEM
8507306,8004098,171.36,Processed,Original Payment,08-09-2022,CHANGED_MIND
8507307,8018556,1439.21,PENDING,Bank Transfer,29-12-2023,CHANGED_MIND
8507308,8037421,1659.77,Processed,Wallet,16-12-2023,DEFECTIVE
8507309,8000113,10114.95,Processed,Original Payment,13-10-2024,
8507310,8014712,3977.69,Rejected,Original Payment,10-02-2025,MISSING_PARTS
8507311,8021071,44976.2,Pending,Coupon,03-11-2023,DEFECTIVE
8507312,8015170,860.09,Processed,Original Payment,18-03-2023,NOT_AS_DESCRIBED
8507313,8026049,11114.72,Pending,Wallet,31-10-2022,NOT_AS_DESCRIBED
8507314,8002305,2991.88,Processed,Coupon,11-11-2023,DEFECTIVE
8507315,8015089,603.87,Processed,Wallet,19-06-2022,DAMAGED_PRODUCT
8507316,8004921,371.86,Processed,Wallet,05-01-2025,DAMAGED_PRODUCT
8507317,8024502,39782.37,Pending,Coupon,14-10-2022,SIZE_ISSUE
8507318,8005093,1653.11,PENDING,Wallet,02-10-2023,SIZE_ISSUE
8507319,8042371,795.08,Pending,Original Payment,15-01-2025,
8507320,8036722,7136.43,Rejected,Coupon,17-04-2023,DEFECTIVE
8507321,8030926,1212.25,Processed,Coupon,06-01-2024,NOT_AS_DESCRIBED
8507322,8000219,1484.25,Processed,UPI,31-03-2022,DAMAGED_PRODUCT
8507323,8002814,5249.63,Pending,UPI,30-07-2023,
8507324,8005770,157686.29,Processed,Coupon,15-11-2022,WRONG_ITEM
8507325,8039811,221210.92,Processed,Original Payment,28-10-2024,QUALITY_ISSUE
8507326,8010081,1470.28,PENDING,Original Payment,11-10-2022,WRONG_ITEM
8507327,8015063,1190.7,Processed,Original Payment,08-08-2024,WRONG_ITEM
8507328,8043497,37911.45,Processed,UPI,14-02-2023,WRONG_ITEM
8507329,8005303,4521.66,Processed,UPI,27-10-2022,
8507330,8037155,449.66,Processed,Coupon,04-11-2022,SIZE_ISSUE
8507331,8002217,19885.76,processed,Bank Transfer,03-07-2022,MISSING_PARTS
8507332,8043915,1357.14,Pending,Wallet,30-08-2023,QUALITY_ISSUE
8507333,8006446,981.45,Pending,Wallet,16-10-2023,DUPLICATE_ORDER
8507334,8011676,1053.01,Pending,Original Payment,04-03-2022,WRONG_ITEM
8507335,8009389,1023.81,Rejected,Original Payment,22-04-2022,MISSING_PARTS
8507336,8015170,803.54,Processed,Original Payment,21-03-2023,WRONG_ITEM
8507337,8042645,1339.26,Processed,Original Payment,28-04-2024,DAMAGED_PRODUCT
8507338,8033102,451.87,Processed,Original Payment,10-11-2024,MISSING_PARTS
8507339,8007501,1318.99,Rejected,UPI,23-11-2022,CHANGED_MIND
8507340,8008942,570.81,Rejected,UPI,11-03-2025,QUALITY_ISSUE
8507341,8029998,1498.82,Processed,Original Payment,07-11-2023,MISSING_PARTS
8507342,8000811,14468.09,Processed,Wallet,27-06-2023,WRONG_ITEM
8507343,8016561,1523.79,Rejected,Original Payment,06-11-2022,DAMAGED_PRODUCT
8507344,8026702,9419.3,Rejected,Wallet,12-10-2023,MISSING_PARTS
8507345,8012634,837.85,Rejected,Bank Transfer,12-04-2024,MISSING_PARTS
8507346,8026185,2559.8,Processed,UPI,06-01-2025,NOT_AS_DESCRIBED
8507347,8026324,24191.21,Processed,Original Payment,10-10-2024,MISSING_PARTS
8507348,8001959,26260.06,Pending,Coupon,31-12-2022,NOT_AS_DESCRIBED
8507349,8006802,732.56,Pending,Original Payment,11-07-2024,DUPLICATE_ORDER
8507350,8018208,619.65,Processed,Original Payment,14-01-2024,CHANGED_MIND
8507351,8040316,1480.78,Rejected,Coupon,19-03-2024,DUPLICATE_ORDER
8507352,8044554,15632.51,Pending,Original Payment,08-10-2022,NOT_AS_DESCRIBED
8507353,8021730,3600.42,Pending,Bank Transfer,15-01-2024,CHANGED_MIND
8507354,8012764,489.62,PENDING,Wallet,12-01-2022,DUPLICATE_ORDER
8507355,8039096,1314.17,Pending,UPI,13-12-2024,DEFECTIVE
8507356,8039202,58586.45,processed,Original Payment,02-02-2025,MISSING_PARTS
8507357,8032699,7652.79,Pending,Original Payment,21-03-2025,MISSING_PARTS
8507358,8042221,7295.57,Pending,Wallet,27-07-2024,DUPLICATE_ORDER
8507359,8034102,1229.31,Processed,Wallet,08-12-2023,QUALITY_ISSUE
8507360,8035421,2025.08,Processed,Original Payment,09-01-2025,
8507361,8015103,1357.95,Processed,Coupon,05-05-2022,DEFECTIVE
8507362,8019684,24208.07,processed,Original Payment,22-12-2022,QUALITY_ISSUE
8507363,8034101,1183.89,Processed,Wallet,19-12-2022,MISSING_PARTS
8507364,8024749,728.46,Processed,Wallet,04-09-2023,QUALITY_ISSUE
8507365,8016356,199.27,Processed,Original Payment,12-01-2024,DEFECTIVE
8507366,8043970,1470.78,Pending,Original Payment,21-01-2023,DAMAGED_PRODUCT
8507367,8040115,7821.41,Rejected,Bank Transfer,09-09-2022,DEFECTIVE
8507368,8032393,1240.42,Rejected,Original Payment,07-12-2023,DAMAGED_PRODUCT
8507369,8038214,6687.79,Processed,Original Payment,29-01-2024,QUALITY_ISSUE
8507370,8002760,3822.79,Processed,Coupon,30-11-2023,NOT_AS_DESCRIBED
8507371,8044453,43949.86,Processed,Wallet,08-11-2024,WRONG_ITEM
8507372,8027450,468.83,Processed,UPI,03-04-2024,DUPLICATE_ORDER
8507373,8032643,10592.62,Processed,Wallet,20-03-2024,CHANGED_MIND
8507374,8027811,375.89,Processed,Wallet,19-02-2022,MISSING_PARTS
8507375,8020483,1067.72,Processed,Wallet,07-01-2025,MISSING_PARTS
8507376,8036322,1118.94,Pending,Original Payment,20-09-2024,NOT_AS_DESCRIBED
8507377,8027229,215606.03,Rejected,Wallet,21-03-2025,QUALITY_ISSUE
8507378,8028506,1590.41,Processed,Original Payment,30-04-2022,NOT_AS_DESCRIBED
8507379,8009230,1057.11,Rejected,Original Payment,09-04-2022,
8507380,8019457,32762.71,Pending,Original Payment,17-11-2024,DUPLICATE_ORDER
8507381,8036837,19130.27,PENDING,Bank Transfer,11-02-2022,DEFECTIVE
8507382,8029996,1180.95,Processed,Wallet,11-06-2022,NOT_AS_DESCRIBED
8507383,8016383,8407.92,Pending,Wallet,21-10-2022,SIZE_ISSUE
8507384,8037951,708.23,Pending,Wallet,27-05-2024,MISSING_PARTS
8507385,8030573,5173.17,PENDING,Bank Transfer,03-02-2025,SIZE_ISSUE
8507386,8016267,1487.7,Processed,UPI,23-03-2022,DUPLICATE_ORDER
8507387,8004364,13984.07,Pending,Wallet,09-08-2024,SIZE_ISSUE
8507388,8021122,818,Processed,Wallet,19-08-2024,
8507389,8032800,375.39,Processed,Original Payment,14-12-2022,SIZE_ISSUE
8507390,8010771,35385.12,Pending,Original Payment,05-12-2022,NOT_AS_DESCRIBED
8507391,8003648,3829.03,Processed,Bank Transfer,20-01-2025,
8507392,8024763,7025.6,Processed,Original Payment,14-11-2022,QUALITY_ISSUE
8507393,8005695,6778.41,Processed,Original Payment,08-09-2023,DUPLICATE_ORDER
8507394,8022095,1792.55,Processed,Original Payment,03-07-2022,CHANGED_MIND
8507395,8001391,152.05,Processed,Original Payment,09-09-2023,SIZE_ISSUE
8507396,8035102,3955.1,Processed,UPI,29-12-2023,DUPLICATE_ORDER
8507397,8002826,281.51,Processed,Original Payment,23-01-2023,WRONG_ITEM
8507398,8034004,76303.15,Processed,Wallet,27-09-2024,DEFECTIVE
8507399,8005787,863.07,Processed,Coupon,14-06-2022,DAMAGED_PRODUCT
8507400,8003930,4518.19,Pending,Original Payment,27-06-2022,DAMAGED_PRODUCT
8507401,8039066,1591.84,Pending,Coupon,02-02-2025,MISSING_PARTS
8507402,8018870,3377.07,Processed,Wallet,09-07-2022,DAMAGED_PRODUCT
8507403,8041321,35357.37,Processed,UPI,19-05-2022,QUALITY_ISSUE
8507404,8002025,1377.5,Processed,Bank Transfer,12-02-2022,DAMAGED_PRODUCT
8507405,8016423,3530.55,Processed,Original Payment,16-12-2024,WRONG_ITEM
8507406,8028387,1185.1,Processed,Original Payment,29-10-2022,
8507407,8032919,1117.24,Pending,UPI,19-01-2023,DAMAGED_PRODUCT
8507408,8040201,26566,Rejected,UPI,13-02-2023,WRONG_ITEM
8507409,8004905,3734.88,Processed,Original Payment,14-07-2022,
8507410,8011263,595.77,Processed,Wallet,07-04-2022,SIZE_ISSUE
8507411,8009273,666.05,Processed,Original Payment,18-04-2023,CHANGED_MIND
8507412,8012752,781.11,processed,Coupon,27-08-2022,DEFECTIVE
8507413,8026633,2121.37,Processed,Original Payment,13-01-2023,WRONG_ITEM
8507414,8013842,590.96,Processed,UPI,26-01-2022,DEFECTIVE
8507415,8019398,8269,Processed,Original Payment,07-11-2022,SIZE_ISSUE
8507416,8018995,932.21,Processed,Original Payment,15-04-2024,QUALITY_ISSUE
8507417,8025721,2068.43,Pending,Original Payment,12-02-2024,MISSING_PARTS
8507418,8040198,77018.07,Processed,Original Payment,17-01-2024,NOT_AS_DESCRIBED
8507419,8038768,5070.37,Pending,Original Payment,13-01-2024,DUPLICATE_ORDER
8507420,8039500,23322.36,Processed,Wallet,12-09-2023,NOT_AS_DESCRIBED
8507421,8028867,1509.17,Processed,Original Payment,23-03-2022,DAMAGED_PRODUCT
8507422,8007053,1200.44,Pending,Wallet,22-01-2024,QUALITY_ISSUE
8507423,8020431,7187.89,Rejected,Original Payment,08-03-2024,NOT_AS_DESCRIBED
8507424,8010058,560.87,Processed,Coupon,18-07-2023,SIZE_ISSUE
8507425,8013785,4231.97,Processed,Original Payment,28-05-2026,DAMAGED_PRODUCT
8507426,8035144,1173.86,Processed,Bank Transfer,24-09-2022,NOT_AS_DESCRIBED
8507427,8032049,1170.38,Rejected,Original Payment,13-02-2024,DAMAGED_PRODUCT
8507428,8038043,498.6,Processed,Wallet,25-06-2022,MISSING_PARTS
8507429,8013389,46255.34,Processed,Coupon,19-01-2024,NOT_AS_DESCRIBED
8507430,8042820,2362.43,Processed,Coupon,15-01-2023,DAMAGED_PRODUCT
8507431,8027494,5125.08,Pending,Original Payment,04-09-2022,NOT_AS_DESCRIBED
8507432,8019178,15760.58,Processed,Coupon,29-04-2022,MISSING_PARTS
8507433,8019726,54081.8,Pending,Crypto,12-11-2024,DUPLICATE_ORDER
8507434,8035528,1552.84,Processed,Wallet,07-10-2023,QUALITY_ISSUE
8507435,8023418,2295.33,Pending,Original Payment,06-10-2023,SIZE_ISSUE
8507436,8014081,133317.76,Pending,UPI,11-01-2023,NOT_AS_DESCRIBED
8507437,8021790,5508.58,Processed,Original Payment,09-08-2024,
8507438,8028550,1520.94,PENDING,Original Payment,21-11-2022,DUPLICATE_ORDER
8507439,8023638,5606.96,Processed,Original Payment,24-04-2024,
8507440,8030946,733.45,Processed,Original Payment,12-10-2022,WRONG_ITEM
8507441,8023287,1443.7,Rejected,Original Payment,30-03-2022,QUALITY_ISSUE
8507442,8019010,15276.49,Processed,Wallet,18-09-2022,DUPLICATE_ORDER
8507443,8011044,6933.13,Processed,Original Payment,12-06-2022,SIZE_ISSUE
8507444,8042719,1057.02,Processed,Wallet,23-03-2023,DUPLICATE_ORDER
8507445,8020363,1352.21,Pending,UPI,09-02-2022,
8507446,8007922,3211.16,Processed,Wallet,14-11-2022,DAMAGED_PRODUCT
8507447,8029314,19212.02,Processed,Original Payment,08-03-2025,
8507448,8021141,517.99,Processed,Original Payment,02-03-2025,SIZE_ISSUE
8507449,8036615,670.29,Processed,Wallet,25-08-2022,MISSING_PARTS
8507450,8012748,3876.48,Processed,Wallet,29-08-2022,DAMAGED_PRODUCT
8507451,8034998,828.69,Processed,Coupon,30-12-2024,NOT_AS_DESCRIBED
8507452,8013459,71025.28,Processed,Original Payment,19-12-2023,CHANGED_MIND
8507453,8006879,494.03,Processed,Bank Transfer,15-11-2024,CHANGED_MIND
8507454,8039302,1869.75,Rejected,Coupon,08-03-2024,DEFECTIVE
8507455,8001442,685.78,Rejected,Bank Transfer,27-11-2024,SIZE_ISSUE
8507456,8042648,528.45,Processed,UPI,11-02-2024,WRONG_ITEM
8507457,8015346,1883.65,Processed,Wallet,15-10-2023,WRONG_ITEM
8507458,8034524,5066.3,Pending,UPI,09-11-2024,MISSING_PARTS
8507459,8033319,980.31,Processed,UPI,19-07-2022,MISSING_PARTS
8507460,8038522,8420.24,Processed,Bank Transfer,13-12-2023,CHANGED_MIND
8507461,149,1218.55,Processed,Original Payment,14-06-2023,MISSING_PARTS
8507462,8028008,306.33,Processed,Original Payment,28-12-2022,CHANGED_MIND
8507463,8032310,23519.76,Pending,Original Payment,22-01-2022,MISSING_PARTS
8507464,8006972,1506.42,Pending,UPI,14-09-2022,DAMAGED_PRODUCT
8507465,8039013,925.65,Processed,Original Payment,27-05-2024,
8507466,8028362,5056.52,Processed,Original Payment,19-10-2022,
8507467,8018866,3091.67,Pending,Coupon,16-02-2023,SIZE_ISSUE
8507468,8041255,2141.97,Processed,Coupon,02-04-2024,QUALITY_ISSUE
8507469,8027047,1656.1,Processed,Bank Transfer,21-07-2023,DAMAGED_PRODUCT
8507470,8015240,11983.96,Processed,Wallet,09-04-2022,MISSING_PARTS
8507471,8013467,1597.77,Processed,Original Payment,13-02-2023,NOT_AS_DESCRIBED
8507472,8004738,2020.05,PENDING,Original Payment,20-11-2024,
8507473,8020617,53939.24,Processed,Original Payment,12-07-2023,SIZE_ISSUE
8507474,8017896,980.19,Processed,Coupon,16-01-2025,CHANGED_MIND
8507475,8007969,1674.76,Pending,Coupon,12-06-2024,MISSING_PARTS
8507476,8011287,5857.77,Processed,Wallet,17-03-2022,DUPLICATE_ORDER
8507477,8014666,540.1,Processed,UPI,22-12-2024,
8507478,8015171,4304577.51,Pending,Coupon,10-06-2024,WRONG_ITEM
8507479,8026762,1878.7,PENDING,Cash,27-06-2022,
8507480,8044375,905.2,Processed,Wallet,29-09-2023,QUALITY_ISSUE
8507481,8007972,5940.18,Pending,Wallet,03-10-2022,WRONG_ITEM
8507482,8014950,3689.59,Rejected,UPI,09-03-2022,DAMAGED_PRODUCT
8507483,8019897,333.85,Processed,Original Payment,16-01-2024,DAMAGED_PRODUCT
8507484,8014448,1911.67,Pending,Original Payment,28-04-2022,WRONG_ITEM
8507485,8012242,18606.21,Processed,Original Payment,26-03-2024,QUALITY_ISSUE
8507486,8004214,7327.12,Processed,Wallet,14-07-2022,WRONG_ITEM
8507487,8042518,5420.28,PENDING,Original Payment,10-05-2024,DUPLICATE_ORDER
8507488,8003835,405.67,Processed,Coupon,12-05-2024,
8507489,8030532,1738.45,Processed,Bank Transfer,06-11-2023,NOT_AS_DESCRIBED
8507490,8039741,301.11,Processed,Coupon,22-12-2023,DEFECTIVE
8507491,8044261,6204.31,Processed,UPI,23-03-2025,QUALITY_ISSUE
8507492,8032818,3501.76,Processed,Original Payment,06-01-2024,
8507493,8039130,590.27,Rejected,Original Payment,16-08-2023,DAMAGED_PRODUCT
8507494,8014359,47728.14,Processed,Wallet,07-04-2025,DEFECTIVE
8507495,8033189,84396.31,Pending,Bank Transfer,17-02-2024,NOT_AS_DESCRIBED
8507496,8027919,1234.33,Pending,Original Payment,03-04-2024,DUPLICATE_ORDER
8507497,8032764,542.06,Processed,Wallet,04-09-2024,QUALITY_ISSUE
8507498,8011564,1041.26,Processed,UPI,24-01-2025,CHANGED_MIND
8507499,8041742,4576.37,Processed,Wallet,23-01-2025,DAMAGED_PRODUCT
8507500,8010792,3972.27,Processed,Original Payment,11-01-2024,WRONG_ITEM
8507501,8024522,1111.1,Processed,Wallet,09-03-2025,DAMAGED_PRODUCT
8507502,8015271,1461.48,Processed,Coupon,13-08-2024,DUPLICATE_ORDER
8507503,8026864,242.28,Processed,Original Payment,28-08-2022,DAMAGED_PRODUCT
8507504,8002121,1326.83,Pending,Bank Transfer,20-11-2022,DAMAGED_PRODUCT
8507505,8008206,49261.18,Processed,Coupon,18-10-2023,DAMAGED_PRODUCT
8507506,8040307,2546.53,Pending,Coupon,05-04-2025,
8507507,8038555,2157.11,Processed,Original Payment,29-11-2024,NOT_AS_DESCRIBED
8507508,8037423,871.78,Processed,Wallet,19-02-2023,MISSING_PARTS
8507509,8034394,1380.55,Processed,UPI,25-01-2025,DUPLICATE_ORDER
8507510,8022320,1466.78,Processed,Wallet,19-02-2025,NOT_AS_DESCRIBED
8507511,8031203,55491.96,Pending,Original Payment,11-01-2025,CHANGED_MIND
8507512,8019625,1923.41,Processed,Wallet,23-10-2024,CHANGED_MIND
8507513,8042445,1387.52,Processed,Coupon,25-10-2022,QUALITY_ISSUE
8507514,8019992,2082.8,Rejected,Coupon,05-12-2022,DAMAGED_PRODUCT
8507515,8014753,19118.84,Processed,Original Payment,30-08-2023,DAMAGED_PRODUCT
8507516,8019611,6209.76,Pending,Original Payment,05-05-2024,WRONG_ITEM
8507517,8043439,1394.68,Processed,Original Payment,04-11-2024,QUALITY_ISSUE
8507518,8024169,981.45,Rejected,Coupon,18-08-2024,WRONG_ITEM
8507519,8020245,425.07,Processed,Original Payment,28-01-2022,
8507520,8026777,160384.51,Processed,Original Payment,31-10-2022,DAMAGED_PRODUCT
8507521,8015478,1324.94,Processed,Original Payment,01-02-2025,DEFECTIVE
8507522,8005107,1055.52,Pending,Original Payment,19-03-2025,QUALITY_ISSUE
8507523,8023935,2760.93,processed,Original Payment,21-06-2023,NOT_AS_DESCRIBED
8507524,8015017,48850.73,Pending,Bank Transfer,31-05-2022,QUALITY_ISSUE
8507525,8029700,9391.95,Processed,Wallet,30-05-2022,QUALITY_ISSUE
8507526,8024878,743.59,Pending,Wallet,22-03-2024,DEFECTIVE
8507527,8003936,737.57,Pending,Coupon,31-08-2024,NOT_AS_DESCRIBED
8507528,8000059,9019.41,Processed,Wallet,06-12-2024,MISSING_PARTS
8507529,8005626,5904.77,Processed,UPI,13-05-2023,DUPLICATE_ORDER
8507530,8003757,2602.8,Processed,Wallet,05-03-2023,SIZE_ISSUE
8507531,8013582,10183.9,processed,Coupon,28-04-2022,CHANGED_MIND
8507532,8013714,5676.37,Rejected,Wallet,17-02-2023,MISSING_PARTS
8507533,8030487,55462.35,Pending,Wallet,14-06-2023,QUALITY_ISSUE
8507534,8038530,2643.97,Processed,Original Payment,04-07-2023,
8507535,8044154,1089.94,Processed,Original Payment,14-04-2023,MISSING_PARTS
8507536,8043430,323.78,Processed,UPI,01-11-2022,
8507537,8006111,1330.22,Rejected,Coupon,19-04-2022,QUALITY_ISSUE
8507538,8028280,2198.46,Processed,Original Payment,05-09-2023,WRONG_ITEM
