payment_id,order_id,payment_method,payment_status,payment_amount,payment_datetime,transaction_reference
3068514,9016541,UPI,Success,1224.78,01-01-2025 13:40,TXN_ARQK9HZRNP
3068515,9131890,UPI,Pending,527.82,22-03-2024 18:38,TXN_7LMCDADCSZ
3068516,9038043,EMI,Success,-1566.21,06-01-2022 08:57,TXN_HJ5CFKGN11
3068517,9014150,Wallet,Success,12586.33,07-11-2022 23:59,TXN_FYPAKT8MYO
3068518,9178773,Wallet,Failed,2242.2,31-03-2023 22:44,TXN_AYNAJ17XFN
3068519,9238652,UPI,Success,7388.84,15-03-2024 23:06,TXN_BI1EZS1WSN
3068520,9193695,Card,Success,10959.12,04-12-2023 20:57,TXN_BV3A28CCP7
3068521,9226937,UPI,Success,224.9,29-08-2022 21:17,TXN_8I58K3OADG
3068522,9174724,UPI,Success,1713.97,22-09-2023 06:26,TXN_TMRZFXAUEM
3068523,9109526,COD,Failed,8737.48,27-07-2023 22:30,TXN_2NZNU2CM0U
3068524,9222197,COD,Success,1124.95,25-07-2023 23:07,TXN_4084XBP96C
3068525,9063132,Card,Refunded,912.91,13-02-2025 09:40,TXN_MMGPDMZGKZ
3068526,9135522,Card,Success,11939.33,12-05-2024 23:51,TXN_IA3EAGD9Y7
3068527,9144949,Card,Success,7529256.33,21-10-2023 13:31,TXN_QIHUQE1DEL
3068528,9102536,UPI,Success,58829.03,19-10-2024 07:50,TXN_DZ5G7EF0LL
3068529,9005940,NetBanking,Success,11255.06,14-02-2023 11:00,TXN_L0R9P40T59
3068530,9038136,Card,Success,24784.99,27-04-2024 03:39,TXN_I7EME5P1TG
3068531,9090794,UPI,Success,33517.85,16-12-2023 20:21,TXN_GWTAH2R6KD
3068532,9221904,COD,Pending,9672.93,06-11-2022 21:46,TXN_1MQIJ25W1G
3068533,9109081,Card,Success,1935.73,29-10-2022 20:41,TXN_V3LLBRPY5A
3068534,9197519,Card,Failed,1870.5,05-01-2024 20:00,
3068535,9093826,UPI,Success,778.6,23-09-2023 03:08,TXN_EM1253GH86
3068536,9071308,UPI,Success,1605.21,04-01-2022 08:53,TXN_J593NVQHEE
3068537,9016082,Card,Failed,45456.84,22-07-2023 03:47,TXN_URCC8R177C
3068538,9151220,COD,Success,1903.23,24-10-2023 18:30,TXN_D33H9I0F2Z
3068539,9209485,Wallet,FAILED,790.31,21-03-2022 22:27,TXN_VE9WYAPW6I
3068540,9174471,Card,Success,11769.15,22-10-2024 11:19,TXN_1DV3N1ILLQ
3068541,9219805,Card,Success,2291.54,16-05-2022 21:52,TXN_5G62Y8FPVB
3068542,9023522,Wallet,Success,276.79,23-06-2022 16:50,TXN_FQ8P27GD1X
3068543,9152573,UPI,Success,2440.55,28-04-2022 19:16,TXN_1WYNS5XGBP
3068544,9056115,UPI,Success,2465.52,20-08-2024 11:15,TXN_MS09AQIEGO
3068545,9000469,Card,Success,369.63,26-08-2022 13:22,TXN_IJBA12KWTX
3068546,9201878,EMI,Pending,2625.3,26-03-2022 22:31,TXN_91ISGVPUZF
3068547,9190004,COD,Success,5872.7,13-05-2022 16:26,TXN_TC1YQXTIGI
3068548,9030900,Card,Success,1967.1,26-10-2023 15:27,TXN_3AJ95SGLJG
3068549,9090156,Card,Failed,7679.48,16-05-2024 17:27,TXN_WWSJCKR32I
3068550,9240579,Card,Refunded,-453.22,26-10-2022 20:02,TXN_Y7U2MNJQO6
3068551,9111289,Wallet,Pending,1510.64,11-04-2023 14:04,TXN_WNESPUB0YN
3068552,9041873,EMI,Success,2168.54,10-09-2024 16:42,TXN_QMPZIQJTDR
3068553,9169012,NetBanking,Failed,7828.79,25-12-2022 06:24,TXN_U3NRG07N2D
3068554,9176076,UPI,Success,35097.99,11-01-2024 16:09,TXN_QBC5ZCROCU
3068555,9034762,Card,Success,1237.68,28-12-2024 19:11,TXN_V6GY01XYTD
3068556,9038708,COD,Pending,11494.1,12-01-2024 00:00,TXN_9CHIUI7FYF
3068557,9026605,UPI,Success,942.45,11-01-2023 22:08,TXN_7GWVFULY4A
3068558,9081386,UPI,Success,48241.4,30-06-2024 14:14,TXN_IHXGBERCWK
3068559,9210455,EMI,Failed,2007.69,19-02-2025 10:58,TXN_ROA6AH0EMX
3068560,9061360,UPI,Pending,2123.65,07-01-2024 16:30,TXN_CJ36K6F2XH
3068561,9248684,UPI,Pending,4142.62,01-02-2025 20:19,TXN_AWV1R022YB
3068562,9217879,Card,Success,430.04,30-05-2023 12:21,TXN_DFTIPCLKLH
3068563,9093314,COD,Success,2376.21,18-08-2024 12:45,TXN_2I244X2FZ3
3068564,9225870,Wallet,Success,577.9,27-05-2023 13:26,TXN_Q32DFRDES6
3068565,9109109,Card,Success,16823.89,15-08-2023 19:24,TXN_DYGC5GOMZI
3068566,9137342,Wallet,Refunded,861.12,11-09-2023 14:56,TXN_MRZMJN05V8
3068567,9090221,UPI,Failed,1111.3,15-04-2023 00:05,TXN_OI1N2HGJA9
3068568,9233877,NetBanking,Success,3024.61,19-05-2023 19:09,TXN_QCYKUKZDF9
3068569,9144538,COD,Success,912.23,28-03-2025 10:27,TXN_B8K3NYD9GB
3068570,9210804,Card,Success,695.03,09-01-2025 00:19,TXN_ELZCL47XS5
3068571,9188029,UPI,Success,1220.03,19-05-2024 08:21,TXN_SMK8TA09V5
3068572,9092976,Wallet,Failed,1374.39,08-09-2023 19:17,TXN_A440P30LAD
3068573,9213182,UPI,Refunded,2016.86,10-07-2023 14:00,TXN_0AFFN4FYQF
3068574,9051929,Card,Success,1376.8,03-11-2023 13:33,TXN_IQ6JJYN3U3
3068575,9128023,Card,success,41297.22,29-10-2023 22:07,TXN_HAK5ID05S4
3068576,9095743,COD,Success,15985.82,04-06-2022 18:05,TXN_VDHPXUWQ6J
3068577,9133230,Wallet,Success,4581.04,08-01-2022 19:15,TXN_5O6U5WNBGH
3068578,9057101,Wallet,Success,1945.7,12-05-2022 06:29,TXN_5NHU3F3VZK
3068579,9020521,UPI,Success,57251.05,25-09-2024 18:10,TXN_0BI6NX553I
3068580,9006819,NetBanking,Success,264.9,22-12-2024 02:33,TXN_MUH93ZWKJS
3068581,9235224,Wallet,Success,2182.34,02-05-2023 20:30,TXN_PTGVZCKRZF
3068582,130,Card,invalid_status,4266.26,01-06-2023 10:27,TXN_694V0S6NCX
3068583,9177866,EMI,success,1189.02,11-12-2022 00:38,TXN_MRFYVY2D1D
3068584,9092503,EMI,Success,56636.17,24-12-2022 19:08,TXN_8QJ3ECW0YN
3068585,9048616,Wallet,Success,40334.45,14-01-2023 20:17,TXN_M6M535EHRB
3068586,9078232,EMI,Failed,5946.33,26-10-2024 12:15,
3068587,9058047,Card,Success,1895.26,28-07-2023 19:58,TXN_B48JN9BEP4
3068588,9099603,COD,Success,1925.71,13-05-2022 10:21,TXN_DV71SEHAXC
3068589,9139867,UPI,Refunded,681.5,02-01-2022 13:30,TXN_QX1C9X7XAW
3068590,9111131,upi,Success,672.24,13-03-2025 20:39,TXN_T4K5XNNRL9
3068591,9223017,Card,Success,10390.62,09-11-2024 17:51,TXN_TA1L80K2C7
3068592,9095972,Card,Success,325.26,10-03-2023 19:56,TXN_12RGQINQAQ
3068593,9112417,COD,Failed,177278.04,06-01-2025 23:45,TXN_AVI80XIELD
3068594,9015753,UPI,Success,2440.46,19-10-2022 18:13,TXN_WMP8YMAOIM
3068595,9187206,COD,Pending,183766.16,05-09-2022 06:09,TXN_Z6CNP9ZUC1
3068596,9003597,COD,Success,1061.41,08-06-2023 09:53,TXN_12MT7ZNY9P
3068597,9183374,EMI,Success,1885.75,27-10-2023 21:22,TXN_55IV2LWLE2
3068598,9158123,EMI,Pending,1230.66,28-09-2024 11:27,TXN_1OCVLBQZO8
3068599,9051926,UPI,Success,38048.24,09-02-2023 20:57,TXN_342YNALA19
3068600,9022113,UPI,Success,2313.33,29-12-2024 15:51,TXN_Z4KCJB9XWK
3068601,9014603,COD,Success,324.49,18-12-2022 05:38,TXN_TPWDAA0HCR
3068602,9152223,Wallet,Success,69143.34,18-10-2024 18:00,TXN_N8PA3EG3R5
3068603,9054511,UPI,Success,633.11,07-02-2022 22:22,TXN_V9LLX6FI3I
3068604,9177601,Card,Success,923.97,10-03-2024 04:00,TXN_PYHRU64V3O
3068605,9238103,Card,Success,9136.37,30-10-2024 03:14,TXN_T3Q11SGRMI
3068606,9096368,UPI,Success,915.3,23-06-2023 19:15,TXN_JW78S4MUAU
3068607,9039963,COD,Failed,11849.26,10-04-2024 06:07,TXN_PICFU1ZVOR
3068608,9233152,UPI,Success,-10909.61,21-01-2025 16:17,TXN_42LSITYDJ1
3068609,9091481,UPI,Success,1109.31,07-09-2022 08:53,TXN_TBV0VJB2GM
3068610,9158621,UPI,Failed,3527.49,27-04-2023 20:58,TXN_FKJDGFU69Y
3068611,9026693,Card,Success,2318.38,25-09-2024 17:15,TXN_YZM9W6KBK0
3016832,9092972,COD,Success,7705.05,19-01-2024 19:08,TXN_LPUK747T9F
3068613,9094322,UPI,Success,1878.22,11-01-2022 19:38,TXN_N52AIGILQ1
3068614,9044588,Card,Failed,4176.96,25-11-2023 19:38,TXN_VF035XGUC1
3068615,9124362,UPI,Success,1729.99,21-05-2024 12:28,TXN_0NGJWI4S8C
3068616,9143683,Card,Success,8991.58,20-08-2022 19:15,TXN_NGK62G30PV
3068617,9174064,EMI,Success,500.97,20-10-2024 15:57,TXN_PLES0X3FGE
3068618,9212448,Card,Success,636.03,16-02-2025 22:39,TXN_NKQGWNS1IC
3068619,9080342,UPI,Failed,1749.33,18-10-2023 20:42,TXN_HPSLU654H1
3068620,9009133,COD,Failed,217934.74,06-01-2025 19:08,TXN_HM2NSW5R6P
3068621,9233629,UPI,Failed,1943.63,19-08-2024 12:21,TXN_DYN0D6S0UQ
3068622,9028406,COD,Success,1563.17,02-01-2022 08:59,TXN_V9TIAI2ZWI
3068623,9056691,COD,Success,2379.03,04-08-2024 17:15,TXN_SRVT7H8LFA
3068624,9228255,Card,Success,1141.73,22-01-2023 14:33,TXN_LPFO1VTPL3
3068625,9044478,Card,Failed,54124.12,10-04-2024 11:13,TXN_6OR4TC361S
3068626,9193754,Wallet,Failed,2152.82,20-05-2023 08:52,TXN_XS3722P2T5
3068627,9022836,UPI,Success,1048.29,06-11-2022 09:30,TXN_24QJGYYA8T
3068628,9088431,NetBanking,Success,11401.57,19-04-2022 18:25,TXN_GGCSQCZTX3
3068629,9140041,UPI,Success,913.17,17-05-2024 22:22,TXN_S5AOLRVLIM
3068630,9140227,UPI,Success,1267.66,09-01-2022 08:12,TXN_E5GMJJCMBV
3068631,9149522,NetBanking,Success,-621.53,30-03-2022 13:21,TXN_MOEICB2HX9
3068632,9002955,Card,Success,9793.73,30-09-2024 11:41,TXN_J5C9RGZ2X8
3068633,9136525,UPI,Pending,10424.84,03-02-2025 21:24,TXN_71MM5UW9ZZ
3068634,9153367,CARD,Success,2475.38,04-05-2024 09:34,TXN_YY9PF9EIQV
3068635,9171464,EMI,Success,577.73,20-03-2022 11:51,TXN_5FUTE0YJFI
3068636,9121548,Card,Success,861.82,13-10-2024 14:58,TXN_6VQ5KMY2ZU
3045915,9240133,UPI,Success,6246.69,23-04-2022 16:27,TXN_S8GNKO7NF8
3068638,9151127,UPI,Success,5116.19,24-10-2024 23:21,TXN_T5MRLCQQAO
3068639,9147319,NetBanking,Success,1672.09,05-04-2023 22:15,TXN_PP155VS4YO
3068640,9058894,NetBanking,Success,26898.94,15-08-2022 22:45,TXN_KD235JUD55
3068641,9181443,COD,Failed,670.75,28-10-2024 14:32,TXN_05LX7XDV16
3068642,9074353,Card,Pending,1672.86,22-10-2024 23:09,
3068643,9011122,upi,Success,2005.1,25-04-2023 10:49,TXN_QXP38EIRQ8
3068644,9226191,COD,Pending,1534.24,23-01-2025 18:15,TXN_5MCCSHT94O
3068645,9214631,Wallet,Success,891.47,22-10-2024 10:15,TXN_9P2LN8NYY3
3068646,9053930,Card,Pending,10461.59,07-11-2023 21:08,TXN_HC54GJMEMU
3068647,9216197,NetBanking,Refunded,1340.16,24-10-2024 11:34,TXN_BXXQDAZ6DU
3068648,9090407,Card,Pending,10434.01,23-12-2022 22:04,TXN_YALLD96CDP
3068649,9123033,Card,Success,3893.82,19-05-2024 18:56,TXN_U1ZCZZSW5Q
3068650,9153292,Card,Success,17027.71,27-02-2024 13:39,TXN_R07O7TN1B2
3068651,9040845,COD,Success,6929.8,07-09-2023 11:20,TXN_7LUA4RZQ5D
3068652,9160222,UPI,Pending,777.21,11-12-2023 20:20,TXN_N4TNZW6JJU
3068653,9183699,NetBanking,Success,1146.91,10-01-2023 00:11,TXN_GFX4063E7E
3068654,9063314,Card,Refunded,391.69,15-06-2022 10:51,TXN_ISPXKX2VAR
3068655,9080575,Wallet,Failed,11619.11,19-02-2023 13:40,TXN_Z5OBCHZWAQ
3068656,9245035,UPI,Success,1701.63,12-07-2022 06:45,TXN_N1YLYY0Y4K
3068657,9226710,Card,Refunded,367.83,04-06-2022 21:39,TXN_ITIZJ1KY1V
3068658,9189083,CARD,Pending,43205.04,29-03-2025 18:37,TXN_2A1296UAC0
3068659,9249761,Card,Success,529.46,07-06-2022 21:37,TXN_XEV2GBJHZ3
3068660,9077179,UPI,Pending,2340.64,24-12-2023 08:49,TXN_JU4A3MFEWK
3068661,9005844,UPI,Success,57259.04,26-06-2022 13:33,TXN_6HMUU9A0NY
3068662,9034257,UPI,Success,-21124.64,19-07-2022 22:23,TXN_L2EKX1MY7V
3068663,9183701,COD,Success,1100.37,26-10-2023 17:11,TXN_F0J4WQJFQQ
3068664,9076461,Wallet,Success,2264.39,08-04-2023 22:27,TXN_LM1Z6LVMVX
3068665,9164981,UPI,Success,5649.05,26-09-2022 19:44,TXN_JU6V7ZD97M
3068666,9027633,EMI,success,22716.35,31-10-2023 19:41,TXN_2P8AXX0STX
3068667,9247966,UPI,Pending,72752.28,16-08-2024 08:45,TXN_614IXVPAS5
3068668,9103991,COD,Failed,6087.83,26-10-2023 08:28,TXN_6HQZUQ6MIK
3068669,9229369,COD,Pending,54883.29,17-04-2022 18:57,TXN_AYT3BH3Z8H
3068670,9215763,COD,Refunded,1263.81,14-09-2024 07:14,TXN_T6P2BO3L1Y
3068671,9034722,Card,Pending,2437.03,05-04-2024 19:34,TXN_743VZ8YHOA
3068672,9169226,NetBanking,Success,1107.47,22-02-2024 22:18,TXN_4N7K594PU6
3068673,9219705,UPI,Success,1886.46,16-12-2024 08:27,TXN_GKLPZCBFLP
3068674,9181958,Card,Success,2212.19,10-12-2023 13:05,TXN_RNBU2Y8JW0
3068675,9168284,UPI,Success,35870.53,23-08-2022 16:47,TXN_G9PBELF4IC
3068676,9076943,UPI,Success,2443.1,25-09-2022 11:51,TXN_T0SK8MU5LG
3068677,9209689,UPI,Success,1125.71,17-02-2022 17:36,TXN_SOZHSR4OLJ
3068678,9042112,Card,Success,1881.41,01-01-2024 22:51,TXN_6OCADLFA82
3068679,9084846,UPI,Success,6146.27,01-05-2022 05:25,TXN_0HTC93UWH7
3068680,9201648,UPI,Success,2418.92,26-12-2023 20:13,TXN_LA7BXDRLGI
3068681,9244551,Card,Failed,11579.05,23-10-2024 12:32,TXN_XTM8MMDQRM
3068682,9048057,Card,Success,10978.7,23-11-2022 19:52,TXN_U5X7H63592
3068683,9212529,card,Success,2448.33,22-10-2022 22:50,TXN_CUD80NGHDK
3068684,9221818,EMI,Success,7698.7,09-06-2024 23:25,TXN_58IXUHTUY1
3068685,9050128,Card,success,2486.41,09-03-2025 17:28,TXN_SO4LNTI23O
3068686,9133172,UPI,Success,2285.02,31-01-2022 02:44,TXN_GZG2LOX2UF
3068687,9189566,Card,success,79114.43,30-03-2024 20:25,TXN_C6FRCTECDY
3068688,9146447,Card,Success,42535.84,12-08-2023 08:19,TXN_LP3RELC35G
3068689,9134793,Card,Success,1739.9,27-03-2024 19:19,TXN_DXERKA30MH
3068690,9112015,UPI,Success,1510.99,29-11-2024 14:33,TXN_NT21P0CUEQ
3068691,9199606,UPI,Success,3091.95,19-06-2023 21:29,TXN_CMOZP6KGM0
3068692,9186107,UPI,FAILED,2333.24,26-06-2024 21:02,TXN_5E7Z8D4RL4
3068693,9066456,Wallet,Success,2098.81,22-01-2024 10:04,TXN_BT50G0WJXC
3068694,9235031,Card,Success,242313.82,25-06-2023 19:16,TXN_0TM568F0GZ
3068695,9189197,NetBanking,Refunded,32098.78,16-01-2023 14:48,TXN_MNE1PDLPU4
3068696,9005077,Card,Failed,457.69,28-09-2022 12:20,TXN_DGIIMTUSRP
3068697,9246317,COD,Success,1130.41,26-12-2022 19:19,TXN_XLK603T12Y
3068698,9068172,UPI,Failed,402.04,26-07-2024 00:00,TXN_H3A6F6YIU4
3068699,9149265,Wallet,Pending,21142.55,30-04-2024 14:49,TXN_ZGNEOATEJW
3068700,9115513,NetBanking,Refunded,1695.38,08-02-2022 14:32,TXN_0JYVGEKF7L
3068701,9218491,upi,Success,1565.86,07-06-2024 11:09,TXN_IIXI2L2A0Z
3035754,9002087,UPI,Success,28225.24,29-10-2024 23:51,TXN_Z5DPP2IPJW
3068703,9214332,Card,Success,1682.93,01-08-2024 16:32,TXN_91MH09JV66
3068704,9071916,UPI,Success,312.48,26-09-2024 08:53,TXN_6X31AB4KYY
3068705,9197109,Wallet,Success,6720.28,26-03-2023 14:41,TXN_UBH51OUROL
3068706,9176150,upi,Refunded,2137.68,20-06-2023 20:28,TXN_JKVG52DQA4
3068707,9152689,Card,Failed,2039.94,16-07-2023 08:13,TXN_X07KOF8K7J
3068708,9075645,Card,Success,252.63,30-06-2022 13:28,TXN_E1AQQQ7MA1
3068709,9120230,COD,Success,706.21,07-08-2023 18:38,TXN_JVYK9UUDER
3068710,9213656,COD,Refunded,137091.57,23-09-2023 11:34,TXN_8FNOO1JJQH
3068711,9141698,UPI,Success,8876.17,29-10-2024 13:57,TXN_SXF8OODB80
3068712,9105213,Card,Success,2133.61,24-02-2023 11:02,TXN_WLK89830OP
3068713,9106908,UPI,Success,247.81,18-08-2022 06:37,TXN_G2HQ98IGCY
3068714,9124020,UPI,Success,6296.55,11-01-2024 18:07,TXN_OG27LX21B8
3068715,9096449,UPI,Success,988.36,17-03-2022 20:06,TXN_0B34GPJIML
3068716,9167522,COD,Success,2124.77,04-02-2024 23:45,TXN_WWFZUB56GB
3068717,9249477,EMI,Refunded,4020.23,10-09-2024 20:39,TXN_EPCH6YIK9V
3068718,9175386,Wallet,Success,991.13,15-03-2023 20:19,TXN_QTZ3QBIWGQ
3068719,9042306,Card,Failed,131074.93,26-12-2023 12:07,TXN_M79U5VBN1Y
3068720,9089605,Card,Success,2695.64,26-03-2024 10:32,TXN_XDVFPZCK6A
3068721,9093563,Card,Success,49865.75,25-03-2023 16:06,TXN_XWSYQV27KM
3068722,9093564,NetBanking,Success,1474.78,28-10-2024 12:11,
3068723,9233726,UPI,Success,685.25,19-02-2025 00:43,TXN_NK8LX9WHZP
3068724,9035137,COD,Success,8489.32,09-09-2024 18:29,TXN_9TEJJBJ48G
3068725,9133435,Card,Pending,1214.39,05-07-2023 19:23,TXN_P0WV0JZD27
3068726,9144106,UPI,Success,184075.83,13-02-2023 13:16,TXN_VURDMUC9MY
3068727,9135332,Wallet,Success,1127.79,23-06-2022 08:25,TXN_R5Q3KIQ84D
3068728,9176182,COD,Success,921.83,14-10-2024 12:55,TXN_R3U5A5ET4C
3068729,9109257,UPI,Failed,14656.45,04-11-2023 13:04,TXN_0G78LMT9V5
3068730,9013430,NetBanking,Success,5867.39,03-11-2024 18:43,TXN_07NVRTO0WO
3068731,9028799,Card,Success,432.59,13-12-2023 12:53,TXN_5DQDM89M8L
3068732,9036132,NetBanking,Success,2096.4,01-04-2024 11:25,TXN_2W93U37MR7
3068733,9018720,UPI,Success,2110.58,02-03-2024 07:09,TXN_E4GB8O05FR
3068734,9115174,Card,Success,3258.71,28-10-2022 18:59,TXN_AYDCI052DH
3068735,9163224,COD,Refunded,2350.8,04-07-2024 15:51,TXN_RW4MMY5SN6
3068736,9057158,UPI,Success,56574.84,06-06-2023 22:53,TXN_BX5ZBGU32T
3068737,9070493,UPI,Success,2374.74,08-06-2022 12:12,TXN_HZQZ76GWH0
3068738,9219573,Card,Success,330.94,30-06-2023 17:44,TXN_3J9HGO936P
3068739,9043855,UPI,Failed,850.68,27-03-2024 12:02,TXN_D8X1YVNLQG
3068740,9109915,EMI,Success,18214.51,08-11-2023 19:20,TXN_28KMBKGHUT
3068741,9212577,UPI,Success,144262.61,09-10-2023 12:55,TXN_2XQ1SCLO81
3068742,9179595,Wallet,success,19198.73,13-08-2024 18:22,TXN_88HD6592CX
3068743,9224604,COD,SUCCESS,41934,18-08-2023 22:46,TXN_HZBYML1MX0
3068744,9243010,Card,Success,840.43,11-08-2024 17:03,TXN_161RLGLCP2
3068745,9213641,UPI,Pending,9782.45,10-01-2024 18:58,TXN_8KEKAY2BOB
3068746,9033160,COD,Success,5875.21,03-01-2022 18:51,TXN_JW00FKP159
3068747,9237296,Card,Failed,2177.03,06-08-2022 14:59,TXN_GPSY0LY4NE
3068748,9201966,Card,Failed,37327.32,23-06-2022 17:47,TXN_6CS6ZXIZUA
3068749,9019563,UPI,Refunded,283.01,27-08-2023 11:09,TXN_XD8PACAZWY
3068750,9088496,Card,Success,100174.98,12-01-2025 01:02,TXN_HZZ9UN8CW4
3068751,9200916,COD,Success,2044.19,04-01-2024 20:56,TXN_IGS92KW2BN
3068752,9069854,UPI,Success,57681.13,06-10-2023 20:36,TXN_WVUI2WDPI5
3068753,9006925,NetBanking,Failed,25163.94,14-04-2024 16:22,TXN_0I4Q1IO86F
3068754,9083098,UPI,Refunded,2098.18,10-08-2022 17:01,TXN_0IP3A4MHM3
3068755,9049121,COD,Success,790.74,25-12-2023 10:37,TXN_0T7XCWH3IY
3053709,9165623,Card,Refunded,58058.29,14-08-2024 00:34,TXN_U38RFWQD60
3068757,9237965,UPI,Success,2181.99,26-07-2024 17:58,TXN_RRM3WL6FUQ
3068758,9234010,UPI,Refunded,1355.47,11-03-2022 09:24,TXN_AWS2PTIA5J
3068759,9171942,UPI,Success,6979.92,04-01-2023 19:41,TXN_LLDK0WH2RN
3068760,9009618,Card,Failed,355.54,26-01-2025 21:31,TXN_M8ZJQIKF8C
3068761,9105026,COD,Success,2051.62,18-10-2024 13:48,TXN_MYG6FTW03Z
3068762,9168267,Card,Success,37253.11,20-01-2025 21:51,TXN_8L9SD9NV3D
3068763,9071544,EMI,Success,1825.07,14-02-2024 17:48,TXN_CU4R0N1OC8
3068764,9072114,UPI,Pending,851.45,25-03-2025 08:01,TXN_8NI8CFJ8MC
3068765,9086088,Card,Success,8938.79,23-12-2023 08:32,TXN_A7Y4CEX9IK
3068766,9122839,COD,Success,935.34,13-07-2024 13:19,TXN_GO0RGW1GCJ
3068767,9242298,UPI,Success,4849.14,17-07-2024 14:18,TXN_SIUL7DXA61
3068768,9032028,COD,Refunded,55823.09,18-06-2022 01:40,TXN_GJXCHDE7AB
3068769,9235509,Wallet,Success,2386.85,20-10-2024 19:09,TXN_CV1M4PY7FX
3068770,9115280,COD,Success,1320.32,15-12-2022 22:14,TXN_AZZUBD0OC1
3068771,9108689,UPI,Pending,1024.67,21-07-2023 21:45,TXN_EU0F45T6UJ
3068772,9186752,Card,Success,9746.76,28-07-2024 08:17,TXN_C2AXUTN0Y9
3068773,9128278,Card,Success,2422.51,07-11-2023 22:03,TXN_1GZ77AL31I
3068774,9018227,Wallet,Success,573.7,15-01-2022 22:50,TXN_BPVYGGUKPT
3068775,9160387,Card,Success,6256.02,17-03-2023 13:44,TXN_QOTID46GN8
3068776,9239213,UPI,Refunded,11032.35,09-03-2024 16:52,TXN_P56FT345NC
3068777,9030104,COD,Success,670.9,27-08-2022 10:37,TXN_V9S0CEH6XM
3068778,9095919,COD,Refunded,45551.86,01-09-2023 21:43,TXN_FU215GD8DB
3068779,9067367,Wallet,Pending,633.63,17-01-2022 20:19,TXN_O41LL0WMGA
3068780,9025935,Card,Success,5494.98,22-03-2025 21:11,TXN_090WRSSQI7
3068781,9191962,UPI,Success,38478.47,22-09-2022 12:40,TXN_P2KX8LEA3A
3068782,9141843,COD,Success,2043.66,01-11-2023 20:38,TXN_IVICIUCB7B
3068783,9218185,NetBanking,Refunded,26447.13,03-05-2022 10:20,TXN_RODE2HA6Q7
3068784,446,COD,Success,561.06,01-06-2023 10:12,TXN_9MY3ICZ7CZ
3068785,9193154,Card,Success,242449.07,13-08-2022 13:12,TXN_G59C8KS44Y
3068786,9210723,Card,Pending,1264.46,16-03-2022 20:34,TXN_HPNKPFK3QA
3068787,9047279,EMI,Success,47614.97,22-05-2024 01:12,TXN_115L6IKOWY
3068788,9244790,EMI,Success,8567.95,02-01-2024 19:09,TXN_SD10MXOKM3
3068789,9079437,UPI,Success,22696.02,02-07-2023 12:48,TXN_XBJTK5XHFN
3068790,9077298,Card,Success,1342.1,07-03-2024 04:16,TXN_12T0IZYXTI
3068791,9098254,Card,Success,1510.26,01-10-2023 06:28,TXN_ZA8V9HASAX
3068792,9133809,UPI,Success,3204.19,24-01-2025 11:32,TXN_BKGWUUM0EI
3068793,9160055,COD,Success,5524.1,23-01-2022 14:14,TXN_NE4FXGPVK6
3068794,9086068,COD,Pending,1858.11,22-10-2022 17:35,TXN_R0EHYU95WY
3068795,9030446,NetBanking,Success,1848.16,18-10-2022 03:24,TXN_MBPKSF7JHX
3068796,9081403,Card,Pending,1768.93,18-01-2025 20:25,TXN_3GNJVGX9HJ
3068797,9062963,COD,Success,34684.77,20-10-2022 15:20,TXN_27AUH9F65F
3068798,9018368,Card,Success,192415.04,16-03-2024 03:21,TXN_KVXVNRO6TN
3068799,9151577,NetBanking,Pending,837.04,20-10-2024 19:53,TXN_MHG4XQCDC0
3068800,9173578,Card,Success,13714.98,03-05-2022 19:40,TXN_R00B6VXCL0
3068801,9032284,COD,Pending,1037.44,11-09-2024 03:53,TXN_JJYDJTA8NK
3068802,9165142,Wallet,Success,9605.05,24-12-2024 07:26,TXN_19ITIQ0BU6
3068803,9207869,UPI,success,50667.47,07-05-2022 20:01,TXN_C52E5SI1VT
3068804,9056107,UPI,invalid_status,22691.77,03-11-2023 20:08,TXN_ZHFLDBFO9X
3068805,9228333,Wallet,FAILED,576.28,15-08-2024 19:53,TXN_6EH1VJMS9C
3068806,9112532,UPI,Success,10085.69,13-06-2023 20:38,TXN_SML6GO9DV4
3068807,9149383,Card,Success,79658.45,25-10-2022 18:59,TXN_NOLHFM3TP3
3068808,9067693,UPI,Pending,2030.51,23-03-2025 21:39,TXN_R0DZWPMBU5
3068809,9109740,card,Success,247.49,08-09-2023 22:02,TXN_A1MEML3AFQ
3068810,9127558,COD,Success,7411828.81,08-01-2022 19:36,TXN_FKQT2T8ZNE
3068811,9007805,COD,Success,53318.3,07-08-2024 18:48,TXN_CE3T1VUJ4W
3068812,9223255,UPI,Success,1555.53,07-08-2024 13:34,TXN_7XLTASJ6XP
3068813,9146246,Card,Pending,2026.01,10-07-2023 18:03,TXN_4511JTJYIJ
3068814,9063452,UPI,FAILED,2073.17,31-08-2022 00:40,TXN_PPG1W3TX2P
3068815,9226593,Card,Failed,2174.18,24-12-2024 21:08,TXN_A9QKUBFIMC
3068816,9100290,Card,Failed,1773.84,04-05-2022 15:33,TXN_EQLYJHB3L8
3068817,9125613,Wallet,success,1436.84,02-06-2024 16:21,TXN_VMOYNO2WAK
3068818,9070933,Card,Success,5748.72,04-01-2025 10:27,TXN_SEY0RQCSN2
3068819,9111616,Wallet,Failed,3485.21,19-02-2022 17:11,TXN_JUC8I1ZI6E
3068820,9159265,COD,Success,8508.34,01-06-2024 07:40,TXN_LPKWUJ6GA4
