seller_id,seller_name,seller_city,seller_rating,seller_type,onboarding_date,return_rate_percent,seller_status
7359,Apex Enterprises,Delhi,3.76,Business,13-05-2023,8.4,Invalid_Status
7360,Mega Commerce,Ahmedabad,4.31,Business,14-03-2021,12.56,Active
7361,Zen Emporium,Mumbai,4.96,Business,28-12-2024,7.31,Inactive
7362,Alpha World,Chennai,4.81,Individual,29-12-2021,6.56,Active
7363,Quick Zone,Hyderabad,3.04,Business,15-09-2022,18.34,Active
7364,Prime Plaza,Mumbai,3.94,Individual,27-04-2024,19.48,active
7365,Prime Point,Indore,2.53,Business,16-09-2021,7.71,Active
7366,Easy Mart,Jaipur,4.93,Business,03-07-2020,7.09,Active
7367,Galaxy Outlet,Mumbai,3.16,Business,30-11-2023,3.83,Active
7368,Sky Hub,Jaipur,3.11,Business,03-11-2023,2.88,Active
7369,Super Hub,Kolkata,4.42,Business,09-08-2024,10.29,Active
7370,Easy Hub,Delhi,4.63,Individual,25-06-2023,19.24,Active
7371,Prime Zone,Mumbai,4.35,Business,16-03-2024,11.14,Active
7372,Alpha Deals,Ahmedabad,3.14,Individual,27-11-2023,2.11,Active
7373,Nova World,Thiruvananthapuram,4.66,individual,22-08-2023,21.58,Suspended
7374,Mega Outlet,Chennai,3,Business,30-12-2023,6.2,Active
7375,Star Electronics,Bangalore,3.26,BRAND,18-07-2021,14.14,Inactive
7376,Alpha Shoppe,Noida,4.74,Individual,21-02-2022,15.24,Suspended
7377,Apex Point,Hyderabad,4.77,Business,27-02-2021,13.2,Active
7378,Star Zone,Thiruvananthapuram,2.84,BRAND,24-10-2020,12.86,Active
7379,Peak Enterprises,Indore,4.32,individual,27-04-2022,7.37,Inactive
7380,Quick Mart,Pune,2.57,Business,25-05-2023,5.85,Suspended
7381,Super Traders,Visakhapatnam,4.62,Business,11-01-2021,11.32,Active
7382,Beta Bazaar,Mumbai,4.88,Brand,19-02-2021,2.39,Blocked
7383,Sun Outlet,Indore,3.12,Individual,14-02-2024,16.12,active
7384,Sky Plaza,Ahmedabad,4.47,Business,20-08-2024,19.43,Active
7385,Beta Shoppe,Gurugram,2.62,Business,15-09-2021,7,Active
7386,Beta Depot,Visakhapatnam,3.63,Individual,13-05-2024,19.78,Active
7387,Mega Emporium,Visakhapatnam,4.28,Business,27-05-2021,14.62,Active
7388,Prime Traders,Visakhapatnam,2.71,Brand,13-11-2022,4.36,Active
7389,Royal Retail,Ahmedabad,2.91,Brand,15-04-2020,7.5,Active
7390,Royal Enterprises,,4.41,Business,18-10-2022,1.12,Active
7391,Sky Outlet,Visakhapatnam,4,Business,23-06-2023,18.22,Active
7392,Beta Commerce,Indore,3.95,Business,28-06-2020,9.76,Active
7393,Sun Plaza,Chennai,3.64,BUSINESS,09-07-2020,7.78,Inactive
7394,Apex Shoppe,Visakhapatnam,4.24,Business,10-12-2022,5.39,Active
7395,Flash Traders,Jaipur,4.47,Business,02-10-2024,12.03,Active
7396,Star Plaza,Chennai,3.74,individual,21-04-2021,108.48,Active
7397,Prime Hub,Hyderabad,3.33,Business,24-01-2020,15.49,Active
7398,Best Depot,,4.21,Brand,15-06-2023,18.47,Inactive
7399,Bright Outlet,Ahmedabad,2.89,individual,08-01-2025,17.46,Suspended
7400,Flash Zone,Ahmedabad,3.84,Brand,25-06-2024,17.71,Active
7401,Alpha Retail,Ahmedabad,2.91,Individual,27-08-2020,16.78,Active
7402,Beta World,Visakhapatnam,3.43,Business,11-12-2022,3.36,Suspended
7403,Galaxy Emporium,Gurugram,3.75,BUSINESS,09-02-2024,7.52,Suspended
7404,Prime Depot,Delhi,2.59,individual,16-05-2025,15.43,Active
7405,Zen Fashion,Gurugram,3.28,Business,01-01-2025,5.21,Active
7406,Zen Enterprises,Delhi,2.54,Business,27-02-2021,12.54,active
7407,Best Gallery,Pune,4.73,Individual,29-02-2020,15.19,Active
7408,Apex Deals,Kolkata,4.07,Business,29-12-2021,18.17,Active
7409,Peak Traders,Gurugram,3.92,Brand,01-12-2023,10.57,Suspended
7410,Zen Outlet,Noida,4.74,Business,10-01-2021,14.97,Inactive
7411,Zen Outlet,Visakhapatnam,3.7,Business,14-12-2021,3.68,Inactive
7412,Prime Retail,Pune,3.83,Business,25-06-2023,4.34,Active
7413,Smart Gallery,Hyderabad,3.36,Individual,03-10-2023,20.55,Active
7414,Sky Plaza,Chennai,3.61,Business,10-05-2023,18.1,Active
7415,Bright Fashion,Indore,3.95,Brand,30-03-2024,4.13,Active
7416,Sky Emporium,Ahmedabad,3.25,Brand,24-02-2025,10.13,Active
7417,Star Electronics,Hyderabad,4.63,individual,26-10-2026,18.24,Inactive
7418,Alpha Point,Kolkata,3.3,Business,21-01-2023,4.64,Active
7419,Super Bazaar,Indore,2.84,Individual,17-01-2024,14.82,Active
7420,Star Bazaar,Thiruvananthapuram,4.01,Individual,09-11-2022,18.22,Active
7421,Prime Traders,Indore,4.28,BUSINESS,26-03-2023,21.54,Suspended
7422,Prime Gallery,Jaipur,4.33,Brand,17-03-2024,10.76,Inactive
7423,Galaxy Point,Jaipur,4.17,Business,02-04-2023,2.11,Suspended
7424,Bright Emporium,Visakhapatnam,3.33,BRAND,26-08-2021,1.74,Suspended
7425,Sky World,Visakhapatnam,3.93,Business,19-02-2024,7.02,Active
7426,Quick World,Lucknow,3.14,Business,06-02-2025,4.17,Inactive
7427,Quick Point,Gurugram,2.58,BUSINESS,04-05-2023,4.24,Invalid_Status
7428,Nova Point,Jaipur,3.03,Business,08-08-2023,18.21,Active
7429,Bright Zone,Gurugram,3.08,Business,21-06-2021,19.28,Inactive
7430,Zen Deals,Chennai,2.6,Business,25-09-2024,20.28,Active
7431,Quick Enterprises,Kolkata,4.43,Brand,20-04-2023,11.92,Invalid_Status
7432,Alpha Electronics,Indore,3.53,Brand,20-12-2021,6.95,Active
7433,Galaxy Fashion,Ahmedabad,3.04,Individual,02-09-2020,13.7,Suspended
7434,Sky Store,Jaipur,3.24,Individual,17-07-2022,6.8,Inactive
7435,Mega World,Pune,2.66,BRAND,12-06-2021,6.56,Active
7436,Smart Plaza,Ahmedabad,2.86,Individual,10-08-2023,10.27,Active
7437,Galaxy Gallery,Gurugram,4.74,Business,25-03-2025,9.2,Active
7438,Star Electronics,Gurugram,3.59,Brand,27-05-2024,5.74,Suspended
7439,Bright Enterprises,Thiruvananthapuram,3.33,Individual,18-08-2023,12.23,Active
7440,Zen Zone,Delhi,4.92,Business,09-03-2022,14.24,Active
7441,Zen Hub,,4.99,Business,11-06-2024,7.46,Inactive
7442,Zen Electronics,Mumbai,4.3,Individual,01-09-2023,10.63,Inactive
7443,Star Gallery,Pune,2.85,Business,23-02-2025,6.1,Active
7444,Beta Zone,Pune,2.93,Brand,05-08-2020,13.49,Active
7445,Smart Bazaar,Indore,4.2,BRAND,25-03-2023,7.75,Active
7446,Beta Gallery,Pune,2.85,Brand,07-02-2023,6.12,Active
7447,Sun Deals,Mumbai,6.4,Brand,30-04-2023,9.74,Suspended
7448,Star Hub,Lucknow,3.53,Business,18-03-2020,16.06,Active
7449,Best Commerce,Chennai,2.79,Individual,11-01-2022,21.72,Active
7450,Smart World,Pune,4.21,Business,27-12-2020,20.38,Active
7451,Smart Bazaar,Kolkata,4.4,Brand,09-03-2025,4.32,Active
7452,Galaxy Point,Kolkata,3.55,individual,16-04-2021,7.85,Suspended
7453,Smart Deals,Pune,3.71,Individual,15-03-2025,4.74,Active
7454,Smart Commerce,Noida,2.58,Business,15-08-2020,10.63,Active
7455,Best Plaza,Gurugram,4.03,BRAND,17-10-2024,9.65,Inactive
7456,Smart Gallery,Visakhapatnam,4.33,Individual,01-11-2021,5.67,active
7457,Sky Electronics,Mumbai,3.68,Individual,23-12-2022,18,Active
7458,Bright Point,,4.33,Individual,28-08-2021,21.98,Active
7459,Royal Emporium,Jaipur,4.94,Individual,11-12-2023,17.59,Active
7460,Alpha Traders,Jaipur,2.58,Individual,08-06-2023,17.68,Active
7461,Mega Fashion,Thiruvananthapuram,4.72,Business,21-06-2023,8.7,Suspended
7462,Peak Hub,Bangalore,2.78,BUSINESS,03-04-2023,15.76,Suspended
7463,Mega Commerce,Chennai,3.19,Business,22-09-2022,18.42,Active
7464,Peak Zone,Bangalore,4.86,BUSINESS,14-05-2020,19.56,Active
7465,Royal Zone,Pune,3.19,Business,26-11-2024,20.99,Active
7466,Peak Mart,Hyderabad,4.11,Individual,20-11-2024,18.53,Active
7467,Sky Retail,Gurugram,3.98,Brand,30-06-2022,12.91,Active
7468,Quick Point,Lucknow,2.62,Business,06-12-2020,4.38,Active
7469,Royal Mart,Pune,3.29,Individual,12-01-2021,15.85,Blocked
7470,Star Commerce,Delhi,2.8,BUSINESS,22-04-2024,10.62,Active
7471,Peak Depot,Jaipur,4.74,Brand,20-03-2023,17.79,Inactive
7472,Mega Enterprises,Thiruvananthapuram,4.2,Individual,18-06-2023,10.37,Active
7473,Smart Gallery,Gurugram,3.19,Business,01-07-2022,21.11,Active
7474,Bright Retail,Chennai,4.77,Individual,14-10-2024,9.11,Active
7475,Best Emporium,Pune,4.72,Business,25-06-2022,17.92,Active
7476,Apex Mart,Kolkata,3.02,individual,17-11-2021,21.16,Active
7477,Apex World,Chennai,3.92,Individual,31-08-2024,12.63,Inactive
7478,Sky Zone,Jaipur,5.47,BUSINESS,04-09-2024,3.61,Active
7479,Royal Outlet,Ahmedabad,2.8,BRAND,16-05-2020,8.6,Active
7480,Quick Outlet,Indore,3.78,Brand,29-11-2020,4.07,Suspended
7481,Super Store,Bangalore,4.78,Business,20-12-2022,2.61,Active
7482,Prime Plaza,Chennai,3.29,Brand,09-07-2021,15.46,Active
7483,Star Electronics,Lucknow,3.71,individual,28-07-2020,11.57,Inactive
7484,Peak Plaza,Chennai,4.28,Brand,04-05-2022,2.6,Inactive
7485,Bright Commerce,Bangalore,3.6,Business,01-12-2021,7.4,Active
7486,Star Mart,Lucknow,2.83,Brand,24-05-2024,1.39,Active
7487,Smart Enterprises,Ahmedabad,2.65,Individual,15-05-2020,1.22,Active
7488,Sun Hub,Noida,3.38,Brand,22-07-2021,8.3,Active
7489,Sun Point,Pune,3.95,Individual,27-01-2021,4.61,Active
7490,Prime Hub,Indore,3.42,Business,07-08-2020,8.45,Active
7491,Easy Bazaar,Bangalore,2.78,Brand,14-12-2023,16.16,Active
7492,Nova Zone,Jaipur,4.94,Business,18-08-2021,9.99,Inactive
7493,Bright Commerce,Ahmedabad,2.76,Business,23-06-2020,9.29,Blocked
7494,Royal Traders,Noida,3.99,Individual,12-09-2024,11.48,Suspended
7495,Sky World,Gurugram,3.5,Business,08-04-2022,11.74,Active
7496,Prime World,Noida,2.84,Individual,19-05-2020,1.56,Active
7497,Mega Mart,Kolkata,2.69,Brand,11-06-2024,7.16,Active
7498,Peak Retail,Chennai,4.88,Business,16-02-2025,10.45,Active
7499,Beta Fashion,Ahmedabad,3.26,Business,02-10-2020,9.17,Active
7500,Bright Shoppe,Kolkata,3.91,Individual,23-06-2021,21.39,Active
7501,Best Retail,Kolkata,4.59,Brand,25-02-2020,14.13,Active
7502,Super Bazaar,Ahmedabad,3.09,Individual,10-11-2023,7.4,Active
7503,Mega Fashion,Indore,3.79,Individual,19-08-2022,21.7,Active
7504,Sky Enterprises,Pune,3.01,Brand,28-09-2023,13.91,Active
7505,Bright Traders,Chennai,3.16,Business,05-07-2024,16.6,Inactive
7506,Prime Gallery,Pune,3.83,Business,06-06-2020,7.34,Active
7507,Peak Retail,Hyderabad,3.79,Business,09-12-2024,15.77,Active
7508,Smart Emporium,Ahmedabad,4.04,Business,05-03-2023,2.26,Active
7509,Easy Mart,Gurugram,3.59,Brand,11-05-2020,18.77,Active
7510,Royal World,Noida,2.78,Individual,21-08-2024,11.19,Active
7511,Beta Hub,,4.47,Business,12-08-2023,21.24,Active
7512,Galaxy Retail,Indore,4.89,Brand,18-12-2024,20.81,Active
7513,Prime Gallery,Thiruvananthapuram,4.16,Brand,11-12-2022,19.58,Active
7514,Mega Retail,Jaipur,4.37,Business,22-10-2020,5.5,Active
7515,Sky Fashion,Bangalore,2.78,Business,19-05-2021,19.47,Active
7516,Super Zone,Thiruvananthapuram,4.6,BUSINESS,15-11-2023,15.1,Active
7517,Super Enterprises,Noida,3.47,Business,22-02-2025,2.9,Active
7518,Smart Store,Ahmedabad,4.53,Brand,15-07-2021,18.29,Active
7519,Apex Retail,Thiruvananthapuram,2.75,Individual,15-05-2020,13.64,Suspended
7520,Zen Electronics,Ahmedabad,4.08,Individual,31-03-2022,7.42,Active
7521,Easy Depot,Gurugram,4.41,Brand,11-06-2024,10.48,Active
7522,Royal Gallery,Gurugram,2.71,Business,11-02-2022,19.57,active
7523,Peak Plaza,Thiruvananthapuram,3.66,Brand,11-04-2020,10.01,Active
7524,Super Store,,3.81,BUSINESS,21-08-2024,3.49,Active
7525,Quick Zone,Hyderabad,4.64,BRAND,02-08-2021,4.98,Inactive
7526,Alpha Zone,Noida,4.77,Brand,27-07-2022,10.85,Blocked
7527,Nova Hub,Jaipur,3.99,Business,16-04-2020,5.93,Invalid_Status
7528,Star Electronics,Kolkata,4.94,Individual,01-01-2025,13.19,Active
7529,Mega Emporium,Bangalore,3.58,Business,18-09-2020,21.44,Active
7530,Apex Zone,Lucknow,4.4,Business,02-01-2025,16.47,active
7531,Peak Emporium,Delhi,2.96,Individual,14-08-2022,21.9,Active
7532,Super Shoppe,Visakhapatnam,4.3,Business,21-02-2021,4.79,Active
7533,Quick Gallery,Kolkata,6.17,Individual,28-02-2025,17.13,Inactive
7534,Alpha Zone,Ahmedabad,3.43,Individual,24-10-2021,2.7,Active
7535,Zen World,Mumbai,2.61,Business,07-02-2024,20.04,Active
7536,Beta Zone,Mumbai,3.87,Individual,06-06-2021,21.27,Active
7537,Smart Store,Hyderabad,4.38,Individual,02-10-2022,16.45,Inactive
7538,Sun Mart,Pune,3.78,individual,02-09-2022,13.61,Active
7539,Super Plaza,Ahmedabad,2.6,Business,04-04-2021,15.99,Active
7540,Flash Traders,Hyderabad,4.5,BRAND,02-11-2023,18.67,Active
7541,Beta Shoppe,Mumbai,3.78,Business,15-01-2024,6.32,Active
7542,Flash Electronics,Ahmedabad,4.47,Individual,02-05-2022,7.25,Active
7543,Zen Plaza,Bangalore,4.68,Individual,09-03-2024,6.45,Active
7544,Alpha Electronics,Mumbai,3.69,individual,04-03-2024,11.22,Blocked
7545,Super Deals,Pune,2.53,Individual,20-01-2021,5.39,Active
7546,Apex Shoppe,Lucknow,2.87,Individual,22-01-2025,15.75,Active
7547,Zen Gallery,Lucknow,4.58,Individual,15-07-2023,10.07,Active
7548,Sky Plaza,Lucknow,3.5,Brand,30-03-2025,18.15,Suspended
7549,Flash Electronics,Bangalore,3.17,individual,27-08-2020,20.72,Suspended
7550,Alpha Store,Noida,3.6,Business,03-11-2023,13.64,Active
7551,Star Zone,Hyderabad,4.58,Brand,18-06-2024,21.39,Active
7552,Galaxy Outlet,Noida,3.73,BUSINESS,08-10-2022,5.4,Active
7553,Quick Commerce,Delhi,4.74,Individual,31-05-2022,5.76,Active
7554,Mega Commerce,Gurugram,3.17,Brand,21-11-2022,3.19,active
7555,Zen Enterprises,Gurugram,4.46,Brand,26-03-2020,4.51,Active
7556,Super Store,Jaipur,3.76,Individual,18-08-2023,18.2,Active
7557,Apex Electronics,Gurugram,3.22,Individual,04-01-2024,8.57,Active
7558,Flash Bazaar,Delhi,3.53,Business,11-10-2024,15.33,Active
7559,Alpha Depot,Pune,3.5,Business,16-03-2022,14.86,Inactive
7560,Beta Depot,Hyderabad,4.2,Business,01-03-2024,8.23,Inactive
7561,Sun Mart,Visakhapatnam,4.72,Business,24-06-2022,19.64,Active
7562,Smart Zone,Chennai,4.31,Individual,12-01-2023,2.95,Active
7563,Royal Electronics,Gurugram,3.15,Business,15-05-2022,3.32,Active
7564,Flash Commerce,Gurugram,2.81,Brand,17-07-2022,5.96,Active
7565,Peak Plaza,Lucknow,4.46,Brand,02-01-2024,16.49,Active
7566,Smart Commerce,Delhi,4.57,Individual,24-12-2024,5.51,Active
7567,Nova Gallery,Gurugram,3.16,Business,20-06-2022,20.9,Active
7568,Royal Mart,Visakhapatnam,2.82,individual,29-08-2020,10.56,Active
7569,Peak Commerce,Pune,3.52,Business,23-03-2020,3.47,Active
7570,Best Outlet,Delhi,3.97,individual,25-12-2024,4.84,Active
7571,Peak Commerce,Mumbai,3.93,individual,19-05-2024,18.52,Active
7572,Star Depot,Gurugram,3.62,Business,26-06-2024,14.1,Inactive
7573,Mega Shoppe,Ahmedabad,4.34,individual,19-12-2023,14.23,Active
7574,Prime Shoppe,Kolkata,4.39,Business,17-03-2024,19.83,active
7575,Royal Electronics,Noida,4.26,Business,10-07-2024,7.73,Active
7576,Alpha Retail,,3.82,Individual,22-07-2020,6.99,Suspended
7577,Star Zone,Ahmedabad,4.04,Individual,29-04-2020,3.07,Inactive
7578,Quick Deals,Thiruvananthapuram,3.01,Business,06-10-2022,11.59,Active
7579,Mega Emporium,Pune,3.52,individual,05-07-2021,13.31,Suspended
7580,Star Zone,Visakhapatnam,4.09,BUSINESS,03-02-2022,4.53,active
7581,Peak Emporium,Indore,4.57,BRAND,02-01-2020,20.36,Active
7582,Nova Commerce,Noida,3.78,Brand,27-02-2023,2.88,Inactive
7583,Peak World,Noida,4.89,Brand,02-12-2021,21.57,Active
7584,Mega Retail,Kolkata,4.79,BUSINESS,31-05-2023,19.93,Active
7585,Bright Deals,Gurugram,4.13,individual,29-07-2024,15.12,Inactive
7586,Sun Commerce,Indore,5.75,BUSINESS,21-04-2025,16.93,Suspended
7587,Smart Traders,Ahmedabad,4.29,Business,13-01-2022,11.35,Active
7588,Alpha Hub,Ahmedabad,4.67,Business,04-02-2023,16.52,Active
7589,Royal Traders,Jaipur,3.15,Individual,07-12-2022,6.76,Active
7590,Peak Plaza,Chennai,2.5,Brand,24-08-2023,20.71,Invalid_Status
7591,Quick Enterprises,Visakhapatnam,3.79,Brand,06-04-2020,9.82,Active
7592,Smart Retail,Kolkata,4.98,Brand,01-06-2020,5.13,Active
7593,Prime Electronics,,4.49,Brand,21-05-2021,6.01,Active
7594,Mega Depot,Pune,4.05,Business,31-03-2023,21.47,Active
7595,Galaxy Mart,Gurugram,3.25,Individual,19-10-2023,2.1,Active
7596,Sun Bazaar,Kolkata,4.06,Business,26-05-2022,14,active
7597,Alpha Emporium,Kolkata,2.76,Individual,04-06-2024,19.99,Active
7598,Super Bazaar,Kolkata,3.11,Individual,30-09-2021,11.78,Active
7599,Sky Shoppe,Delhi,4.01,BRAND,26-11-2022,15.24,Active
7600,Peak Fashion,Noida,4.1,Individual,22-01-2021,15.59,Active
7601,Mega Gallery,Bangalore,3.55,Business,04-06-2024,11.41,Active
7602,Easy Emporium,Noida,4.42,Brand,08-02-2022,4.87,Active
7603,Galaxy Commerce,Pune,3.6,individual,07-01-2022,1.62,Active
7604,Quick Store,Chennai,2.99,Individual,26-07-2020,15.23,Inactive
7605,Prime Retail,Lucknow,3.42,Individual,15-12-2022,21.95,Inactive
7606,Galaxy Enterprises,Thiruvananthapuram,2.97,Brand,13-10-2021,21.52,Active
7607,Sun Gallery,Chennai,2.87,Business,27-07-2021,18.88,Inactive
7608,Smart Traders,Gurugram,2.66,Brand,14-08-2023,8.86,Active
7609,Super Depot,Jaipur,3.68,Business,07-06-2024,1.77,Active
7610,Easy Deals,Hyderabad,3.93,Business,01-02-2023,16.78,Active
7611,Easy Gallery,Chennai,3.57,Business,05-07-2024,6.73,Active
7612,Quick Traders,Pune,3.75,Individual,20-07-2021,3.07,Active
7613,Smart Retail,Bangalore,4.36,Brand,25-01-2021,21.96,Suspended
7614,Prime Traders,Lucknow,4.46,Business,02-04-2023,1.25,Blocked
7615,Star Deals,Jaipur,3.69,Brand,31-03-2024,18.1,Active
7616,Smart Bazaar,Jaipur,3.6,Individual,11-10-2020,3.7,Active
7617,Super Retail,Hyderabad,3.51,Business,29-10-2021,12.92,Active
7618,Mega Gallery,Kolkata,3.93,Business,11-03-2022,9.12,Active
7619,Zen Zone,Pune,2.94,Business,24-02-2020,2.46,Active
7620,Easy Zone,Pune,3.42,Business,06-02-2025,4.3,Active
7621,Bright Traders,Thiruvananthapuram,2.82,Business,24-12-2023,4.33,Active
7622,Smart Depot,Visakhapatnam,2.52,Individual,28-03-2022,6.18,Active
7623,Bright Emporium,Mumbai,3.22,Business,05-12-2023,17.64,Inactive
7624,Royal Bazaar,Thiruvananthapuram,3.58,Business,01-12-2023,9.26,Active
7625,Royal World,Chennai,4.79,Brand,20-03-2021,9.64,Active
7626,Super Traders,Chennai,3.32,Individual,02-11-2022,1.56,Active
7627,Zen Deals,Hyderabad,3.49,Individual,21-02-2025,15.08,Active
7628,Galaxy Shoppe,Jaipur,2.85,Brand,15-12-2020,13.75,Active
7629,Nova Store,,3.18,Individual,03-01-2024,15.18,Suspended
7630,Flash Enterprises,Lucknow,4,Business,17-02-2021,8.87,Active
7631,Apex Electronics,Bangalore,4.2,BUSINESS,16-07-2020,18.44,Active
7632,Apex Depot,Bangalore,4.07,BUSINESS,20-03-2022,3.54,Active
7633,Royal Electronics,,3.03,Business,24-07-2021,8.75,Active
7634,Best Plaza,Pune,4.48,Business,30-05-2021,13.6,Suspended
7635,Star Retail,Gurugram,3.29,Business,17-11-2021,20.15,Active
7636,Easy Depot,Mumbai,4.04,Business,20-02-2024,6.11,Active
7637,Bright Zone,Hyderabad,2.59,Business,27-06-2022,7.9,Active
7638,Beta Depot,Hyderabad,3.22,Brand,09-11-2021,5.32,Inactive
7639,Easy Point,Hyderabad,2.96,Individual,03-10-2022,5.04,Active
7640,Smart Mart,Kolkata,4.49,Business,22-05-2022,7.54,Active
7641,Royal Plaza,Lucknow,4.92,individual,12-09-2022,21.42,Active
7642,Zen Bazaar,Jaipur,2.89,Business,09-04-2024,18.93,Inactive
7643,Sun Shoppe,Jaipur,3.45,Business,25-02-2023,2.51,Active
7644,Star Electronics,Jaipur,3.73,BUSINESS,29-02-2024,11.28,Active
7645,Apex Fashion,Pune,3.91,Business,06-06-2021,16.78,Suspended
7646,Super Fashion,Thiruvananthapuram,3.12,BUSINESS,10-01-2022,15.2,Active
7647,Quick Plaza,Ahmedabad,3.12,Brand,26-11-2020,17.19,Inactive
7648,Nova Gallery,Pune,2.97,Brand,01-06-2021,11.51,Inactive
7649,Sky Zone,Gurugram,4.32,Business,09-05-2024,18.1,Active
7650,Alpha Electronics,Indore,2.74,Business,03-05-2022,16.39,Active
7651,Star Hub,Chennai,3.63,Individual,30-04-2020,17.99,Blocked
7652,Apex Emporium,Kolkata,4.09,Individual,12-09-2020,8.19,Active
7653,Prime Electronics,Gurugram,4.16,Individual,08-03-2021,1.15,Blocked
7654,Quick Outlet,Bangalore,3.34,Business,07-10-2021,20.76,Active
7655,Beta Commerce,Gurugram,3.64,Brand,23-12-2024,1.54,Active
7656,Easy Commerce,Ahmedabad,3.69,Individual,30-07-2023,18.07,Active
7657,Beta Retail,Noida,3.5,Individual,26-05-2022,20.77,Active
7658,Prime Deals,Noida,4.67,Brand,07-01-2024,3.69,Active
7659,Peak Emporium,Visakhapatnam,3.71,Individual,15-12-2020,14.85,Active
7660,Alpha Store,Bangalore,4.42,Individual,02-09-2022,15.08,Inactive
7661,Bright Traders,Bangalore,4.83,Business,11-08-2023,20.11,Suspended
7662,Peak Bazaar,Noida,3.23,Business,27-04-2023,16.64,Active
7663,Mega Deals,Mumbai,3.98,Business,17-05-2022,8.67,Inactive
7664,Flash Plaza,Pune,3.85,Individual,30-08-2021,11.5,Active
7665,Star Fashion,Lucknow,4.22,Brand,21-03-2023,18.4,Suspended
7666,Nova Fashion,Bangalore,4.29,BUSINESS,05-04-2021,2.1,Active
7667,Bright Deals,Indore,4.62,Business,22-11-2021,10.94,Active
7668,Galaxy Depot,Lucknow,2.99,Business,25-09-2020,17.62,Active
7669,Best Emporium,Kolkata,4.24,Individual,22-03-2021,5.11,Active
7670,Sky Enterprises,Indore,4.88,Brand,11-03-2025,8.47,active
7671,Prime Depot,Kolkata,2.87,Individual,31-08-2020,11.26,active
7672,Nova Traders,Indore,3.46,Business,24-01-2020,2.74,Active
7673,Flash Point,Kolkata,3.7,Individual,29-04-2023,11.17,Active
7674,Sky Mart,Pune,4.66,Business,06-12-2023,12.68,Inactive
7675,Bright Traders,Kolkata,4.55,Brand,28-02-2021,19.85,Active
7676,Royal Electronics,Gurugram,2.6,Business,28-06-2020,18.88,Blocked
7677,Flash Zone,Chennai,4.94,Individual,04-04-2020,11.91,Active
7678,Zen Mart,Jaipur,4.78,Business,11-11-2022,3.08,Active
7679,Smart Mart,Indore,2.84,Business,22-07-2021,14.07,Active
7680,Nova Store,Pune,4.19,Individual,21-02-2021,16.39,Suspended
7681,Smart Commerce,Ahmedabad,4.01,Individual,01-06-2024,1.54,Active
7682,Prime Shoppe,Chennai,3.32,individual,12-05-2024,19.25,Active
7683,Nova Point,Pune,2.81,individual,20-04-2023,11.28,Suspended
7684,Best Shoppe,Pune,2.93,Business,07-12-2021,15.23,Active
7685,Nova Outlet,,3.78,Individual,14-02-2022,6.61,Active
7686,Super Point,Hyderabad,2.96,Brand,25-10-2022,21,Suspended
7687,Easy Zone,Pune,3.52,Individual,11-06-2020,6.04,Active
7688,Galaxy Zone,Visakhapatnam,2.53,Brand,24-03-2025,11.07,Invalid_Status
7689,Peak Enterprises,Kolkata,5.69,Business,07-12-2021,16.52,Inactive
7690,Flash Plaza,Visakhapatnam,4.19,Business,05-04-2021,8.71,Active
7691,Beta Bazaar,Delhi,2.78,Individual,09-01-2023,19.01,Active
7692,Star Electronics,Kolkata,4.81,BUSINESS,21-11-2022,1.74,Active
7693,Bright Fashion,Kolkata,3.25,Business,19-01-2024,8.45,Active
7694,Galaxy Depot,Delhi,6.18,Individual,21-08-2022,7.28,Active
7695,Quick Enterprises,Ahmedabad,2.9,Business,05-01-2022,15.89,Active
7696,Star Deals,Bangalore,2.9,Business,24-09-2023,3.49,Active
7697,Star Retail,Gurugram,3.75,Brand,07-03-2022,21.11,Active
7698,Star Electronics,Noida,4.57,Business,17-01-2020,7.08,Suspended
7699,Easy Plaza,Chennai,3.2,Individual,06-12-2023,18.23,Suspended
7700,Prime Depot,Noida,3.98,Individual,27-09-2020,6.75,Active
7701,Alpha Plaza,Indore,3.52,Business,18-04-2021,9.95,Active
7702,Beta Zone,Bangalore,3.38,Business,07-04-2020,1.01,Active
7703,Best Outlet,Kolkata,2.96,Business,15-09-2021,15.05,Suspended
7704,Star Retail,Gurugram,4.45,Business,24-08-2023,13.27,Active
7705,Sun Enterprises,Thiruvananthapuram,4.54,Business,21-07-2020,12.48,Suspended
7706,Smart Shoppe,Mumbai,3.55,individual,04-04-2024,20.04,Inactive
7707,Zen Enterprises,Pune,3.81,Brand,07-12-2020,15.63,Active
7708,Sky Fashion,Jaipur,4.54,Business,17-11-2022,4.48,Active
7709,Nova Deals,Noida,2.9,Brand,05-12-2024,11.77,Suspended
7710,Quick Zone,Lucknow,3.88,Individual,02-05-2021,14.43,Active
7711,Star World,Mumbai,3.12,Business,03-01-2020,14.29,Active
7712,Peak World,Hyderabad,3.24,Business,22-01-2020,5.6,Active
7713,Alpha Shoppe,Indore,4.45,Brand,21-02-2022,6.4,Active
7714,Smart Emporium,Lucknow,4.07,Business,02-07-2022,16.25,Inactive
7715,Galaxy Outlet,Delhi,2.94,BUSINESS,04-01-2021,1.44,Active
7716,Nova Plaza,Delhi,3.11,BRAND,24-07-2020,3.88,Active
7717,Prime Deals,Pune,4.41,Individual,23-05-2021,6.62,Active
7718,Alpha Enterprises,Indore,4.27,Business,26-02-2023,18.12,Active
7719,Easy Fashion,Lucknow,2.81,Individual,30-08-2021,19.62,Active
