return_id,order_id,customer_id,return_reason,return_request_date,return_status,return_pickup_status,is_suspicious_return
8009877,9219613,120983.0,color mismatch,2025-02-01 04:37:00,Approved,Picked,1
8009878,9083070,106230.0,changed mind,2022-08-01 08:00:00,Rejected,Picked,0
8009879,9078297,113892.0,size issue,2024-04-05 02:43:00,Approved,Picked,0
8009880,9234199,139021.0,changed mind,2024-07-18 14:44:00,Pending,Picked,0
8009881,9192344,133330.0,missing parts,2022-08-09 11:26:00,Approved,Picked,0
8009882,9013058,112229.0,changed mind,2024-11-06 01:28:00,Approved,Picked,0
8009883,9103229,121866.0,missing parts,2022-06-17 00:18:00,Rejected,Picked,0
8009884,9031649,127288.0,better price elsewhere,2022-11-02 07:10:00,Pending,Not Picked,1
8009885,9232415,136459.0,color mismatch,2024-10-05 03:25:00,Approved,Picked,0
8009886,9107903,123016.0,color mismatch,2024-01-21 09:26:00,Pending,Picked,0
8009887,9235944,129043.0,packaging damaged,2024-12-04 04:56:00,Approved,Picked,0
8009888,9037450,119235.0,size issue,2022-03-17 00:00:00,Approved,Picked,0
8009889,9227228,143885.0,better price elsewhere,2023-11-12 21:32:00,Approved,Picked,0
8009890,9089372,130841.0,wrong item delivered,2022-03-05 18:28:00,Approved,Picked,0
8009891,9109869,108786.0,wrong item delivered,2023-05-18 16:11:00,Approved,Picked,0
8009892,9238149,141402.0,packaging damaged,2024-08-16 22:41:00,Pending,Not Picked,0
8009893,9201293,102158.0,size issue,2022-11-08 05:17:00,Approved,Picked,0
8009894,9193777,114917.0,changed mind,2022-12-11 04:50:00,Pending,Picked,0
8009895,9167418,136281.0,product not working,2023-11-21 08:03:00,Approved,Failed,0
8009897,9129656,125208.0,packaging damaged,2024-04-14 21:23:00,Rejected,Picked,0
8009898,9163653,114771.0,quality issue,2026-06-28 03:28:00,Approved,Picked,0
8009899,9107219,129102.0,product not working,2024-08-11 10:27:00,Approved,Picked,0
8009900,9094086,134761.0,missing parts,2023-12-25 03:10:00,Pending,Picked,0
8009901,9071603,140181.0,quality issue,2025-04-09 19:17:00,Approved,Picked,0
8009902,9173544,126784.0,packaging damaged,2024-04-28 20:00:00,Approved,Not Picked,0
8009903,9148123,119206.0,defective product,2023-10-15 14:26:00,Pending,Failed,0
8009904,9180768,110280.0,changed mind,2023-10-30 17:42:00,Rejected,Picked,0
8009905,9097848,142758.0,damaged product,2024-06-30 16:08:00,Approved,Picked,0
8009906,9099817,133395.0,color mismatch,2022-04-10 10:23:00,Pending,Not Picked,0
8009908,9243455,144251.0,packaging damaged,2022-11-22 01:37:00,Approved,Picked,0
8009909,9102841,142645.0,size issue,2026-04-27 17:50:00,Approved,Picked,0
8009910,9043114,109909.0,duplicate order,2023-03-27 05:10:00,Pending,Picked,0
8009912,9219066,112870.0,damaged product,2022-03-29 00:24:00,Rejected,Picked,0
8009913,9002147,117747.0,wrong item delivered,2024-04-02 13:23:00,Approved,Picked,0
8009914,9116456,104396.0,quality issue,2024-05-17 08:22:00,Approved,Picked,0
8009915,9015184,123989.0,missing parts,2024-09-21 10:04:00,Approved,Picked,1
8009916,9025203,111271.0,better price elsewhere,2024-10-19 02:07:00,Approved,Picked,0
8009918,9048260,101020.0,product not working,2022-11-20 05:12:00,Approved,Picked,0
8009919,9136815,141871.0,product not working,2024-08-13 09:50:00,Approved,Picked,0
8009921,9239477,139098.0,wrong item delivered,2023-11-18 22:37:00,Approved,Picked,0
8009922,9076475,134698.0,damaged product,2023-08-09 19:31:00,Rejected,Not Picked,0
8009923,9138231,102033.0,changed mind,2023-05-04 21:44:00,Pending,Failed,0
8009924,9210598,108083.0,not as described,2024-09-03 01:10:00,Approved,Not Picked,0
8009925,9240623,136581.0,defective product,2023-10-03 23:34:00,Approved,Picked,0
8009926,9237185,141791.0,better price elsewhere,2024-08-20 09:42:00,Approved,Picked,0
8009927,9111489,114997.0,defective product,2023-08-30 14:01:00,Rejected,Picked,0
8009929,9201437,106802.0,duplicate order,2023-09-03 08:03:00,Approved,Not Picked,0
8009930,9114429,130973.0,quality issue,2022-02-03 01:32:00,Pending,Picked,0
8009931,9167830,129775.0,size issue,2022-09-07 16:50:00,Approved,Picked,0
8009932,9195938,125682.0,color mismatch,2024-10-08 07:55:00,Approved,Picked,0
8009933,9124202,132554.0,product not working,2023-03-22 01:43:00,Approved,Picked,0
8009934,9026444,133259.0,defective product,2023-09-28 04:07:00,Pending,Picked,0
8009935,9227623,113044.0,packaging damaged,2022-10-10 16:20:00,Approved,Picked,0
8009936,9045393,133894.0,better price elsewhere,2025-01-23 04:35:00,Pending,Not Picked,0
8009937,9227141,134297.0,wrong item delivered,2022-04-13 04:00:00,Approved,Not Picked,0
8009938,9120286,111951.0,duplicate order,2025-04-05 11:44:00,Rejected,Picked,0
8009939,9072141,135489.0,packaging damaged,2022-09-12 04:34:00,Approved,Picked,0
8009940,9056486,109238.0,size issue,2023-08-19 00:39:00,Rejected,Picked,0
8009941,9040166,137951.0,better price elsewhere,2024-02-06 20:03:00,Approved,Picked,0
8009942,9221284,138949.0,product not working,2022-05-22 17:04:00,Approved,Picked,0
8009943,9045228,133977.0,wrong item delivered,2023-06-23 10:47:00,Pending,Picked,0
8009944,9096237,145004.0,wrong item delivered,2023-04-07 10:15:00,Pending,Picked,0
8009945,9105713,102354.0,better price elsewhere,2024-05-07 12:48:00,Approved,Picked,0
8009946,9135843,124147.0,defective product,2022-11-23 01:29:00,Approved,Picked,0
8009947,9231137,110735.0,size issue,2024-07-12 19:16:00,Approved,Picked,0
8009948,9058985,116708.0,duplicate order,2022-01-29 10:42:00,Approved,Picked,0
8009949,9180528,118322.0,better price elsewhere,2023-11-20 00:34:00,Approved,Picked,0
8009951,9004952,105627.0,changed mind,2023-12-08 20:33:00,Rejected,Picked,0
8009952,9103831,133084.0,duplicate order,2023-11-27 20:16:00,Pending,Not Picked,0
8009953,9160684,127233.0,missing parts,2023-01-16 21:42:00,Pending,Not Picked,0
8009954,9042310,118696.0,missing parts,2025-01-17 12:50:00,Approved,Picked,0
8009955,9247426,119819.0,damaged product,2023-04-18 15:57:00,Approved,Picked,0
8009956,9179814,108472.0,wrong item delivered,2023-06-24 14:57:00,Rejected,Picked,0
8009957,9102618,137109.0,wrong item delivered,2023-07-05 18:05:00,Rejected,Not Picked,0
8009958,9130091,132984.0,missing parts,2022-03-31 00:35:00,Approved,Picked,0
8009959,9000836,122139.0,color mismatch,2022-03-31 09:07:00,Rejected,Failed,1
8009961,9198818,111928.0,color mismatch,2023-09-21 13:56:00,Pending,Picked,0
8009962,9115400,117318.0,quality issue,2022-03-02 19:34:00,Rejected,Not Picked,1
8009963,9123970,129630.0,missing parts,2023-05-06 14:42:00,Rejected,Picked,0
8009964,9241249,146201.0,damaged product,2022-06-27 18:34:00,Approved,Picked,0
8009965,9029892,107268.0,size issue,2022-01-31 01:21:00,Approved,Not Picked,0
8009966,9127121,141235.0,better price elsewhere,2024-02-02 23:39:00,Rejected,Picked,0
8009967,9188907,144405.0,damaged product,2022-07-02 20:59:00,Rejected,Picked,0
8009968,9170384,119414.0,not as described,2023-08-23 21:34:00,Rejected,Picked,0
8009969,9190957,114489.0,defective product,2022-09-23 17:01:00,Pending,Picked,0
8009970,9116068,105670.0,damaged product,2024-01-21 04:39:00,Approved,Picked,0
8009971,9062439,120483.0,better price elsewhere,2024-10-12 07:11:00,Approved,Picked,0
8009972,9039823,130829.0,not as described,2023-04-22 11:03:00,Rejected,Picked,0
8009974,9232626,136951.0,quality issue,2024-03-07 02:39:00,Rejected,Not Picked,0
8009975,9096822,133071.0,size issue,2022-10-30 04:32:00,Rejected,Picked,0
8009976,9190872,111173.0,not as described,2022-11-10 07:58:00,Rejected,Not Picked,0
8009977,9190236,106115.0,color mismatch,2024-11-10 02:17:00,Approved,Picked,0
8009978,9061811,137256.0,wrong item delivered,2024-08-02 05:27:00,Rejected,Picked,0
8009979,9007883,115697.0,wrong item delivered,2022-02-27 01:17:00,Rejected,Picked,0
8009980,9071190,104423.0,duplicate order,2023-09-17 23:19:00,Approved,Picked,0
8009981,9221338,141123.0,damaged product,2022-01-27 08:03:00,Approved,Picked,0
8009982,9064284,117952.0,better price elsewhere,2023-11-20 08:07:00,Pending,Picked,0
8009983,9204082,111749.0,not as described,2025-04-05 20:11:00,Rejected,Picked,0
8009984,9214025,118005.0,missing parts,2024-10-17 00:00:00,Approved,Picked,0
8009985,9054312,102004.0,better price elsewhere,2022-05-23 15:18:00,Approved,Not Picked,0
8009986,9239577,146104.0,changed mind,2024-04-26 14:51:00,Approved,Not Picked,0
8009987,9171713,148274.0,wrong item delivered,2024-07-11 11:41:00,Approved,Not Picked,0
8009988,9093665,124119.0,damaged product,2026-04-12 00:13:00,Pending,Picked,0
8009989,9020291,138982.0,quality issue,2022-05-26 09:18:00,Rejected,Picked,0
8009990,9173783,132826.0,better price elsewhere,2024-12-03 05:46:00,Approved,Picked,0
8009991,9052056,138132.0,packaging damaged,2023-12-12 10:56:00,Approved,Picked,0
8009992,9040702,119306.0,better price elsewhere,2022-11-11 11:49:00,Approved,Picked,0
8009993,9218626,126035.0,damaged product,2024-10-07 01:18:00,Approved,Picked,0
8009994,9213209,108600.0,duplicate order,2025-03-21 16:02:00,Approved,Picked,0
8009995,9103269,101267.0,packaging damaged,2024-08-26 13:45:00,Approved,Failed,0
8009996,9203319,149763.0,better price elsewhere,2024-01-11 01:47:00,Rejected,Failed,0
8009997,9163066,137352.0,product not working,2022-11-06 21:54:00,Approved,Failed,0
8009998,9014585,125559.0,product not working,2023-10-07 20:30:00,Approved,Picked,1
8009999,9224693,141870.0,wrong item delivered,2024-09-02 20:13:00,Pending,Picked,0
8010000,9085444,140161.0,duplicate order,2023-02-20 08:18:00,Rejected,Failed,0
8010001,9076870,104912.0,defective product,2023-05-12 12:15:00,Approved,Picked,0
8010002,9073174,107065.0,changed mind,2022-10-14 09:09:00,Approved,Not Picked,0
8010003,9173141,126860.0,missing parts,2025-02-04 04:39:00,Pending,Picked,0
8010004,9141685,122974.0,missing parts,2022-02-09 21:23:00,Rejected,Picked,0
8010005,9193072,104928.0,better price elsewhere,2022-10-15 10:17:00,Rejected,Picked,0
8010006,9023202,124873.0,wrong item delivered,2025-03-03 03:12:00,Rejected,Not Picked,0
8010007,9224444,102967.0,quality issue,2022-05-23 18:55:00,Approved,Picked,1
8010008,9209446,147152.0,packaging damaged,2023-02-13 15:32:00,Approved,Not Picked,0
8010009,9109128,146919.0,product not working,2024-01-15 13:14:00,Rejected,Failed,0
8010010,9016018,122121.0,wrong item delivered,2024-01-04 11:06:00,Approved,Picked,0
8010011,9176851,122862.0,color mismatch,2024-12-30 00:21:00,Approved,Picked,0
8010012,9117645,140519.0,quality issue,2025-04-17 04:28:00,Pending,Picked,0
8010013,9113613,135570.0,wrong item delivered,2022-02-05 15:34:00,Pending,Picked,0
8010014,9098137,117549.0,better price elsewhere,2022-02-26 17:58:00,Pending,Picked,0
8010015,9134900,145339.0,duplicate order,2022-11-29 01:06:00,Approved,Picked,0
8010016,9097842,134957.0,changed mind,2022-04-23 23:21:00,Approved,Failed,0
8010017,9156328,130985.0,size issue,2022-11-20 04:11:00,Rejected,Not Picked,0
8010018,9245243,118750.0,product not working,2023-11-19 18:06:00,Rejected,Picked,0
8010019,9224355,138383.0,not as described,2023-12-30 17:10:00,Approved,Picked,0
8010020,9230430,109690.0,damaged product,2023-02-08 18:30:00,Rejected,Picked,0
8010021,9154899,124570.0,changed mind,2024-11-28 03:00:00,Rejected,Picked,0
8010022,9101319,125752.0,defective product,2022-10-12 06:30:00,Rejected,Picked,0
8010024,9114390,145677.0,product not working,2023-04-01 21:35:00,Approved,Picked,1
8010025,9147678,114778.0,better price elsewhere,2024-08-22 17:29:00,Approved,Picked,0
8010026,9066564,145932.0,changed mind,2024-10-04 12:03:00,Approved,Failed,0
8010027,9100209,120883.0,missing parts,2024-07-08 21:02:00,Pending,Picked,1
8010028,9087140,113277.0,quality issue,2024-09-28 22:22:00,Approved,Picked,0
8010029,9071149,105396.0,duplicate order,2023-01-26 16:04:00,Pending,Picked,0
8010030,9149867,147481.0,duplicate order,2023-07-25 21:07:00,Pending,Not Picked,0
8010031,9183052,112562.0,quality issue,2024-04-12 02:14:00,Approved,Failed,0
8010032,9019523,113841.0,missing parts,2023-03-14 11:24:00,Rejected,Picked,0
8010033,9141973,143101.0,wrong item delivered,2022-12-19 19:16:00,Approved,Picked,0
8010034,9093351,131777.0,changed mind,2023-09-09 09:25:00,Rejected,Failed,0
8010035,9046774,130208.0,size issue,2025-04-07 12:52:00,Approved,Picked,0
8010036,9230366,109706.0,better price elsewhere,2022-04-15 23:58:00,Rejected,Picked,0
8010037,9201283,128827.0,changed mind,2024-03-19 03:56:00,Rejected,Picked,0
8010038,9242470,117607.0,wrong item delivered,2023-11-11 19:51:00,Approved,Picked,0
8010039,9025594,127964.0,size issue,2023-04-02 12:50:00,Approved,Picked,0
8010040,9097146,122694.0,quality issue,2023-09-22 22:08:00,Approved,Not Picked,0
8010041,9008360,104017.0,better price elsewhere,2023-08-17 06:51:00,Approved,Picked,0
8010042,9086670,113473.0,packaging damaged,2024-12-09 19:07:00,Approved,Picked,0
8010043,9164985,105726.0,product not working,2024-02-17 12:45:00,Approved,Picked,0
8010044,9248408,127052.0,packaging damaged,2023-01-01 12:07:00,Approved,Picked,0
8010045,9051927,125305.0,size issue,2022-07-01 13:35:00,Approved,Not Picked,0
8010046,9059907,115668.0,packaging damaged,2024-10-04 04:47:00,Approved,Failed,0
8010047,9189561,111064.0,changed mind,2022-12-06 14:34:00,Approved,Picked,0
8010048,9137369,102569.0,quality issue,2023-08-01 07:49:00,Rejected,Picked,0
8010049,9184982,121216.0,defective product,2022-02-03 09:33:00,Approved,Failed,0
8010050,9115839,136320.0,better price elsewhere,2024-02-02 00:00:00,Pending,Picked,0
8010051,9075866,137645.0,packaging damaged,2023-11-30 18:38:00,Pending,Picked,0
8010052,9179633,125671.0,not as described,2022-11-23 09:25:00,Rejected,Picked,0
8010053,9113721,144772.0,size issue,2024-07-24 15:54:00,Approved,Picked,0
8010054,9179203,114173.0,wrong item delivered,2022-04-13 21:41:00,Approved,Picked,0
8010055,9215093,104625.0,duplicate order,2022-10-05 13:01:00,Rejected,Picked,0
8010056,9108729,144981.0,size issue,2024-11-09 13:34:00,Rejected,Picked,0
8010057,9005064,111923.0,missing parts,2024-11-21 16:10:00,Approved,Picked,0
8010058,9041222,107040.0,defective product,2023-07-11 05:27:00,Approved,Picked,0
8010059,9056702,137330.0,changed mind,2023-06-02 10:05:00,Approved,Picked,0
8010060,9226373,111242.0,color mismatch,2022-11-15 20:56:00,Rejected,Picked,0
8010061,9120802,132960.0,packaging damaged,2024-02-14 13:34:00,Approved,Picked,0
8010062,9242793,145593.0,quality issue,2023-05-27 10:05:00,Approved,Picked,0
8010063,9223325,104290.0,quality issue,2024-12-08 00:15:00,Approved,Not Picked,0
8010064,9213652,140207.0,changed mind,2023-12-10 15:22:00,Pending,Picked,0
8010065,9241128,149347.0,better price elsewhere,2023-01-04 17:49:00,Approved,Picked,1
8010066,9061664,126101.0,packaging damaged,2022-12-22 12:01:00,Approved,Picked,0
8010067,9167314,132563.0,defective product,2024-05-25 12:51:00,Approved,Picked,0
8010068,9222644,122821.0,not as described,2022-02-25 11:47:00,Approved,Failed,0
8010070,9176524,122453.0,missing parts,2024-06-28 02:18:00,Approved,Picked,0
8010071,9128858,110904.0,wrong item delivered,2025-01-23 14:03:00,Pending,Not Picked,0
8010072,9093295,102888.0,color mismatch,2023-12-08 12:30:00,Pending,Not Picked,0
8010073,9239765,126952.0,product not working,2022-06-30 03:30:00,Pending,Failed,0
8010074,9012066,109508.0,packaging damaged,2023-08-01 17:29:00,Pending,Not Picked,0
8010075,9120641,121168.0,packaging damaged,2023-07-16 18:29:00,Pending,Picked,0
8010076,9080477,112719.0,product not working,2023-11-03 13:54:00,Pending,Failed,0
8010077,9160924,107484.0,packaging damaged,2024-10-10 14:00:00,Approved,Not Picked,0
8010078,9004896,123496.0,packaging damaged,2024-06-25 08:35:00,Approved,Not Picked,0
8010079,9121521,133341.0,size issue,2022-12-24 22:45:00,Pending,Not Picked,0
8010080,9182391,130498.0,packaging damaged,2025-01-27 04:46:00,Pending,Picked,0
8010081,9007014,121143.0,product not working,2022-10-08 23:13:00,Approved,Failed,0
8010082,9245970,128484.0,wrong item delivered,2024-05-17 13:48:00,Pending,Picked,0
8010083,9042826,136315.0,duplicate order,2024-02-12 06:20:00,Rejected,Not Picked,0
8010085,9046779,108696.0,damaged product,2022-06-23 15:56:00,Pending,Picked,0
8010086,9067132,112790.0,packaging damaged,2024-10-12 12:00:00,Approved,Picked,0
8010087,9149409,121170.0,quality issue,2024-12-21 05:03:00,Approved,Picked,0
8010088,9107107,115050.0,not as described,2024-05-24 14:28:00,Approved,Not Picked,0
8010089,9161545,125775.0,wrong item delivered,2024-01-18 00:12:00,Rejected,Not Picked,0
8010090,9110296,133049.0,duplicate order,2024-03-16 03:25:00,Pending,Picked,0
8010091,9008048,101579.0,color mismatch,2025-04-11 08:47:00,Approved,Failed,0
8010092,9207708,124293.0,product not working,2024-10-15 07:47:00,Approved,Failed,0
8010093,9060731,149184.0,missing parts,2023-05-06 13:42:00,Approved,Not Picked,0
8010094,9190323,124469.0,duplicate order,2024-07-26 02:16:00,Approved,Not Picked,0
8010095,9031101,117563.0,quality issue,2025-04-08 06:36:00,Rejected,Not Picked,0
8010096,9229968,104610.0,quality issue,2023-04-07 17:05:00,Approved,Picked,0
8010097,9143593,137810.0,changed mind,2023-01-13 00:49:00,Approved,Failed,0
8010098,9230158,132948.0,size issue,2022-10-27 16:37:00,Approved,Picked,0
8010099,9027151,119816.0,packaging damaged,2022-02-17 10:27:00,Approved,Picked,0
8010100,9230506,133449.0,wrong item delivered,2022-10-19 08:18:00,Rejected,Picked,0
8010101,9085281,127445.0,packaging damaged,2023-02-24 02:19:00,Approved,Picked,0
8010102,9110518,116835.0,wrong item delivered,2023-08-03 16:31:00,Approved,Failed,0
8010104,9033662,132456.0,product not working,2023-09-21 19:07:00,Rejected,Failed,0
8010105,9240319,101501.0,color mismatch,2023-10-24 19:23:00,Approved,Picked,0
8010107,9066053,144378.0,duplicate order,2025-01-24 04:25:00,Approved,Picked,0
8010108,9121065,112185.0,damaged product,2023-11-23 17:10:00,Rejected,Picked,0
8010109,9149476,107206.0,wrong item delivered,2025-01-04 18:51:00,Approved,Not Picked,0
8010110,9139851,128958.0,packaging damaged,2024-01-09 12:35:00,Pending,Picked,0
8010111,9093910,143514.0,missing parts,2024-11-13 21:34:00,Approved,Picked,0
8010112,9168391,125991.0,defective product,2022-02-25 20:17:00,Approved,Picked,0
8010113,9147046,105970.0,damaged product,2022-01-23 15:50:00,Pending,Picked,1
8010114,9218452,130771.0,not as described,2025-01-22 13:57:00,Rejected,Not Picked,0
8010115,9066522,132035.0,size issue,2023-11-09 04:36:00,Pending,Failed,0
8010116,9044820,130021.0,color mismatch,2022-02-01 20:40:00,Pending,Picked,0
8010117,9093492,143363.0,color mismatch,2022-11-16 10:57:00,Approved,Picked,0
8010119,9201215,109875.0,quality issue,2024-07-23 04:16:00,Approved,Picked,0
8010120,9200085,148506.0,size issue,2024-09-19 12:08:00,Rejected,Picked,0
8010121,9168164,133061.0,size issue,2025-04-04 12:50:00,Rejected,Not Picked,0
8010122,9024790,148372.0,changed mind,2022-10-30 14:47:00,Approved,Picked,0
8010123,9249266,101530.0,size issue,2022-11-02 13:29:00,Approved,Picked,0
8010124,9068802,100723.0,damaged product,2023-12-03 15:52:00,Pending,Picked,0
8010125,9156781,149077.0,packaging damaged,2023-06-19 06:26:00,Pending,Picked,0
8010126,9109968,102015.0,changed mind,2023-01-14 15:15:00,Approved,Picked,0
8010127,9240185,120873.0,wrong item delivered,2024-10-13 01:35:00,Rejected,Picked,1
8010128,9211958,135778.0,missing parts,2022-10-14 08:21:00,Pending,Picked,0
8010129,9182447,108182.0,not as described,2023-08-21 02:28:00,Approved,Picked,0
8010130,9234322,144081.0,color mismatch,2023-01-31 17:13:00,Approved,Not Picked,0
8010131,9108088,115510.0,size issue,2022-07-29 23:24:00,Approved,Picked,0
8010132,9133953,144603.0,packaging damaged,2024-04-12 03:04:00,Approved,Picked,0
8010133,9240907,123266.0,size issue,2024-04-27 06:11:00,Rejected,Picked,1
8010134,9075534,132011.0,color mismatch,2025-03-05 16:03:00,Approved,Not Picked,0
8010135,9023770,148973.0,changed mind,2022-10-27 13:55:00,Rejected,Failed,0
8010136,9097758,115671.0,quality issue,2024-03-06 22:16:00,Rejected,Picked,0
8010137,9091419,131980.0,quality issue,2022-11-03 22:03:00,Pending,Picked,0
8010138,9193907,138364.0,damaged product,2022-04-25 11:48:00,Pending,Picked,0
8010139,9001999,149886.0,better price elsewhere,2022-08-28 20:14:00,Pending,Not Picked,0
8010140,9113365,132172.0,better price elsewhere,2022-12-18 21:51:00,Approved,Picked,0
8010141,9068310,147261.0,defective product,2022-10-23 14:43:00,Approved,Failed,0
8010142,9189047,116797.0,duplicate order,2023-08-09 01:59:00,Rejected,Picked,0
8010143,9031616,147700.0,wrong item delivered,2022-09-11 10:43:00,Approved,Picked,0
8010144,9055151,110153.0,wrong item delivered,2024-05-31 06:03:00,Approved,Picked,1
8010145,9185221,141549.0,damaged product,2024-01-17 03:11:00,Pending,Picked,0
8010146,9112164,107592.0,duplicate order,2022-09-16 17:45:00,Rejected,Picked,0
8010147,9243448,111599.0,duplicate order,2022-05-02 03:52:00,Approved,Picked,0
8010148,9128405,104964.0,product not working,2024-06-06 16:50:00,Approved,Picked,0
8010149,9079507,116519.0,wrong item delivered,2023-07-17 22:27:00,Approved,Picked,0
8010150,9205760,123407.0,changed mind,2024-10-26 10:52:00,Approved,Picked,0
8010151,9116299,142212.0,not as described,2024-11-18 09:23:00,Approved,Picked,0
8010152,9101313,120531.0,damaged product,2022-09-30 22:05:00,Approved,Picked,0
8010153,9216282,129134.0,missing parts,2022-08-17 11:26:00,Approved,Picked,0
8010154,9156789,116558.0,packaging damaged,2024-07-13 04:55:00,Approved,Failed,0
8010155,9214740,128005.0,changed mind,2023-10-17 07:58:00,Approved,Not Picked,0
8010156,9169614,141357.0,not as described,2024-06-30 08:25:00,Approved,Picked,0
8010157,9066167,118322.0,color mismatch,2023-07-07 22:37:00,Approved,Not Picked,0
8010158,9242941,137451.0,size issue,2023-09-06 00:50:00,Approved,Not Picked,0
8010159,9049754,127771.0,damaged product,2022-02-14 01:11:00,Approved,Picked,0
8010160,9237825,110671.0,not as described,2022-11-12 15:50:00,Approved,Failed,0
8010161,9109729,119623.0,quality issue,2025-04-11 17:24:00,Approved,Not Picked,0
8010163,9122787,137985.0,wrong item delivered,2024-07-01 15:35:00,Approved,Failed,0
8010164,9222809,148570.0,color mismatch,2023-10-26 11:08:00,Rejected,Picked,0
8010165,9188526,133733.0,packaging damaged,2024-08-13 10:51:00,Approved,Not Picked,0
8010166,9060414,104895.0,packaging damaged,2023-08-14 08:10:00,Pending,Not Picked,0
8010167,9101175,132932.0,color mismatch,2025-03-18 09:16:00,Approved,Picked,0
8010168,9129104,144969.0,defective product,2023-09-04 05:01:00,Approved,Not Picked,0
8010169,9213241,113461.0,defective product,2023-06-26 12:34:00,Pending,Picked,0
8010170,9186787,145496.0,defective product,2023-11-23 07:28:00,Approved,Picked,0
8010171,9139725,119317.0,better price elsewhere,2022-04-18 10:45:00,Approved,Picked,0
8010172,9107863,120063.0,product not working,2023-11-06 07:41:00,Approved,Not Picked,0
8010173,9105073,131813.0,wrong item delivered,2022-02-15 06:13:00,Pending,Picked,0
8010174,9018015,140819.0,color mismatch,2022-03-05 17:47:00,Approved,Picked,0
8010175,9152436,116290.0,damaged product,2025-01-18 22:02:00,Approved,Picked,0
8010176,9010997,114227.0,defective product,2024-01-20 02:02:00,Rejected,Picked,0
8010177,9201282,115018.0,wrong item delivered,2022-08-06 12:55:00,Approved,Picked,0
8010178,9180944,146622.0,duplicate order,2023-08-05 08:36:00,Approved,Picked,0
8010179,9081987,125024.0,better price elsewhere,2023-08-16 17:23:00,Approved,Failed,1
8010180,9186640,109123.0,duplicate order,2022-02-25 23:53:00,Approved,Picked,0
8010182,9147683,140081.0,defective product,2022-01-21 19:21:00,Pending,Failed,1
8010183,9072681,101962.0,changed mind,2025-02-14 00:24:00,Rejected,Not Picked,0
8010184,9035335,120368.0,product not working,2024-10-22 09:49:00,Approved,Picked,0
8010185,9030677,112808.0,product not working,2024-09-04 09:16:00,Rejected,Picked,1
8010187,9180260,127918.0,size issue,2025-04-09 22:02:00,Rejected,Failed,0
8010188,9203830,127640.0,wrong item delivered,2024-04-15 03:06:00,Approved,Picked,0
8010189,9042582,136599.0,damaged product,2024-07-28 14:28:00,Approved,Picked,0
8010190,9205784,108572.0,product not working,2024-08-05 15:32:00,Rejected,Picked,0
8010191,9138502,124825.0,duplicate order,2022-11-10 22:49:00,Approved,Picked,0
8010192,9195217,131402.0,missing parts,2022-01-12 01:43:00,Approved,Picked,0
8010193,9016128,114344.0,packaging damaged,2024-01-18 19:29:00,Approved,Picked,0
8010194,9213026,106676.0,wrong item delivered,2023-08-31 22:11:00,Approved,Picked,0
8010195,9022076,100769.0,changed mind,2022-10-31 20:47:00,Rejected,Picked,0
8010196,9185827,110988.0,better price elsewhere,2022-05-26 05:03:00,Approved,Picked,0
8010197,9249068,147639.0,not as described,2025-01-15 04:01:00,Approved,Picked,0
8010198,9225386,126272.0,better price elsewhere,2025-01-26 01:05:00,Approved,Picked,0
8010199,9215833,142247.0,better price elsewhere,2023-02-11 01:13:00,Approved,Not Picked,0
8010200,9006628,106662.0,not as described,2022-08-01 03:33:00,Approved,Failed,1
8010201,9162117,118880.0,wrong item delivered,2024-12-04 17:13:00,Approved,Picked,0
8010202,9241274,142146.0,better price elsewhere,2023-08-26 21:27:00,Approved,Picked,0
8010203,9174756,129521.0,wrong item delivered,2023-08-28 00:51:00,Pending,Not Picked,0
8010204,9034255,136922.0,packaging damaged,2024-11-08 05:42:00,Approved,Picked,0
8010205,9023982,106474.0,wrong item delivered,2023-08-22 01:25:00,Approved,Picked,0
8010206,9069145,105332.0,changed mind,2024-04-01 02:30:00,Approved,Picked,0
8010207,9136682,121195.0,defective product,2024-07-14 10:57:00,Rejected,Picked,0
8010208,9001024,118084.0,damaged product,2023-06-25 04:16:00,Rejected,Picked,0
8010209,9240757,135013.0,changed mind,2023-04-02 16:48:00,Approved,Picked,0
8010210,9133121,126937.0,color mismatch,2022-01-10 00:00:00,Rejected,Not Picked,0
8010211,9116525,124503.0,packaging damaged,2024-04-08 05:32:00,Approved,Not Picked,0
8010212,9125198,100287.0,packaging damaged,2022-03-29 07:03:00,Approved,Failed,0
8010213,9104028,119925.0,duplicate order,2024-03-02 00:44:00,Approved,Picked,0
8010214,9212273,107718.0,product not working,2023-06-13 16:24:00,Approved,Picked,0
8010215,9112260,136656.0,color mismatch,2025-04-01 21:24:00,Rejected,Picked,0
8010216,9110779,130283.0,wrong item delivered,2023-12-14 10:12:00,Approved,Picked,0
8010217,9045040,131823.0,product not working,2024-10-01 21:21:00,Pending,Picked,0
8010218,9051610,131600.0,packaging damaged,2024-05-08 08:47:00,Approved,Picked,0
8010219,9001035,140081.0,not as described,2025-01-06 16:39:00,Rejected,Not Picked,1
8010220,9192926,100632.0,defective product,2023-10-10 13:43:00,Approved,Failed,0
8010221,9013069,101543.0,packaging damaged,2022-06-06 13:25:00,Approved,Picked,0
8010222,9131842,137616.0,better price elsewhere,2022-12-16 08:15:00,Rejected,Not Picked,0
8010223,9202201,135998.0,size issue,2026-01-17 00:56:00,Approved,Picked,0
