order_item_id,order_id,product_id,quantity,unit_price,discount_amount,item_total
10086866,9054830,58217,1.0,1448.48,122.49,1325.99
10086867,9142790,59987,1.0,3561.39,919.38,2642.01
10086868,9087360,55074,2.0,19433.34,3882.71,34983.97
10086869,9000792,53253,3.0,76634.48,5057.37,224846.07
10086870,9150794,52519,3.0,645.55,182.72,1753.93
10086871,9022401,55359,1.0,264850.47,55338.71,209511.76
10086872,9233550,54379,1.0,122.14,22.78,99.36
10086873,9236664,59379,1.0,16116.98,213.23,15903.75
10086874,9116002,56788,1.0,612.4675000000001,147.03,465.44
10086875,9226480,53049,1.0,14350.74,3803.09,10547.65
10086876,9170317,56223,1.0,27163.575,7235.93,19927.64
10086877,9141092,54913,1.0,518.242,127.58,390.66
10086878,9112692,54571,1.0,10265.07,2679.08,7585.99
10086879,9126756,52937,1.0,486.6,4.64,481.96
10086880,9051114,51316,1.0,3959.19,799.96,3159.23
10086881,9091163,55247,1.0,4857.68,990.71,3866.97
10086882,9208803,59575,2.0,12115.73,833.17,23398.29
10086883,9151250,51482,2.0,3002.94,566.86,5439.02
10086884,9223172,59921,3.0,1244.46,162.03,3571.35
10086885,9175902,50046,2.0,221.28,61.77,380.79
10086886,9069003,56911,4.0,3577.06,205.43,14102.81
10086887,9213849,50806,1.0,3894.67,635.58,3259.09
10086888,9174032,52953,2.0,4644.22,728.63,8559.81
10086889,9127924,57616,2.0,59632.76,95321.61,23943.91
10086890,9020945,59650,5.0,704.99,70.56,3454.39
10086891,9109702,59249,1.0,18883.91,5516.62,13367.29
10086892,9171349,50826,2.0,14730.33,1883.92,27576.74
10086893,9007175,51738,1.0,22226.93,1175.78,21051.15
10086894,9222868,56169,1.0,511.68,61.66,450.02
10086895,9009351,53707,2.0,907.58,65.1,1750.06
10086896,9134908,57463,4.0,328.86,40.82,1274.62
10086897,9054457,50103,1.0,309.06,54.23,254.83
10086898,9115252,56163,2.0,2759.12,107.53,5410.71
10086899,9108646,53888,2.0,128.94,9.64,248.24
10086900,9166178,51912,4.0,64611.22,9023.25,249421.63
10086901,9058261,51237,2.0,79353.13,9311.85,149394.41
10086902,9006643,57989,1.0,1418.37,709.185,709.18
10086903,9200115,59448,2.0,2424.75,391.61,4457.89
10086904,9101985,58458,1.0,81300.95,13679.59,67621.36
10086905,9243738,53113,2.0,19014.92,4109.25,33920.59
10086906,9018683,58468,3.0,30017.61,5068.68,84984.15
10086907,9114839,59506,2.0,2194.7,556.92,3832.48
10086908,9198267,51376,1.0,1940.82,463.43,1477.39
10086909,9242808,54933,1.0,179583.78,19869.31,159714.47
10086910,9203157,52596,1.0,2390.59,436.8,1953.79
10086911,9211687,59673,2.0,1327.84,359.66,2296.02
10086912,9232375,50719,1.0,258221.49,44186.45,214035.04
10086913,9014848,57263,2.0,6696.382,15.19,13377.57
10086914,9243474,50171,3.0,1650.55,3248.93,1702.72
10086915,9171629,55651,2.0,4008.8650000000002,1196.4,6821.33
10086916,9195863,56533,1.0,502.46,55.06,447.4
10086917,9061776,50635,1.0,20071.4,10035.7,10035.7
10086918,9073839,52606,1.0,3210.7015,701.25,2509.45
10086919,9247958,53855,2.0,11432.19,3213.08,19651.3
10086920,9236348,50611,1.0,2078.36,332.21,1746.15
10086921,9187538,50732,2.0,1896.67,515.85,3277.49
10086922,9125420,55262,3.0,2436.95,710.8,6600.05
10086923,9186224,57532,1.0,751.22,222.26,528.96
10086924,9043471,52046,2.0,1866.39,122.11,3610.67
10086925,9243319,56157,2.0,9848.37,2830.05,16866.69
10086926,9131416,52100,1.0,38662.76,11244.85,27417.91
10086927,9223932,57529,2.0,12658.7,271.91,25045.49
10086928,9135223,50341,2.0,909.94,96.19,1723.69
10086929,9194371,50049,1.0,223.72,28.71,195.01
10086930,9027683,50624,1.0,5075.22,404.11,4671.11
10086931,9001575,50271,1.0,8202.51,2288.85,5913.66
10086932,9053263,55170,1.0,11793.29,3466.82,8326.47
10086933,9048669,50267,2.0,237863.35,57805.43,417921.27
10086934,9016720,54350,1.0,6336.84,810.05,5526.79
10086935,9001191,52927,2.0,12459.27,1186.06,23732.48
10086936,9077730,56733,1.0,285.76,84.44,201.32
10086937,9060323,54964,4.0,3729.23,4561.37,10355.55
10086938,9102798,57940,1.0,138980.94,35600.28,103380.66
10086939,9155805,57946,5.0,442.13,66.53,2144.12
10086940,9002476,59891,2.0,4236.54,148.96,8324.12
10086941,9051589,59198,2.0,8096.05,900.76,15291.34
10086942,9078688,56025,1.0,16958.564000000002,2359.84,14598.72
10086943,9088130,54181,1.0,3701.69,1096.28,2605.41
10086944,9218690,59108,1.0,15536.17,1485.34,14050.83
10086945,9152718,54410,1.0,2117.38,43.57,2073.81
10086946,9023518,50223,4.0,60866.7,10918.48,232548.32
10086947,9090950,56606,5.0,914.29,18.28,4553.17
10086948,9156938,52750,1.0,53868.218,14477.17,39391.05
10086949,9207782,55767,2.0,231020.6,1496.57,460544.63
10086950,9046589,52882,1.0,262433.455,131216.7275,131216.73
10086951,9208444,54411,1.0,6076.36,149.62,5926.74
10086952,9197427,52770,1.0,67441.46,3406.39,64035.07
10086953,9008914,53272,2.0,35199.63,1323.46,69075.8
10086954,9249819,50016,1.0,11648.79,49.75,11599.04
10086955,9178294,53507,1.0,4782.12,123.0,4659.12
10086956,9014797,58235,1.0,3272.28,419.11,2853.17
10086957,9038135,54536,3.0,147554.5,40807.9,401855.6
10086958,9129215,58995,2.0,824.68,21.34,1628.02
10086959,9161455,52434,1.0,293.13,63.63,229.5
10086960,9107380,54624,1.0,7119.87,233.17,6886.7
10086961,9233930,52293,1.0,182.84,0.62,182.22
10086962,9177879,52991,1.0,55851.43,10462.02,45389.41
10086963,9191030,57235,3.0,52684.08,99071.12,58981.12
10086964,9016866,56765,3.0,8271.6,1214.0,23600.8
10086965,9094052,53409,4.0,33593.104,1030.99,133341.43
10086966,9116156,51899,1.0,1683.84,164.75,1519.09
10086967,9086414,58396,1.0,57755.61,28877.805,28877.8
10086968,9038307,57827,4.0,33656.88,2610.33,132017.19
10086969,9006889,58295,1.0,3502.23,179.38,3322.85
10086970,9032834,51698,3.0,791.208,118.99,2254.63
10086971,9245361,51101,1.0,232881.88,116440.94,116440.94
10086972,9092983,56021,2.0,4043.83,830.27,7257.39
10086973,9018244,58989,4.0,1181.31,201.74,4523.5
10086974,9160810,50303,3.0,679.5504999999999,105.79,1932.86
10086975,9216050,52874,4.0,298.49,54.11,1139.85
10086976,9216458,54428,2.0,169771.12,38031.2,301511.04
10086977,9014247,51306,2.0,68726.86,16754.55,120699.17
10086978,9127638,56602,1.0,1002.89,17.04,985.85
10086979,9157820,56382,3.0,170030.2,34452.38,475638.22
10086980,9249022,59408,1.0,3740.27,672.74,3067.53
10086981,9057916,57835,2.0,866.12,239.77,1492.47
10086982,9189205,52472,2.0,11607.0,2514.8,20699.2
10086983,9041922,51760,2.0,698.59,698.59,698.59
10086984,9052378,51698,3.0,781.32,28.29,2315.67
10086985,9157611,58268,5.0,9090.56,181.96,45270.84
10086986,9184898,51107,4.0,881.19,28.11,3496.65
10086987,9008390,52785,1.0,642.15,69.86,572.29
10086988,9078810,59038,2.0,11713.64,3361.84,20065.44
10086989,9106022,51578,1.0,633.46,107.64,525.82
10086990,9123553,50878,1.0,3874.9,974.26,2900.64
10086991,9198258,52876,1.0,139.17,7.66,131.51
10086992,9019400,52762,2.0,46252.59,6659.93,85845.25
10086993,9129333,52043,1.0,1082.79,197.48,885.31
10086994,9045214,51719,2.0,601.87,172.91,1030.83
10086995,9163323,56683,3.0,663.6284999999999,87.48,1903.41
10086996,9038034,51851,3.0,363.591,101.41,989.36
10086997,9013776,51431,5.0,156.12,15.71,764.89
10086998,9111793,55803,1.0,3100.33,262.44,2837.89
10086999,9146301,55757,1.0,333.88,97.7,236.18
10087000,9027005,56686,1.0,1269558.51,179052.05,1090506.46
10087001,9196549,53275,1.0,278.99,23.46,255.53
10087002,9109147,51874,1.0,24083.379,5340.67,18742.71
10087003,9203537,53576,4.0,626.05,35.05,2469.15
10087004,9056037,59598,1.0,9919.39,1783.73,8135.66
10087005,9207090,55726,3.0,271107.48,18362.31,794960.13
10087006,9146891,52580,1.0,2867.98,833.12,2034.86
10087007,9151509,51959,1.0,21412.51,2922.31,18490.2
10087008,9012060,58657,1.0,77798.02,15405.9,62392.12
10087009,9200510,51835,2.0,4973.69,868.27,9079.11
10087010,9218164,53767,3.0,857.45,89.8,2482.55
10087011,9066143,52298,2.0,602.5649999999999,49.22,1155.91
10087012,9123320,52032,3.0,566.03,55.33,1642.76
10087013,9202211,56194,2.0,4796.64,1193.55,8399.73
10087014,9152311,51251,2.0,1960.55,84.7,3836.4
10087015,9072318,50975,1.0,3912.62,60.54,3852.08
10087016,9196156,59601,2.0,839.58,221.83,1457.33
10087017,9182558,51079,1.0,5049.9,705.36,4344.54
10087018,9040747,52967,1.0,3275.29,311.3,2963.99
10087019,9098685,57630,1.0,175.89,26.54,149.35
10087020,9083508,51241,1.0,295.113,22.2,272.91
10087021,9113663,52885,1.0,6998.9,3499.45,3499.45
10087022,9236441,55882,1.0,6961.63,1828.74,5132.89
10087023,9175595,51663,3.0,474.39,41.56,1381.61
10087024,9213160,59529,1.0,428.27799999999996,7.29,420.99
10087025,9205787,59619,1.0,2105.47,497.57,1607.9
10087026,9169857,55819,1.0,79224.22,10758.88,68465.34
10087027,9080675,52293,1.0,187.25,51.09,136.16
10087028,9227550,52418,1.0,2868.17,340.27,2527.9
10087029,9133082,52757,1.0,829.36,219.65,609.71
10087030,9160919,53714,1.0,17348.35,137.5,17210.85
10087032,9229260,54890,1.0,200.18,26.43,173.75
10087033,9190733,57775,3.0,2073.72,468.01,5753.15
10087034,9011405,58759,1.0,1783.16,891.58,891.58
10087035,9108088,50903,2.0,714.28,167.02,1261.54
10087036,9214556,52578,1.0,50237.92,6398.99,43838.93
10087037,9019914,59168,2.0,19602.78,3829.23,35376.33
10087038,9223405,56115,1.0,1328.97,388.64,940.33
10087039,9161666,52725,1.0,15971.54,3146.01,12825.53
10087040,9195005,59672,2.0,6873.22,1975.94,11770.5
10087041,9010566,57986,4.0,2876.64,616.99,10889.57
10087042,9020074,54096,2.0,980.75,276.56,1684.94
10087043,9143196,57302,1.0,187.33,35.1,152.23
10087045,9204533,50396,5.0,59321.38,17666.43,278940.47
10087046,9112581,56158,1.0,914.8605,457.43025,457.43
10087047,9225970,53165,1.0,28937.79,5507.17,23430.62
10087048,9192337,52955,1.0,6217.3,1439.56,4777.74
10087049,9179629,58396,1.0,66158.42,4244.91,61913.51
10087050,9070131,58558,4.0,459.36,63.36,1774.08
10087051,9038969,57705,1.0,310.91,43.02,267.89
10087052,9222528,55017,1.0,290967.027,84828.45,206138.58
10087054,9209179,57982,2.0,1082.02,111.64,2052.4
10087055,9129269,55877,3.0,14053.63,903.1,41257.79
10087056,9173315,57940,1.0,125606.17,21829.88,103776.29
10087057,9114242,59650,2.0,614.38,95.84,1132.92
10087058,9042111,59765,2.0,270.48,10.15,530.81
10087059,9133524,52749,2.0,219.03,25.49,412.57
10087060,9238976,56265,2.0,733.86,61.75,1405.97
10087061,9048990,50181,1.0,9823.38,2789.68,7033.7
10087062,9156629,57855,1.0,31942.38,2697.97,29244.41
10087063,9068853,56989,1.0,15926.49,1959.12,13967.37
10087064,9215754,52202,1.0,167.89,16.61,151.28
10087065,9211901,57088,5.0,8348.73,0.82,41742.83
10087066,9044044,53312,3.0,618.65,178.6,1677.35
10087067,9101282,54722,2.0,38043.87,1296.27,74791.47
10087068,9105302,56430,3.0,16825.95,2713.19,47764.66
10087069,9242617,55220,2.0,5178.9,66.82,10290.98
10087070,9037981,56427,1.0,67147.52,19884.75,47262.77
10087071,9104477,56581,4.0,869.4000000000001,234.73,3242.87
10087072,9064409,51645,2.0,7979.81,984.31,14975.31
10087073,9132180,57317,2.0,734.23,14.51,1453.95
10087074,9025370,50476,1.0,36585.21,10498.64,26086.57
10087075,9081902,54519,1.0,231.18,31.59,199.59
10087076,9227699,51056,3.0,153050.0,29263.33,429886.67
10087077,9112220,59910,2.0,14744.46,3191.8,26297.12
10087078,9204645,52708,1.0,12003.11,596.23,11406.88
10087079,9183045,55787,1.0,4731.88,155.93,4575.95
10087080,9066005,52717,1.0,2354.12,695.7,1658.42
10087081,9027951,58757,2.0,7618.65,1556.82,13680.48
10087082,9090055,57512,1.0,45147.23,7506.21,37641.02
10087083,9147122,53299,1.0,3414.72,714.06,2700.66
10087084,9000803,59111,2.0,225816.93,41843.47,409790.39
10087085,9182043,58203,2.0,2646.3025,2646.3025,2646.3
10087086,9225954,54684,2.0,438.48,17.54,859.42
10087087,9175976,53020,1.0,13923.725,1636.89,12286.84
10087088,9173743,58001,2.0,518.75,91.4,946.1
10087089,9088931,57176,3.0,186000.14,9455.55,548544.87
10087090,9208006,55581,1.0,1010.4440000000001,207.55,802.89
10087091,9233105,53583,1.0,797.18,99.91,697.27
10087092,9085678,59456,4.0,3395.91,555.32,13028.32
10087093,9087247,57794,2.0,16092.06,3386.73,28797.39
10087094,9054579,54981,1.0,40003.96,1061.55,38942.41
10087095,9171029,55823,1.0,2437.5515,337.52,2100.03
10087096,9160157,57918,2.0,81672.91,4447.8,158898.02
10087097,9016381,52924,1.0,180455.11,53050.2,127404.91
10087099,9116199,56297,1.0,2164779.023999989,225238.88,1939540.14
10087100,9044934,58840,1.0,19394.87,5288.34,14106.53
10087101,9168508,50582,1.0,49112.04,10154.33,38957.71
10087102,9188840,59628,1.0,723.27,186.61,536.66
10087104,9038292,55304,1.0,338153.0,47343.64,290809.36
10087105,9010927,59869,2.0,9088.6,1005.79,17171.41
10087106,9216735,56967,2.0,47501.55,12456.66,82546.44
10087107,9241129,55957,2.0,535.2075,28.81,1041.6
10087108,9159196,53216,1.0,256231.8,57671.61,198560.19
10087109,9041950,53039,4.0,98962.46,28719.6,367130.24
10087110,9119575,50284,1.0,221365.13,57790.53,163574.6
10087111,9243725,54349,2.0,70282.27,3106.37,137458.17
10087112,9086895,57599,5.0,3860.61,347.68,18955.37
10087113,9180951,55511,1.0,287.62,53.73,233.89
10087114,9153298,51553,2.0,2382.62,391.53,4373.71
10087115,9006656,55325,1.0,4366.95,1261.48,3105.47
10087116,9212819,56832,1.0,21680.83,4618.56,17062.27
10087117,9078528,58744,4.0,894.46,93.24,3484.6
10087118,9009099,50526,5.0,12033.22,3295.65,56870.45
10087119,9123867,55230,1.0,66306.06,4803.4,61502.66
10087120,9238195,59696,1.0,61638.51,16376.13,45262.38
10087121,9207380,55253,2.0,677.614,111.84,1243.39
10087122,9058947,57093,1.0,734.19,56.46,677.73
10087123,9145190,55737,1.0,4263.96,1239.75,3024.21
10087124,9106892,52450,1.0,1134.07,21.66,1112.41
10087125,9025812,57737,1.0,6289.8324999999995,1718.66,4571.17
10087126,9160206,57751,1.0,887.69,196.35,691.34
10087127,9185589,59522,1.0,830.38,146.64,683.74
10087128,9220452,59825,1.0,143739.15,71869.575,71869.58
10087129,9167188,50260,2.0,24238.01,1266.19,47209.83
10087130,9249603,54218,1.0,198499.26,11095.96,187403.3
10087131,9207479,51611,1.0,24785.08,6335.32,18449.76
10087132,9097876,53909,3.0,717.0,854.77,1296.23
10087133,9058375,53273,5.0,147234.64,35091.83,701081.37
10087134,9096762,57958,4.0,982.19,3.57,3925.19
10087135,9137945,59630,3.0,5143.3025,103.42,15326.49
10087136,9068210,57170,2.0,344.54,21.42,667.66
10087137,9017519,55060,1.0,3135.37,192.92,2942.45
10087138,9192417,59581,1.0,236.48,59.1,177.38
10087139,9237367,54188,1.0,408.67,41.69,366.98
10087140,9238030,51834,1.0,305.05,33.83,271.22
10087141,9047463,54581,3.0,18378.87,2438.48,52698.13
10087142,9177427,52971,1.0,61058.97,1293.62,59765.35
10087143,9091528,54220,2.0,8347.3,828.14,15866.46
10087144,9134193,51374,1.0,358.21,45.79,312.42
10087145,9014537,54523,1.0,76607.76,5632.24,70975.52
10087146,9226335,50358,1.0,246.58,123.29,123.29
10087147,9184302,50382,1.0,150751.56,33846.42,116905.14
10087148,9137644,59533,1.0,167.58,15.73,151.85
10087149,9167000,53218,2.0,2953.42,376.03,5530.81
10087150,9074483,52612,2.0,2769.21,296.72,5241.7
10087151,9048276,59661,1.0,3103.8,704.88,2398.92
10087152,9130861,54577,1.0,747.45,153.46,593.99
10087153,9224120,52501,2.0,98677.94,281.22,197074.66
10087154,9209529,54457,2.0,1266.09,1266.09,1266.09
10087155,9102489,57724,2.0,931.67,30.61,1832.73
10087156,9204499,51013,1.0,7951.05,594.48,7356.57
10087157,9069523,58705,1.0,318654.73,15321.93,303332.8
10087158,9170137,54782,2.0,2134.5275,454.87,3814.19
10087159,9172996,56771,1.0,985.88,282.82,703.06
10087160,9206522,53229,1.0,39330.72,11271.0,28059.72
10087161,9009763,55956,1.0,2805.75,185.9,2619.85
10087162,9146034,56798,2.0,141.5,230.95,52.05
10087163,9062725,58578,2.0,13473.35,2860.84,24085.86
10087164,9209270,59849,1.0,4461.764,1302.36,3159.4
10087165,9086817,51719,2.0,491.28,139.8,842.76
10087166,9134789,52170,1.0,3501.25,404.17,3097.08
10087167,9115891,52164,1.0,91193.0485,26354.22,64838.83
10087168,9033128,57977,1.0,3874.56,1106.87,2767.69
10087169,9024538,57314,1.0,3801.85,1039.33,2762.52
10087170,9208903,52577,3.0,710.06,36.9,2093.28
10087171,9178030,51266,2.0,4514.82,1089.9,7939.74
10087172,9087806,59029,1.0,66796.29,19077.56,47718.73
10087173,9042094,57239,1.0,5223.16,527.67,4695.49
10087174,9065679,55212,2.0,15823.01,2826.73,28819.29
10087175,9232060,54699,1.0,4438.67,693.22,3745.45
10087176,9148169,57588,1.0,3160.93,465.36,2695.57
10087177,9210933,52086,1.0,440.62,28.83,411.79
10087178,9027400,50763,5.0,56507.52,11329.81,271207.79
10087179,9218050,54111,1.0,3540.05,174.3,3365.75
10087181,9119798,53289,1.0,14184.1,4235.56,9948.54
10087182,9234701,56725,2.0,367.53,27.1,707.96
10087183,9053576,58875,3.0,880.55,129.43,2512.22
10087184,9033132,58584,1.0,205121.34,50736.15,154385.19
10087185,9219239,53974,1.0,508.68,148.79,359.89
10087186,9173167,53827,3.0,20796.52,222.96,62166.6
10087187,9141760,51342,1.0,2048.95,44.47,2004.48
10087188,9033846,57189,4.0,41728.6,11118.02,155796.38
10087189,9056419,53894,1.0,12936.12,1761.42,11174.7
10087190,9210806,58712,1.0,17399.27,27.11,17372.16
10087191,9043087,54787,1.0,3819161.77,38045.34,3781116.43
10087192,9007269,54260,1.0,515.81,79.94,435.87
10087193,9119421,58854,2.0,5011.737999999999,1093.17,8930.31
10087194,9157181,51886,1.0,471.54,117.1,354.44
10087195,9174095,51938,1.0,2219.31,599.76,1619.55
10087196,9243420,51653,1.0,276.95,28.32,248.63
10087197,9012003,51035,1.0,58828.83,1292.93,57535.9
10087198,9076932,51660,1.0,776.34,94.36,681.98
10087199,9026939,58844,2.0,2138.98,42.29,4235.67
10087200,9006004,56190,3.0,108802.3,11354.66,315052.24
10087201,9185999,56751,2.0,244.79,12.65,476.93
10087202,9166976,51809,2.0,15255.91,4059.6,26452.22
10087203,9249458,50740,1.0,112584.47,10330.99,102253.48
10087204,9009756,56858,1.0,21230.45,1850.79,19379.66
10087205,9233040,58751,1.0,6226.09,68.59,6157.5
10087206,9021749,54520,1.0,10246.23,864.66,9381.57
10087207,9218039,55169,1.0,374.45,34.35,340.1
10087208,9218775,59322,4.0,12253.49,733.06,48280.9
10087209,9123911,56431,1.0,1433.6390000000001,420.83,1012.81
10087210,9127321,59695,4.0,3103.4,530.35,11883.25
10087211,9013177,52819,1.0,21974.87,1535.89,20438.98
10087212,9003364,54612,1.0,21774.48,3481.58,18292.9
10087213,9050925,53076,2.0,3862.12,94.03,7630.21
10087214,9019105,59354,5.0,61553.69,10911.35,296857.1
10087215,9065011,55043,1.0,28607.38,1446.18,27161.2
10087216,9121943,55496,1.0,341.26,29.07,312.19
10087217,9167428,51360,2.0,647.39,98.66,1196.12
10087218,9133632,51942,1.0,3255.63,1627.815,1627.82
10087219,9029610,50111,1.0,462.97,77.21,385.76
10087220,9218709,56019,1.0,15646.4,3761.33,11885.07
10087221,9046704,51732,2.0,423.2,107.75,738.65
10087222,9222053,51835,1.0,5267.241999999999,2633.6209999999996,2633.62
10087223,9247144,59067,3.0,1495.23,134.1,4351.59
10087224,9121674,53914,2.0,2228.17,147.2,4309.14
10087225,9024784,58436,1.0,12292.46,564.31,11728.15
10087226,9127202,56413,2.0,15794.96,2110.12,29479.8
10087227,9149983,50826,1.0,16011.73,1275.65,14736.08
10087228,9060119,54441,1.0,15072.76,935.89,14136.87
10087229,9233734,54816,3.0,3166.0,101.31,9396.69
10087230,9212264,53520,2.0,932.96,42.83,1823.09
10087231,9187273,55690,2.0,578.45,104.11,1052.79
10087232,9058488,56771,2.0,1019.71,162.69,1876.73
10087233,9244335,51245,1.0,4745.6,157.08,4588.52
10087235,9097080,53415,1.0,4437.76,705.15,3732.61
10087236,9034070,56827,3.0,362.98,25.17,1063.77
10087237,9157005,56607,1.0,699.95,134.1,565.85
10087238,9169678,53559,1.0,18035.44,3512.28,14523.16
10087239,9075420,55039,1.0,4126.56,137.19,3989.37
10087240,9010349,57251,4.0,3953.56,465.15,15349.09
10087241,9206604,59568,3.0,168.79,50.19,456.18
10087242,9088036,56440,1.0,8000.244,1048.37,6951.87
10087243,9241856,51359,1.0,19847.07,5928.02,13919.05
10087244,9092909,52214,2.0,978.854,160.73,1796.98
10087245,9214868,53218,1.0,2605.54,767.55,1837.99
10087246,9123671,51364,3.0,3977.51,4869.8,7062.73
10087248,9197449,55182,1.0,124324.95,31777.61,92547.34
10087249,9136086,56074,1.0,8468.3455,4234.17275,4234.17
10087250,9175082,52737,1.0,202699.81,11593.54,191106.27
10087251,9158727,53339,1.0,45443.89,6072.31,39371.58
10087252,9004540,55673,4.0,6944.95,1009.45,26770.35
10087253,9117589,51731,2.0,29981.51,2597.51,57365.51
10087254,9236238,58130,2.0,189556.33,30980.76,348131.9
10087255,9219797,57882,2.0,4252.47,92.78,8412.16
10087256,9234351,54280,1.0,16198.776,4361.93,11836.85
10087257,9081669,56891,1.0,28046.73,2054.39,25992.34
10087258,9096722,51659,1.0,307.87,3.9,303.97
10087259,9009546,59136,1.0,731.06,24.45,706.61
10087260,9220698,58096,2.0,3605.22,1061.26,6149.18
10087261,9132735,58874,1.0,445.42,89.02,356.4
10087262,9115282,52514,1.0,64360.35,11379.81,52980.54
10087263,9036573,56462,1.0,2148.0,3.46,2144.54
10087264,9224849,56253,2.0,1831.71,535.4,3128.02
10087265,9095735,51239,5.0,38737.05,798.7,192886.55
10087266,9140377,59028,2.0,1535.03,312.43,2757.63
10087267,9121623,52730,1.0,971.34,79.39,891.95
10087268,9180233,56696,1.0,3882.87,961.55,2921.32
10087269,9213975,54441,1.0,14756.29,3496.84,11259.45
10087270,9097636,53858,1.0,818.57,104.27,714.3
10087271,9247203,54557,2.0,16377.4,3928.79,28826.01
10087272,9191498,53405,2.0,67551.16,6083.23,129019.09
10087273,9014664,58697,1.0,2276.9,34.14,2242.76
10087274,9233848,50474,3.0,432.71,128.21,1169.92
10087275,9216178,58016,2.0,86126.59,19853.83,152399.35
10087276,9195875,56466,1.0,286.05,5.5,280.55
10087277,9157189,52921,1.0,144077.5,25482.69,118594.81
10087278,9044397,55223,1.0,5055.5035,59.05,4996.45
10087279,9018702,50569,3.0,11752.103000000001,2133.0,33123.31
10087280,9249979,52420,2.0,3050.5,104.85,5996.15
10087281,9037215,54656,4.0,74086.27,10666.11,285678.97
10087282,9088408,50930,3.0,139.71,33.42,385.71
10087283,9064325,52646,1.0,1527.47,440.49,1086.98
10087284,9188390,55789,1.0,484.1,7.28,476.82
10087285,9140351,54566,1.0,70336.64,18220.44,52116.2
10087286,9074236,52671,1.0,10208.34,869.61,9338.73
10087287,9170743,58637,2.0,792.41,207.72,1377.1
10087288,9085887,50062,1.0,16154.35,1092.19,15062.16
10087289,9028032,51124,1.0,2213.23,427.14,1786.09
10087290,9008737,54952,1.0,25822.22,6019.79,19802.43
10087291,9229460,56319,1.0,1683.01,418.27,1264.74
10087292,9048454,58976,1.0,908.3,166.59,741.71
10087293,9026534,57653,1.0,33590.78,8646.88,24943.9
10087294,9019087,53422,2.0,25017.2615,1901.41,48133.11
10087295,9136917,53685,1.0,9662.84,2109.66,7553.18
10087296,9239633,59573,2.0,39714.92,3624.1,75805.74
10087297,9153073,55189,2.0,189.61,9.28,369.94
10087298,9063188,58971,5.0,392.11,92.52,1868.03
10087299,9007509,59376,1.0,13687.08,3906.97,9780.11
10087300,9073051,51098,1.0,7051.1,1641.47,5409.63
10087301,9077368,51328,1.0,129.31,28.48,100.83
10087302,9040346,54372,1.0,82631.45,19947.63,62683.82
10087303,9132778,58269,2.0,53785.36,15283.36,92287.36
10087304,9096094,57322,1.0,15575.57,3988.86,11586.71
10087305,9153606,56651,1.0,899.49,147.57,751.92
10087306,9011658,50822,3.0,859.4,133.92,2444.28
10087307,9183945,56400,2.0,1754.04,442.99,3065.09
10087308,9135548,54335,1.0,4168.9,941.0,3227.9
10087309,9154859,56464,5.0,14088.45,3021.54,67420.71
10087310,9065017,54104,2.0,2565.69,131.43,4999.95
10087311,9083329,53752,3.0,475.13,9.77,1415.62
10087312,9142971,52361,2.0,151450.2,26974.18,275926.22
10087313,9088084,51209,2.0,29387.12,6696.75,52077.49
10087314,9102447,59943,5.0,10193.7,2378.84,48589.66
10087315,9116377,57793,1.0,668.97,181.41,487.56
10087316,9206650,53687,1.0,36216.35,6382.78,29833.57
10087317,9110470,58136,1.0,7804.64,258.97,7545.67
10087318,9037057,50814,1.0,610.06,59.86,550.2
10087319,9165427,57908,2.0,264592.25,3841.43,525343.07
10087320,9174705,52178,2.0,4721.37,1295.77,8146.97
10087321,9130669,56085,1.0,982.18,207.69,774.49
10087322,9228524,56145,1.0,923.1,238.55,684.55
10087323,9013593,55032,1.0,723.45,183.32,540.13
10087324,9068956,51391,2.0,166.24,5.56,326.92
10087325,9069173,51853,2.0,19008.53,3573.43,34443.63
10087326,9048825,56723,1.0,2763.82,500.17,2263.65
10087327,9240653,57586,1.0,75176.44,15787.29,59389.15
10087328,9198464,50939,2.0,315.02,17.9,612.14
10087329,9005894,50755,1.0,51031.79,8562.38,42469.41
10087330,9149654,59509,1.0,156.27,78.135,78.14
10087331,9193011,50006,1.0,16224.62,1963.34,14261.28
10087332,9193770,51907,5.0,83057.59,9675.49,405612.46
10087333,9062898,58936,1.0,3451.154,572.08,2879.07
10087334,9094486,50596,1.0,177745.62,8929.4,168816.22
10087335,9245685,59031,2.0,1888.41,365.75,3411.07
10087336,9080422,51609,1.0,2045.88,315.39,1730.49
10087337,9153546,55602,4.0,13766.36,2309.46,52755.98
10087338,9185188,56974,1.0,512.43,109.29,403.14
10087339,9052381,51465,4.0,144.81,14.31,564.93
10087340,9004104,55620,1.0,96071.15,4517.05,91554.1
10087341,9132599,56878,1.0,720.81,19.39,701.42
10087342,9067959,55836,2.0,240.29,20.66,459.92
10087343,9016912,58828,1.0,61367.44,9363.91,52003.53
10087344,9174158,54106,2.0,633.38,34.29,1232.47
10087345,9117763,51320,2.0,208596.91,7397.72,409796.1
10087346,9173178,57302,1.0,222.69,4.12,218.57
10087347,9003313,51498,1.0,620.95,124.76,496.19
10087348,9003389,51714,2.0,112045.53,4286.81,219804.25
10087349,9240904,50906,3.0,21087.11,6094.11,57167.22
10087350,9141983,57845,1.0,609.11,20.77,588.34
10087351,9211175,51173,1.0,108121.74,22564.5,85557.24
10087352,9194006,58019,3.0,915.4,1067.6,1678.6
10087353,9065422,53714,2.0,17727.48,5305.77,30149.19
