review_id,order_id,customer_id,product_id,rating,review_text,review_date
9505745,9164916,137232,56281,5,"Perfect gift, arrived well packed.",2023-02-09
9505746,9168618,123796,51586,5,"Poor quality, not recommended.",2024-03-22
9505747,9186260,125378,51088,4,Customer support was helpful.,2023-06-29
9505748,9005771,105121,51504,5,Absolutely love this product!,2022-12-18
9505749,9062355,124539,55857,5,No Review Provided,2023-11-08
9505750,9233026,139557,53969,5,Product was damaged on arrival.,2025-03-20
9505752,9127891,112031,55567,1,"Quick delivery, happy with purchase.",2023-07-08
9505753,9082773,127572,57792,3,"Average product, nothing special.",2023-07-06
9505754,9144411,109414,59161,5,Product stopped working after 2 days.,2023-07-10
9505755,9071377,102032,52348,5,Size was different from what I ordered.,2023-06-18
9505756,9107104,125248,51377,5,"Poor quality, not recommended.",2023-07-07
9505757,9049705,124506,55276,5,Product stopped working after 2 days.,2023-10-25
9505758,9204712,114472,57500,3,Product stopped working after 2 days.,2023-08-14
9505759,9176398,106839,53023,3,Return process was hassle-free.,2023-07-08
9505760,9138214,118154,55116,5,"Not as described, very disappointed.",2022-12-13
9505762,9151841,103752,51535,5,Great product! Exactly as described.,2023-07-19
9505763,9065084,104546,57708,5,Exceeded my expectations!,2022-07-01
9505764,9192753,144735,53298,4,Late delivery but product is fine.,2022-07-29
9505765,9247347,100619,53420,4,Exceeded my expectations!,2025-03-26
9505766,9003834,101081,51683,2,"Perfect gift, arrived well packed.",2023-06-27
9505767,9223230,112356,54395,5,Size was different from what I ordered.,2024-10-21
9505768,9023831,101233,58025,5,No Review Provided,2023-07-06
9505769,9245802,135196,51003,4,Size was different from what I ordered.,2023-11-14
9505770,9203854,143645,59913,5,"Genuine product, no complaints.",2023-06-27
9505771,9122111,113362,51681,5,"Genuine product, no complaints.",2023-11-20
9505772,9170179,128527,50446,1,"Poor quality, not recommended.",2022-03-29
9505773,9169256,111116,52427,3,"Quick delivery, happy with purchase.",2024-02-21
9505774,9034988,104312,51691,5,"Fast delivery, packaged well.",2023-06-21
9505775,9105260,103348,51625,4,Late delivery but product is fine.,2022-08-30
9505776,9131258,143234,51505,4,"Fast delivery, packaged well.",2022-03-18
9505777,9205097,108527,51073,5,"Not as described, very disappointed.",2023-06-18
9505778,9222040,115407,56638,2,Size was different from what I ordered.,2023-04-18
9505779,9143886,134666,50830,3,Good value for money.,2025-04-09
9505781,9065894,120311,59298,4,"Not as described, very disappointed.",2023-03-30
9505782,9158244,116671,53969,1,"Excellent quality, will buy again!",2022-03-31
9505783,9099904,116420,59621,4,Product stopped working after 2 days.,2023-06-27
9505784,9235271,117054,57389,5,Product stopped working after 2 days.,2025-01-08
9505785,9028537,118052,56447,4,Exceeded my expectations!,2022-04-09
9505786,9210295,123732,56040,2,Late delivery but product is fine.,2025-02-11
9505787,9155944,101896,52614,3,Product stopped working after 2 days.,2024-01-29
9505788,9213079,123811,58855,5,Would not recommend to anyone.,2025-02-07
9505789,9047965,143841,53925,3,Exceeded my expectations!,2023-07-15
9505790,9244853,123197,52087,3,"Delivered on time, quality is good.",2023-04-12
9505791,9138368,127002,53904,5,Would not recommend to anyone.,2023-06-23
9505792,9130659,135432,57572,4,Customer support was helpful.,2023-11-29
9505794,9086562,145718,59001,5,"Poor quality, not recommended.",2024-03-14
9505795,9215587,125262,58832,5,Great product! Exactly as described.,2023-06-23
9505796,9036167,135590,51729,5,"Not as described, very disappointed.",2023-07-03
9505798,9095854,111693,53384,3,Size was different from what I ordered.,2023-03-09
9505799,9123814,100242,50502,5,Absolutely love this product!,2023-06-17
9505801,9158495,142342,54704,5,"Quick delivery, happy with purchase.",2024-11-02
9505802,9244397,146277,54637,2,Would not recommend to anyone.,2022-08-20
9505803,9212920,145373,56098,4,"Not as described, very disappointed.",2023-06-18
9505804,9103156,129823,50966,5,Absolutely love this product!,2024-08-27
9505805,9038107,104245,53667,5,Good value for money.,2022-07-29
9505807,9018089,133543,58637,5,"Poor quality, not recommended.",2024-10-25
9505808,9245795,124185,53249,2,"Delivered on time, quality is good.",2023-07-02
9505810,9091550,127022,57182,3,Late delivery but product is fine.,2023-01-02
9505811,9158920,140925,52938,4,No Review Provided,2023-06-25
9505812,9232646,108313,53147,1,"Perfect gift, arrived well packed.",2023-07-13
9505813,9132134,122586,57922,5,"Genuine product, no complaints.",2023-11-28
9505814,9081701,104092,54417,5,Late delivery but product is fine.,2024-02-28
9505816,9180732,139778,51970,1,Absolutely love this product!,2023-05-16
9505817,9075214,119609,55128,2,Product stopped working after 2 days.,2022-09-24
9505818,9173705,123318,58097,5,"Perfect gift, arrived well packed.",2023-06-18
9505819,9198980,128503,56220,1,"Quick delivery, happy with purchase.",2023-06-26
9505820,9021954,102328,59841,5,"Average product, nothing special.",2023-05-28
9505821,9059425,115220,53920,5,Return process was hassle-free.,2024-07-23
9505822,9055917,106978,57184,3,Product was damaged on arrival.,2023-07-04
9505823,9010725,113476,57042,4,Exceeded my expectations!,2024-11-26
9505824,9106239,107862,59855,5,Absolutely love this product!,2023-07-06
9505826,9086862,109284,50387,4,Good value for money.,2023-07-09
9505827,9221995,121372,54836,2,"Excellent quality, will buy again!",2023-07-04
9505828,9247094,131731,58720,5,"Quick delivery, happy with purchase.",2022-09-15
9505829,9154836,127887,57336,5,Return process was hassle-free.,2023-06-22
9505830,9174761,121290,57666,5,Great product! Exactly as described.,2023-06-21
9505831,9096298,126461,57230,4,Would not recommend to anyone.,2023-01-23
9505832,9027763,103895,58391,5,"Average product, nothing special.",2022-08-12
9505833,9094900,116695,58459,5,Return process was hassle-free.,2022-08-09
9505834,9156211,110254,56837,4,Late delivery but product is fine.,2023-06-25
9505835,9238862,121508,52835,4,Return process was hassle-free.,2022-11-29
9505836,9053262,114888,53662,4,No Review Provided,2022-11-09
9505837,9151600,125920,54804,5,"Delivered on time, quality is good.",2023-10-17
9505838,9124472,122624,57253,3,Size was different from what I ordered.,2023-05-08
9505839,9195846,149212,59000,5,"Poor quality, not recommended.",2023-07-08
9505840,9065687,117782,53326,5,"Quick delivery, happy with purchase.",2022-11-29
9505841,9177597,134121,57936,2,Size was different from what I ordered.,2023-11-10
9505842,9154431,147696,51435,3,Great product! Exactly as described.,2025-01-19
9505843,9070308,135436,55162,5,Absolutely love this product!,2024-10-18
9505844,9065847,101577,53103,2,"Excellent quality, will buy again!",2024-02-08
9505845,9097143,129059,50133,4,"Poor quality, not recommended.",2022-08-13
9505846,9104842,102241,54765,5,Return process was hassle-free.,2024-01-12
9505847,9022018,132268,53957,3,"Genuine product, no complaints.",2023-06-23
9505848,9189699,142864,57447,4,"Poor quality, not recommended.",2023-06-18
9505849,9070454,132343,56526,4,"Delivered on time, quality is good.",2023-07-10
9505850,9138667,122158,59280,1,"Quick delivery, happy with purchase.",2023-01-15
9505851,9126293,103650,52628,4,"Poor quality, not recommended.",2023-08-06
9505852,9111874,105313,53658,4,"Average product, nothing special.",2023-06-27
9505853,9091380,101295,53651,4,"Not as described, very disappointed.",2024-08-31
9505854,9199594,133272,55219,4,"Perfect gift, arrived well packed.",2023-11-18
9505855,9147791,148476,55100,2,Good value for money.,2023-07-08
9505856,9220200,138851,50024,1,Return process was hassle-free.,2024-06-19
9505857,9183176,109436,56517,2,Product stopped working after 2 days.,2024-11-24
9505858,9149308,145623,51119,4,"Fast delivery, packaged well.",2024-03-03
9505859,9237356,121181,51740,3,"Quick delivery, happy with purchase.",2023-06-20
9505860,9023311,110858,58087,3,Late delivery but product is fine.,2023-07-07
9505861,9105879,124868,55035,5,Exceeded my expectations!,2025-03-27
9505862,9206495,103807,55450,4,Product was damaged on arrival.,2022-03-09
9505863,9128397,118288,54307,3,Late delivery but product is fine.,2023-06-09
9505864,9175263,127412,53889,4,Exceeded my expectations!,2024-07-31
9505865,9004085,136821,53039,4,Product stopped working after 2 days.,2022-11-23
9505866,9246452,141707,51637,5,"Poor quality, not recommended.",2022-12-03
9505867,9134683,149584,58859,4,Product was damaged on arrival.,2023-07-04
9505869,9232241,111580,50564,5,"Perfect gift, arrived well packed.",2023-06-23
9505870,9038754,138651,52219,4,"Fast delivery, packaged well.",2024-06-11
9505871,9223243,145125,51879,1,"Delivered on time, quality is good.",2022-05-03
9505872,9095918,110315,56686,4,"Fast delivery, packaged well.",2023-10-22
9505873,9013589,147334,55338,3,Exceeded my expectations!,2025-01-06
9505874,9067632,146288,52346,5,"Delivered on time, quality is good.",2024-10-28
9505875,9033175,136187,56292,5,Great product! Exactly as described.,2022-01-27
9505876,9243992,118536,57391,3,"Average product, nothing special.",2023-07-05
9505877,9137822,104840,50164,4,Good value for money.,2024-09-14
9505878,9187698,133125,50921,4,"Perfect gift, arrived well packed.",2022-07-01
9505879,9103329,100317,51929,5,"Excellent quality, will buy again!",2022-04-05
9505881,9077212,125164,56670,5,"Quick delivery, happy with purchase.",2023-07-11
9505882,9179443,130049,54143,2,"Not as described, very disappointed.",2024-01-20
9505883,9224407,144931,51949,3,"Genuine product, no complaints.",2023-09-07
9505885,9074724,126471,50987,4,"Fast delivery, packaged well.",2023-06-26
9505886,9199286,113442,57579,4,"Excellent quality, will buy again!",2023-07-26
9505888,9064747,128558,56526,3,Exceeded my expectations!,2023-07-04
9505889,9088813,148887,54583,4,"Perfect gift, arrived well packed.",2022-08-11
9505892,9174873,134109,55688,5,Product was damaged on arrival.,2025-02-11
9505893,9225781,133390,52888,2,"Poor quality, not recommended.",2024-11-03
9505894,9213308,145959,57969,5,"Delivered on time, quality is good.",2023-07-02
9505895,9130670,101450,57191,5,Great product! Exactly as described.,2025-02-06
9505896,9207626,118204,54972,5,Product stopped working after 2 days.,2024-12-09
9505897,9135818,117618,55678,5,"Quick delivery, happy with purchase.",2023-04-09
9505898,9153211,137935,52872,5,"Quick delivery, happy with purchase.",2022-05-27
9505899,9052451,129416,55418,5,"Delivered on time, quality is good.",2023-05-30
9505900,9180445,127677,51440,5,Exceeded my expectations!,2022-10-20
9505901,9043865,112426,50856,4,Great product! Exactly as described.,2022-03-30
9505902,9194462,117379,57729,4,"Excellent quality, will buy again!",2024-01-17
9505903,9232092,144862,58715,3,No Review Provided,2022-12-04
9505904,9171561,114239,54909,4,"Average product, nothing special.",2022-02-22
9505905,9248258,147097,54785,3,Size was different from what I ordered.,2023-06-30
9505906,9079968,137571,58364,5,"Not as described, very disappointed.",2022-05-02
9505907,9058573,135196,56503,1,Exceeded my expectations!,2023-07-11
9505908,9104118,133467,55958,5,Late delivery but product is fine.,2023-06-29
9505909,9132356,118655,55781,5,"Fast delivery, packaged well.",2023-08-20
9505910,9057540,106786,56035,2,Product stopped working after 2 days.,2024-04-17
9505911,9095533,138250,52219,2,Product stopped working after 2 days.,2023-09-15
9505912,9184574,131399,56934,4,"Quick delivery, happy with purchase.",2023-07-01
9505913,9017523,140152,53116,3,"Quick delivery, happy with purchase.",2025-03-02
9505914,9120756,106579,58547,4,Good value for money.,2023-07-09
9505915,9192922,132327,53608,2,"Not as described, very disappointed.",2023-10-11
9505916,9071591,141563,51331,5,Would not recommend to anyone.,2023-07-04
9505917,9179351,112089,55171,5,Great product! Exactly as described.,2023-12-17
9505919,9157949,116044,55508,3,No Review Provided,2023-01-28
9505920,9064713,125387,51350,4,Customer support was helpful.,2023-07-15
9505921,9182483,133545,57047,4,Return process was hassle-free.,2024-06-26
9505922,9213065,138763,52267,4,Would not recommend to anyone.,2023-07-11
9505923,9155370,149108,51335,4,"Average product, nothing special.",2023-10-16
9505924,9198049,115363,51735,4,Late delivery but product is fine.,2022-06-13
9505925,9027510,115174,53791,4,Product stopped working after 2 days.,2023-06-19
9505926,9194931,102892,52207,4,Product was damaged on arrival.,2022-07-03
9505928,9008839,106543,53075,4,"Fast delivery, packaged well.",2023-02-22
9505929,9225667,121253,56190,3,Product was damaged on arrival.,2022-09-29
9505930,9232991,138836,53584,3,Would not recommend to anyone.,2023-11-22
9505931,9197527,124230,50387,5,Would not recommend to anyone.,2023-01-22
9505932,9131042,119981,55800,5,"Fast delivery, packaged well.",2022-07-07
9505934,9225608,113450,58249,5,Would not recommend to anyone.,2024-05-01
9505935,9141625,109723,56262,5,Late delivery but product is fine.,2024-03-20
9505936,9007089,130067,52190,5,"Fast delivery, packaged well.",2023-07-10
9505937,9023598,149335,56149,4,Product was damaged on arrival.,2023-06-29
9505938,9175339,117404,50086,3,"Fast delivery, packaged well.",2024-10-02
9505939,9245589,145961,58247,4,"Fast delivery, packaged well.",2023-04-18
9505940,9144505,106452,54455,5,Exceeded my expectations!,2023-07-07
9505941,9032359,136632,50822,5,Exceeded my expectations!,2023-06-20
9505942,9204556,111643,52371,2,"Not as described, very disappointed.",2023-08-23
9505943,9119222,137997,54786,5,Size was different from what I ordered.,2022-10-05
9505944,9067698,108568,55348,5,"Genuine product, no complaints.",2024-08-18
9505945,9242807,125007,52992,4,Good value for money.,2024-04-24
9505946,9159216,125953,52793,3,Return process was hassle-free.,2022-12-05
9505947,9249493,105020,51874,5,"Excellent quality, will buy again!",2023-12-07
9505948,9207129,129380,59644,5,Exceeded my expectations!,2022-02-07
9505949,9244552,148308,51561,3,"Average product, nothing special.",2023-01-10
9505950,9129026,144420,58791,5,"Perfect gift, arrived well packed.",2024-12-02
9505951,9244627,112981,56802,5,"Fast delivery, packaged well.",2022-01-29
9505952,9065411,115392,58630,4,Product stopped working after 2 days.,2023-11-13
9505953,9108878,149474,57104,4,Return process was hassle-free.,2023-07-05
9505954,9074045,120234,50472,5,Would not recommend to anyone.,2025-04-09
9505955,9068937,126993,59704,3,Size was different from what I ordered.,2023-06-19
9505956,9230954,131516,51834,3,No Review Provided,2023-08-18
9505957,9203003,110782,50851,4,Size was different from what I ordered.,2022-03-04
9505958,9131497,116400,58320,5,Good value for money.,2023-06-30
9505959,9049880,122373,55103,4,"Delivered on time, quality is good.",2023-11-09
9505960,9010499,106078,58185,5,Would not recommend to anyone.,2025-01-21
9505961,9216055,127842,54117,3,Absolutely love this product!,2022-08-29
9505962,9137974,131901,57607,4,Absolutely love this product!,2024-10-20
9505963,9137675,139591,50933,5,Size was different from what I ordered.,2022-07-03
9505964,9212092,149774,56111,2,Product was damaged on arrival.,2023-06-17
9505965,9000508,133635,59273,5,Product was damaged on arrival.,2022-11-12
9505966,9103248,117808,53518,4,Great product! Exactly as described.,2024-10-05
9505967,9068805,122621,59441,3,Product was damaged on arrival.,2023-07-03
9505968,9131744,146925,54428,5,Great product! Exactly as described.,2025-01-20
9505969,9118948,124657,55269,3,Great product! Exactly as described.,2025-02-05
9505970,9011748,107812,56953,4,Good value for money.,2023-07-08
9505971,9217472,145750,59740,4,Product was damaged on arrival.,2024-07-17
9505972,9116149,133352,57083,3,"Genuine product, no complaints.",2023-06-19
9505973,9013131,101730,50456,5,Product was damaged on arrival.,2023-06-19
9505974,9200284,149481,58737,3,Absolutely love this product!,2022-11-22
9505975,9144978,149856,50048,4,"Not as described, very disappointed.",2023-01-01
9505976,9126990,129875,59021,3,Would not recommend to anyone.,2023-06-30
9505977,9125855,118614,56092,4,"Fast delivery, packaged well.",2025-01-21
9505978,9146682,134128,58187,4,Would not recommend to anyone.,2024-11-08
9505979,9127051,110085,55751,5,"Average product, nothing special.",2024-05-08
9505980,9017859,134215,53766,4,"Average product, nothing special.",2025-01-26
9505981,9199617,145209,56717,4,Size was different from what I ordered.,2025-01-03
9505982,9133974,125772,56286,2,"Not as described, very disappointed.",2022-05-13
9505983,9177430,113423,53261,5,Late delivery but product is fine.,2022-11-09
9505984,9205558,104245,50925,1,Great product! Exactly as described.,2024-06-06
9505987,9206853,117840,59870,4,"Quick delivery, happy with purchase.",2023-06-04
9505988,9042463,103560,52645,3,No Review Provided,2022-03-11
9505989,9014930,112735,59482,5,"Fast delivery, packaged well.",2024-09-08
9505990,9232699,146070,51429,1,Product was damaged on arrival.,2024-02-05
9505991,9141081,107021,55229,5,Absolutely love this product!,2023-12-24
9505992,9110288,105587,52896,5,"Delivered on time, quality is good.",2023-06-28
9505993,9073580,136324,54289,4,Good value for money.,2023-06-23
9505994,9064474,107634,54858,5,No Review Provided,2023-06-30
9505995,9183944,123647,54435,2,"Not as described, very disappointed.",2023-06-30
9505996,9107925,139820,54304,3,"Delivered on time, quality is good.",2023-01-28
9505997,9062989,109138,59652,2,Size was different from what I ordered.,2023-09-27
9505998,9160583,105881,56380,5,Would not recommend to anyone.,2023-07-23
9505999,9191929,141232,50856,1,Absolutely love this product!,2023-02-26
9506000,9176690,128603,51645,4,No Review Provided,2022-04-21
9506001,9037626,146267,53158,4,"Not as described, very disappointed.",2024-05-21
9506002,9141756,129051,52669,4,"Average product, nothing special.",2024-10-22
9506003,9242129,113967,52024,3,"Genuine product, no complaints.",2023-04-09
9506004,9041382,118617,50481,4,Product stopped working after 2 days.,2023-07-07
9506005,9134697,108458,58252,4,Return process was hassle-free.,2023-07-05
9506006,9022672,141944,57022,2,Exceeded my expectations!,2022-04-01
9506007,9166282,116026,59278,2,Good value for money.,2024-02-12
9506008,9068821,108030,51716,4,Product stopped working after 2 days.,2023-07-04
9506010,9023540,130219,55103,5,"Not as described, very disappointed.",2024-10-03
9506011,9086865,110988,59843,3,Product stopped working after 2 days.,2023-07-13
9506012,9210987,116932,58736,5,"Genuine product, no complaints.",2023-07-12
9506014,9033141,128636,53964,5,Product was damaged on arrival.,2022-11-12
9506015,9166152,100772,53660,2,"Perfect gift, arrived well packed.",2023-05-31
9506016,9224025,144299,54673,4,"Genuine product, no complaints.",2025-04-04
9506017,9134319,128636,59268,3,Return process was hassle-free.,2023-07-14
9506018,9106321,139366,57717,5,Would not recommend to anyone.,2023-06-26
9506019,9102324,132422,58909,4,Absolutely love this product!,2022-11-24
9506020,9125402,143262,58424,3,Size was different from what I ordered.,2024-02-08
9506021,9064884,121705,51490,4,"Poor quality, not recommended.",2024-03-24
9506022,9152150,135808,50881,5,"Quick delivery, happy with purchase.",2024-04-03
9506023,9047381,119593,52852,3,Product stopped working after 2 days.,2023-08-03
9506024,9119810,114605,59139,5,Good value for money.,2023-01-06
9506025,9050390,108426,54958,5,"Not as described, very disappointed.",2022-09-26
9506026,9081170,104370,51688,3,Exceeded my expectations!,2023-06-23
9506027,9040274,108859,57048,5,"Poor quality, not recommended.",2022-03-19
9506028,9220715,131323,53892,3,Great product! Exactly as described.,2023-06-24
9506029,9155639,135336,55003,4,Great product! Exactly as described.,2023-11-17
9506030,9105614,108887,55942,5,Good value for money.,2023-07-12
9506031,9229751,123459,50554,4,"Average product, nothing special.",2023-07-02
9506032,9199043,132107,57519,5,"Average product, nothing special.",2025-04-11
9506033,9034014,101244,53815,5,"Fast delivery, packaged well.",2023-01-14
9506034,9157819,103555,55802,2,Return process was hassle-free.,2022-12-26
9506035,9126892,124635,59261,5,No Review Provided,2023-09-19
9506036,9041719,148798,51261,5,"Poor quality, not recommended.",2022-03-06
9506037,9144158,122892,55348,1,Customer support was helpful.,2023-06-17
9506038,9198642,115948,55137,2,"Not as described, very disappointed.",2023-07-12
9506039,9004128,107017,55942,5,"Poor quality, not recommended.",2023-07-09
9506040,9011435,106488,57681,5,"Fast delivery, packaged well.",2023-03-10
9506042,9191713,138172,55399,4,"Fast delivery, packaged well.",2023-10-26
9506043,9090358,130142,59272,5,Product was damaged on arrival.,2023-01-05
9506044,9014231,141950,54728,4,"Average product, nothing special.",2023-07-16
9506045,9102591,128048,51818,4,"Not as described, very disappointed.",2023-07-13
9506046,9149278,110117,55106,5,Absolutely love this product!,2023-06-16
9506047,9046489,133530,53759,4,"Excellent quality, will buy again!",2023-11-09
9506048,9068042,113558,54815,3,"Quick delivery, happy with purchase.",2022-02-13
9506049,9058067,148119,59389,4,"Not as described, very disappointed.",2024-06-02
9506050,9130768,134722,55883,4,Late delivery but product is fine.,2025-01-19
9506051,9074117,121110,54919,5,"Perfect gift, arrived well packed.",2023-07-11
9506053,9226988,149531,53179,4,"Quick delivery, happy with purchase.",2023-06-02
9506054,9245506,133677,54728,5,"Excellent quality, will buy again!",2024-06-17
9506055,9244427,110422,56518,5,Customer support was helpful.,2025-03-12
9506056,9169762,101557,52756,5,Size was different from what I ordered.,2024-12-02
9506057,9107845,132530,59367,3,Would not recommend to anyone.,2022-03-08
9506058,9084675,139593,51037,5,Size was different from what I ordered.,2024-03-14
9506059,9143146,142455,57333,5,Great product! Exactly as described.,2022-04-19
9506060,9068413,108269,52371,5,"Fast delivery, packaged well.",2024-01-10
9506061,9077965,119497,54214,5,Return process was hassle-free.,2024-05-30
9506062,9241576,135468,55496,4,Great product! Exactly as described.,2023-07-05
9506063,9043516,107915,52514,4,"Poor quality, not recommended.",2023-06-17
9506064,9114372,129210,59338,4,Size was different from what I ordered.,2025-04-03
9506065,9093326,118423,52758,5,"Delivered on time, quality is good.",2024-05-30
9506066,9219501,142297,50521,5,Great product! Exactly as described.,2022-04-25
9506067,9046101,122241,57482,5,"Delivered on time, quality is good.",2024-02-29
9506068,9115832,149391,51176,4,"Not as described, very disappointed.",2023-07-10
9506069,9119266,149935,50929,5,Absolutely love this product!,2023-06-26
9506070,9151347,111837,51348,3,"Genuine product, no complaints.",2023-06-26
9506071,9036324,117565,59586,2,No Review Provided,2023-07-03
9506072,9059997,109589,55185,4,Customer support was helpful.,2023-06-27
9506073,9143666,109517,56805,3,Late delivery but product is fine.,2023-06-30
9506074,9102169,131001,59577,4,Customer support was helpful.,2023-07-11
9506075,9168282,112656,52786,2,"Genuine product, no complaints.",2023-06-27
9506076,9150431,111691,51757,5,"Fast delivery, packaged well.",2022-04-12
9506077,9050035,101602,55206,1,Size was different from what I ordered.,2023-07-15
9506078,9232512,124333,56406,5,"Fast delivery, packaged well.",2023-07-03
9506079,9135548,145925,58337,4,Great product! Exactly as described.,2023-06-19
9506081,9105101,142378,55268,3,Size was different from what I ordered.,2025-01-18
9506082,9002027,117955,57446,1,Absolutely love this product!,2023-07-13
9506083,9169379,115866,54322,4,Absolutely love this product!,2022-03-25
9506084,9055156,123355,50091,4,Product was damaged on arrival.,2025-01-12
9506085,9007544,125612,57021,4,Great product! Exactly as described.,2023-06-24
9506086,9235455,124998,54214,5,Product was damaged on arrival.,2024-12-03
9506087,9009239,149641,58524,5,"Genuine product, no complaints.",2024-04-07
9506088,9015768,144577,50689,5,Would not recommend to anyone.,2023-07-08
9506089,9224557,143959,51172,4,Product stopped working after 2 days.,2024-09-08
9506090,9144644,134050,56737,5,Absolutely love this product!,2022-05-24
9506091,9243490,104694,58408,5,No Review Provided,2024-08-05
9506092,9035693,130563,59984,5,Product stopped working after 2 days.,2023-04-19
9506093,9022289,110439,51570,5,"Quick delivery, happy with purchase.",2023-06-19
9506094,9055441,117204,53637,5,"Genuine product, no complaints.",2024-06-10
9506095,9232959,106408,51166,3,Absolutely love this product!,2025-01-09
9506096,9125879,132332,50042,5,"Genuine product, no complaints.",2022-06-03
9506097,9242658,122658,57116,5,Great product! Exactly as described.,2023-02-13
9506098,9226314,118859,57632,5,"Perfect gift, arrived well packed.",2023-06-25
9506099,9167669,111134,54460,5,"Quick delivery, happy with purchase.",2022-08-24
9506100,9057296,123065,55879,5,Exceeded my expectations!,2025-01-30
9506101,9208860,144952,54642,5,Size was different from what I ordered.,2024-07-05
9506102,9192681,106854,55099,4,No Review Provided,2024-04-25
9506104,9097941,149529,55092,1,Return process was hassle-free.,2023-06-21
9506105,9102034,112555,54627,5,"Poor quality, not recommended.",2023-06-27
9506106,9049614,139101,50444,4,"Genuine product, no complaints.",2023-09-09
9506107,9003535,126863,58520,1,"Perfect gift, arrived well packed.",2023-07-07
9506108,9128646,117884,59149,1,"Delivered on time, quality is good.",2023-06-28
9506109,9101742,132180,58778,5,Return process was hassle-free.,2022-02-25
9506110,9078357,105166,57182,3,Customer support was helpful.,2024-11-20
9506111,9237577,140504,50567,5,Would not recommend to anyone.,2023-06-18
9506112,9167168,135699,52645,5,Customer support was helpful.,2023-07-11
9506113,9178246,132154,53366,5,Product was damaged on arrival.,2023-06-23
9506114,9045371,137606,54292,5,Late delivery but product is fine.,2022-11-27
9506115,9002401,147795,53386,5,"Poor quality, not recommended.",2023-06-06
9506116,9212971,113439,54102,4,Return process was hassle-free.,2023-11-14
9506117,9180289,124991,51525,4,Exceeded my expectations!,2025-03-05
9506118,9249868,137294,57636,3,Customer support was helpful.,2024-12-22
9506119,9110939,106918,58075,4,Product was damaged on arrival.,2023-07-08
9506120,9094364,120266,59613,4,"Perfect gift, arrived well packed.",2024-10-22
9506121,9008386,105226,52645,4,Customer support was helpful.,2022-11-13
9506122,9149934,113596,53998,3,Great product! Exactly as described.,2023-07-07
9506123,9240677,119473,56184,5,"Fast delivery, packaged well.",2023-07-10
9506124,9122570,129289,52011,4,Good value for money.,2022-09-07
9506125,9172923,114634,52470,2,Good value for money.,2024-01-22
9506126,9214521,126551,55669,4,Size was different from what I ordered.,2025-01-13
9506127,9225724,115415,52512,3,Would not recommend to anyone.,2024-01-05
9506128,9180193,113069,55807,3,"Delivered on time, quality is good.",2023-01-07
9506129,9167273,128841,50901,3,Exceeded my expectations!,2024-09-07
9506130,9220180,141744,55009,1,Return process was hassle-free.,2022-04-08
9506131,9023237,128092,53238,4,Absolutely love this product!,2023-07-04
9506132,9018479,126048,56099,2,Late delivery but product is fine.,2023-06-26
9506133,9107732,111946,58125,5,"Delivered on time, quality is good.",2022-08-03
9506134,9141510,121025,56456,5,Would not recommend to anyone.,2023-06-25
9506136,9058389,114274,52572,4,Size was different from what I ordered.,2023-07-12
9506137,9159449,125842,56062,5,"Genuine product, no complaints.",2022-12-30
9506138,9058364,116175,57727,4,Product stopped working after 2 days.,2023-06-22
9506139,9150808,138737,51942,2,Good value for money.,2024-12-08
9506140,9167098,128386,55525,5,"Genuine product, no complaints.",2022-02-13
9506141,9106755,103998,50828,5,Late delivery but product is fine.,2022-04-02
9506142,9057857,108482,54571,5,Customer support was helpful.,2022-02-22
9506143,9038375,143458,55514,4,"Excellent quality, will buy again!",2022-11-13
9506144,9203379,113308,54213,3,"Excellent quality, will buy again!",2023-07-10
9506145,9023459,133471,59484,5,Exceeded my expectations!,2023-07-10
9506146,9224577,149049,54822,4,"Poor quality, not recommended.",2025-01-10
9506148,9105715,114542,50490,4,Would not recommend to anyone.,2025-03-10
9506149,9209187,135274,50466,5,Late delivery but product is fine.,2022-08-22
9506150,9098620,133578,55599,4,"Genuine product, no complaints.",2023-09-04
9506151,9022057,114963,55680,5,Customer support was helpful.,2022-01-30
9506152,9078462,147222,53458,2,"Fast delivery, packaged well.",2023-01-28
9506153,9192657,120138,57943,5,Exceeded my expectations!,2022-12-01
9506154,9238913,126680,52655,2,"Perfect gift, arrived well packed.",2023-07-10
9506155,9081149,115482,55158,4,"Average product, nothing special.",2023-07-11
9506156,9043455,142354,55434,5,Late delivery but product is fine.,2022-01-29
9506157,9018160,100322,51657,3,"Quick delivery, happy with purchase.",2025-01-05
9506158,9145707,147976,50888,4,Exceeded my expectations!,2022-10-30
9506159,9049744,130677,54538,3,"Fast delivery, packaged well.",2024-02-12
9506160,9208904,137614,54793,4,Customer support was helpful.,2023-07-12
9506161,9169918,108600,59206,5,"Excellent quality, will buy again!",2023-07-04
9506162,9123590,117829,52743,4,"Average product, nothing special.",2023-06-21
9506163,9211609,121270,56791,4,"Genuine product, no complaints.",2022-06-30
9506164,9036922,127327,57606,5,Late delivery but product is fine.,2023-06-21
9506165,9144227,117226,57902,3,Return process was hassle-free.,2023-07-09
9506166,9214152,126011,50494,5,"Fast delivery, packaged well.",2024-10-19
9506167,9179905,131432,55390,5,Great product! Exactly as described.,2023-06-25
9506168,9099028,101938,51740,1,"Excellent quality, will buy again!",2023-07-12
9506169,9048213,113295,51450,4,Return process was hassle-free.,2024-01-08
9506170,9056807,105805,51869,5,"Excellent quality, will buy again!",2023-06-12
