product_id,product_name,category,sub_category,brand,base_price,cost_price,product_rating,return_eligible,seller_id
51994,Samsung Galaxy M35 5G,Home Kitchen,Garden,ORIENT,183.93,126.08,2.98,Yes,8246
51995,Tata Dairy Elite 5,Grocery,Dairy,TATA,202959.17,82452.73,2.99,Yes,7799
51996,MRF Yoga Active 8,Sports,Yoga,MRF,297947.23,175421.93,3.13,Yes,8269
51997,Speedo Cricket Edge 5,Sports,Cricket,SPEEDO,612.69,292.59,3.15,Yes,7297
51998,Amul Fruits Edge 5,Grocery,Fruits Vegetables,AMUL,19261.69,11931.21,4.33,Yes,8023
51999,Under Armour Running Air 5,Sports,Running,UNDER ARMOUR,43981.1,24241.28,3.69,Yes,8274
52000,Prestige Furniture Active 7,Home Kitchen,Furniture,PRESTIGE,66793.88,47041.03,3.21,Yes,7736
52001,Nivia Badminton X 5,Sports,Badminton,NIVIA,779.14,468.06,2.68,No,8367
52002,Pantene Haircare Ultra 2,Beauty,Haircare,PANTENE,3951.82,1882.69,3.6,Yes,8516
52003,CASTROL Lubricants Elite 2,Automotive,Lubricants,CASTROL,4634.42,2527.38,3.81,Yes,8366
52004,Scholastic Academic Pro 5,Books,Academic,SCHOLASTIC,975.65,485.28,3.33,Yes,7724
52005,Pigeon Appliances Edge 8,Home Kitchen,Appliances,PIGEON,3301.84,1726.68,2.94,Yes,8087
52006,Shell Car Max 6,Automotive,Car Accessories,SHELL,75334.79,53926.57,3.55,Yes,7144
52007,Sony Gaming Mini 6,Electronics,Gaming,SONY,3602.98,1657.08,4.5,No,7538
52008,patanjali Baby Elite 3,Grocery,Baby Products,PATANJALI,1847.45,974.6,4.8,Yes,8264
52009,LOreal Skincare Air 4,Beauty,Skincare,LOREAL,198034.45,118923.84,3.43,Yes,7883
52010,OnePlus Smartwatches Max 9,Electronics,Smartwatches,ONEPLUS,2102.09,1317.27,3.47,Yes,7354
52011,Fastrack Bags Edge 9,Fashion,Bags,FASTRACK,18787.53,12560.83,4.4,No,7123
52012,Tata Dairy Elite 5,Grocery,Dairy,TATA,1868.71,767.93,2.9,Yes,8871
52013,Bosch Tools Plus 7,Automotive,Tools,BOSCH,19075.33,11385.95,3.63,Yes,7884
52014,S.Chand Biographies Pro 4,Books,Biographies,S.CHAND,4678.66,2445.39,2.62,Yes,8545
52015,Steelbird Lubricants X 8,Automotive,Unknown,STEELBIRD,642.49,362.94,2.53,Yes,8990
52016,LG Cameras Mini 6,Electronics,Cameras,LG,4010.95,2487.23,3.11,Yes,8576
52017,Dell Laptops Premium 6,Electronics,Laptops,DELL,204939.66,120385.14,3.5,No,7517
52018,OnePlus Laptops Mini 3,Electronics,Laptops,ONEPLUS,11764.04,6659.78,2.73,Yes,8576
52019,Cosco Yoga Neo 7,Sports,Yoga,COSCO,1590.64,803.76,4.87,Yes,7732
52020,Butterfly Storage Lite 7,Home Kitchen,Storage,BUTTERFLY,1766.6,756.21,4.26,Yes,8640
52021,HarperCollins Fiction Pro 2,Books,Fiction,HARPERCOLLINS,32741.86,17662.44,5.0,Yes,7700
52022,UCB Kids Max 7,Fashion,Kids Wear,UCB,2760.4,1494.64,3.07,Yes,8542
52023,Nike Footwear Active 7,Fashion,Footwear,NIKE,4215.0,2226.06,3.01,Yes,8816
52024,HarperCollins Biographies Flex 1,Books,Biographies,HARPERCOLLINS,783.27,419.0,3.23,Yes,7427
52025,Cipla Supplements Neo 6,Health,Supplements,CIPLA,4615.52,3000.49,2.77,Yes,8369
52026,Borosil Appliances Elite 3,Home Kitchen,Appliances,BOROSIL,16937.11,7356.12,3.57,No,7151
52027,Bosch Car Pro 4,Automotive,Car Accessories,BOSCH,4208.32,2186.17,4.36,Yes,8704
52028,Ok Play Educational X 1,Toys,Educational,OK PLAY,511.85,363.37,2.66,Yes,7774
52029,Britannia Snacks Ultra 1,Grocery,Snacks,BRITANNIA,258.91,133.77,2.96,Yes,7366
52030,Lego Remote Air 3,Toys,Remote Control,LEGO,3160.77,1987.84,4.4,Yes,7183
52031,himalaya Protein Ultra 4,Health,Protein,HIMALAYA,891.21,413.31,3.16,Yes,7861
52032,Apple Cameras Ultra 6,Electronics,Cameras,APPLE,540.51,253.41,3.65,Yes,7738
52033,Bata Jewellery Neo 7,Fashion,Jewellery,BATA,281.35,133.35,3.05,Yes,8753
52034,H&M Kids Neo 9,Fashion,Kids Wear,H&M,120.37,79.39,2.96,Yes,8169
52035,Biotique Haircare Smart 3,Beauty,Haircare,BIOTIQUE,1959.47,834.15,4.44,Yes,7967
52036,Noise Smart X 5,Electronics,Smart Tvs,NOISE,982.21,542.8,2.99,Yes,8818
52037,H&M Bags Edge 9,Fashion,Bags,H&M,14171.83,9322.84,4.21,Yes,8263
52038,Tata Staples Lite 4,Grocery,Staples,TATA,13530.64,5459.39,3.89,Yes,7801
52039,Abbott Medical Plus 2,Health,Medical Devices,ABBOTT,50828.36,28668.6,3.28,Yes,8307
52040,MRF Cricket Smart 5,Sports,Cricket,MRF,1495.17,800.14,2.67,Yes,7440
52041,Tata Fruits Pro 6,Grocery,Fruits Vegetables,TATA,49717.38,33179.42,4.84,Yes,8189
52042,Cosco Yoga X 7,Sports,Yoga,COSCO,200252.85,112747.68,2.97,Yes,7719
52043,Decathlon Cycling Active 3,Sports,Cycling,DECATHLON,1037.27,625.8,3.29,Yes,7337
52044,Milton Lighting Neo 7,Home Kitchen,Lighting,MILTON,145357.09,96875.85,4.23,Yes,8485
52045,Muscleblaze Ayurveda Mini 8,Health,Ayurveda,MUSCLEBLAZE,137702.41,63202.22,2.74,Yes,7187
52046,Maybelline Fragrances Neo 8,Beauty,Fragrances,MAYBELLINE,1789.02,1219.59,5.0,Yes,7601
52047,Healthkart Supplements Smart 9,Health,Supplements,HEALTHKART,1714.72,999.47,2.96,Yes,8128
52048,Michelin Car Lite 4,Automotive,Car Accessories,MICHELIN,120163.09,71379.37,3.53,Yes,8963
52049,Philips Cookware Smart 5,Home Kitchen,Cookware,PHILIPS,58786.91,26285.24,4.19,No,7024
52050,Scholastic Biographies Plus 7,Books,Biographies,SCHOLASTIC,134.69,70.19,3.48,No,8048
52051,Lakme Mens Plus 4,Beauty,Mens Grooming,LAKME,135126.03,64656.01,3.5,Yes,8025
52052,MRF Badminton Neo 2,Sports,Badminton,MRF,140139.47,95935.15,3.88,No,7347
52053,speedo Cricket Max 6,Sports,Cricket,SPEEDO,4477.07,2638.16,4.98,Yes,8731
52054,Biotique Mens Ultra 5,Beauty,Mens Grooming,BIOTIQUE,65821.89,45311.98,3.81,Yes,8640
52055,HUL Fruits Active 3,Grocery,Fruits Vegetables,HUL,3030.65,1240.96,2.73,Yes,7274
52056,H&M Bags Lite 8,Fashion,Bags,H&M,464.31,205.37,4.82,Yes,7873
52057,Scholastic Academic Smart 2,Books,Academic,SCHOLASTIC,14901.74,7650.43,2.54,No,7394
52058,UCB Bags Ultra 7,Fashion,Bags,UCB,1610.82,750.9,3.05,Yes,8546
52059,Michelin Lubricants X 9,Automotive,Lubricants,MICHELIN,38541.53,17319.55,2.63,Yes,7844
52060,OnePlus Smartwatches Max 1,Electronics,Smartwatches,ONEPLUS,2987.77,1243.62,4.89,Yes,7916
52061,Orient Furniture Air 9,Home Kitchen,Furniture,ORIENT,151.41,82.36,4.02,Yes,8460
52062,Hasbro Puzzles Plus 8,Toys,Puzzles,HASBRO,47405.09,19885.83,2.91,No,8820
52063,Lakme Mens Plus 7,Beauty,Mens Grooming,LAKME,221.27,152.08,4.62,Yes,8391
52064,Dabur Dairy Premium 4,Grocery,Dairy,DABUR,271.47,149.13,3.93,Yes,8228
52065,Logitech Tablets Ultra 6,Electronics,Tablets,LOGITECH,558.36,308.03,3.65,Yes,8090
52066,Cipla Supplements Flex 9,Health,Supplements,CIPLA,4786.66,2503.38,3.71,No,7206
52067,ABBOTT Vitamins X 7,Health,Vitamins,ABBOTT,209736.49,118212.18,3.97,Yes,7212
52068,Forest Essentials Makeup Mini 9,Beauty,Makeup,FOREST ESSENTIALS,19715.36,13536.03,4.54,Yes,7399
52069,JBL Accessories Max 2,Electronics,Accessories,JBL,14056.72,7102.28,4.12,No,8083
52070,Pantene Makeup Ultra 1,Beauty,Makeup,PANTENE,7286.21,3920.47,4.59,Yes,8163
52071,Castrol Car Active 2,Automotive,Car Accessories,CASTROL,75189.79,43448.96,4.91,Yes,8396
52072,Muscleblaze Ayurveda Max 3,Health,Ayurveda,MUSCLEBLAZE,20427.36,10260.06,3.74,Yes,8843
52073,Pearson Non Ultra 3,Books,Non Fiction,PEARSON,653.74,421.43,3.91,Yes,8142
52074,Butterfly Decor Smart 4,Home Kitchen,Decor,BUTTERFLY,895.21,402.94,4.13,Yes,8750
52075,Fisher Price Educational Neo 9,Toys,Educational,FISHER PRICE,7635.83,5097.49,2.76,Yes,8934
52076,Milton Appliances Premium 2,Home Kitchen,Appliances,MILTON,75165.75,52616.024999999994,4.37,Yes,8613
52077,Michelin Tyres Pro 1,Automotive,Tyres,MICHELIN,862.67,440.25,3.55,Yes,8982
52078,Steelbird Tools Mini 6,Automotive,Tools,STEELBIRD,12529.06,6627.52,3.15,No,7539
52079,Cosco Running Max 7,Sports,Running,COSCO,1209.8,575.59,4.14,Yes,7106
52080,Prestige Lighting Ultra 7,Home Kitchen,Lighting,PRESTIGE,64563.91,41439.07,3.43,Yes,7309
52081,Levis Bags X 8,Fashion,Bags,LEVIS,2592.22,1793.84,2.66,No,8071
52082,H&M Bags Plus 9,Fashion,Bags,H&M,3260.16,2268.78,4.94,Yes,7161
52083,ADIDAS Bags Air 2,Fashion,Bags,ADIDAS,4063.3900000000003,700.33,2.58,Yes,8919
52084,Bajaj Garden Active 8,Home Kitchen,Garden,BAJAJ,740.84,511.97,4.29,Yes,7722
52085,Castrol Lubricants Pro 4,Automotive,Lubricants,CASTROL,74600.42,45360.97,3.62,Yes,7507
52086,Tata Staples Ultra 7,Grocery,Staples,TATA,445.8,240.54,2.84,Yes,7111
52087,Oxford Biographies Mini 1,Books,Biographies,OXFORD,1541.42,727.02,4.05,Yes,7419
52088,Under Armour Badminton Smart 9,Sports,Badminton,UNDER ARMOUR,1658.78,1166.51,4.3,Yes,8287
52089,LOreal Makeup Edge 9,Beauty,Makeup,LOREAL,117905.84,60333.64,3.53,No,7413
52090,Bata Kids Mini 5,Fashion,Kids Wear,BATA,1463.64,758.59,3.5,Yes,8570
52091,Pearson Fiction Active 3,Books,Fiction,PEARSON,920.55,646.04,3.42,No,8550
52092,Vega Car Active 4,Automotive,Car Accessories,VEGA,25384.63,12339.04,4.87,Yes,8996
52093,Fast&Up Protein Elite 4,Health,Protein,FAST&UP,42157.03,20551.19,4.98,Yes,8959
52094,Pearson Children Plus 5,Books,Children Books,PEARSON,3861.74,2199.67,3.32,Yes,7322
52095,Nike Kids Smart 9,Fashion,Kids Wear,NIKE,259093.68,121603.75,3.11,Yes,8236
52096,Decathlon Cricket Neo 9,Sports,Cricket,DECATHLON,775.87,468.21,3.92,Yes,7031
52097,Amul Staples X 6,Grocery,Staples,AMUL,16308.22,13861.987,4.45,No,7791
52098,Dove Mens Edge 9,Beauty,Mens Grooming,DOVE,14646.3,7133.57,4.5,Yes,7278
52099,Bosch Tools Ultra 7,Automotive,Tools,BOSCH,4546.12,2018.59,2.6,Yes,7195
52100,Under Armour Cycling Elite 1,Sports,Cycling,UNDER ARMOUR,37082.56,20072.33,4.61,Yes,7199
52101,Parle Cleaning Elite 5,Grocery,Cleaning,PARLE,1194.78,724.46,3.76,Yes,8744
52102,Cipla Vitamins Pro 1,Health,Vitamins,CIPLA,1619.95,855.53,4.71,No,7122
52103,Healthkart First Active 2,Health,First Aid,HEALTHKART,622.37,384.49,4.4,Yes,8044
52104,HUL Dairy Ultra 6,Grocery,Dairy,HUL,11201.95,6182.87,4.2,Yes,8841
52105,Speedo Cycling Ultra 4,Sports,Cycling,SPEEDO,297910.73,169956.37,4.83,Yes,7533
52106,Dabur Medical X 4,Health,Medical Devices,DABUR,72184.36,36102.24,3.04,Yes,7684
52107,Ok Play Action Premium 1,Toys,Action Figures,OK PLAY,1575.32,863.1,4.54,No,7456
52108,Woodland Men Ultra 5,Fashion,Men Clothing,WOODLAND,644.28,421.87,3.3,Yes,8916
52109,Asus Laptops Plus 2,Electronics,Laptops,ASUS,1017.98,696.15,4.16,Yes,8023
52110,Adidas Footwear Lite 8,Fashion,Footwear,ADIDAS,523.39,314.034,3.2,No,7678
52111,Dabur Snacks Active 2,Grocery,Snacks,DABUR,42860.88,22271.49,3.48,Yes,7690
52112,Steelbird Car Neo 5,Automotive,Car Accessories,STEELBIRD,838.94,529.87,4.51,Yes,7130
52113,Shell Car Smart 2,Automotive,Car Accessories,SHELL,2511.08,1305.3,3.77,Yes,7305
52114,3M Car Max 7,Automotive,Car Accessories,3M,9874.78,6074.84,4.43,Yes,8255
52115,Noise Smart Premium 3,Electronics,Smart Tvs,NOISE,39408.67,20222.43,4.68,Yes,7412
52116,Ok Play Educational Edge 4,Toys,Educational,OK PLAY,145957.2,99141.27,5.0,Yes,8742
52117,Gillette Skincare Ultra 2,Beauty,Skincare,GILLETTE,2444.92,1272.81,4.07,Yes,8628
52118,Reebok Running Max 5,Sports,Running,REEBOK,72912.75,48441.54,4.05,Yes,8942
52119,MRF Fitness Max 2,Sports,Fitness Equipment,MRF,5891.71,3797.23,3.12,No,7377
52120,H&M Bags Ultra 5,Fashion,Bags,H&M,17033.96,7664.7,4.97,Yes,8688
52121,HarperCollins Self Elite 6,Books,Self Help,HARPERCOLLINS,473.94,203.46,4.48,Yes,7886
52122,Arihant Non Flex 4,Books,Non Fiction,ARIHANT,192341.22,96797.63,3.74,Yes,8415
52123,Ok Play Action Edge 5,Toys,Action Figures,OK PLAY,2370.33,1074.63,4.94,Yes,8340
52124,3M Lubricants Active 7,Automotive,Lubricants,3M,1534.61,855.61,4.08,No,8554
52125,Mattel Educational Plus 9,Toys,Educational,MATTEL,830.37,349.33,4.63,Yes,8841
52126,Dove Haircare Lite 4,Beauty,Haircare,DOVE,12983.23,6743.01,3.21,Yes,7272
52127,Pigeon Furniture Ultra 9,Home Kitchen,Furniture,PIGEON,17623.62,10118.82,4.38,Yes,8430
52128,Hasbro Soft Max 7,Toys,Soft Toys,HASBRO,275.3,150.9,3.07,Yes,8678
52129,Biotique Skincare Elite 5,Beauty,Skincare,BIOTIQUE,13481.1,9189.05,3.29,Yes,7395
52130,Woodland Kids Ultra 8,Fashion,Kids Wear,WOODLAND,5119.2,2423.91,4.94,No,8299
52131,Webby Remote Pro 5,Toys,Remote Control,WEBBY,776.64,365.23,4.98,Yes,7863
52132,Britannia Beverages Plus 5,Grocery,Beverages,BRITANNIA,2106.68,1125.02,4.69,Yes,7409
52133,Patanjali Snacks Lite 8,Grocery,Snacks,PATANJALI,10302.05,5740.36,4.57,Yes,7319
52134,Dabur Medical Max 7,Health,Medical Devices,DABUR,626.47,399.73,4.5,Yes,7757
52135,Samsung Galaxy M35 5G,Electronics,Headphones,HP,9015.19,4789.17,2.71,Yes,7476
52136,Maybelline Mens Flex 8,Beauty,Unknown,MAYBELLINE,16579.29,8825.53,4.55,Yes,8548
52137,Nivia Badminton Plus 6,Sports,Badminton,NIVIA,1084.04,624.18,4.7,No,8947
52138,Cipla Ayurveda Edge 6,Health,Ayurveda,CIPLA,13645.27,8564.89,4.05,Yes,7094
52139,Fast&Up Ayurveda Max 8,Health,Ayurveda,FAST&UP,367.62,164.36,3.23,Yes,8082
52140,Himalaya First Pro 3,Health,First Aid,HIMALAYA,532.77,230.07,4.07,Yes,7769
52141,Adidas Jewellery Lite 4,Fashion,Jewellery,ADIDAS,272102.16,134012.35,3.85,Yes,7493
52142,bosch Tyres Air 9,Automotive,Tyres,BOSCH,4041.47,2031.74,2.62,Yes,8625
52143,FISHER PRICE Puzzles Air 2,Toys,Puzzles,FISHER PRICE,533.74,220.88,4.5,Yes,7162
52144,Yonex Cricket Flex 2,Sports,Cricket,YONEX,2201.5,1280.38,3.18,Yes,8677
52145,Fisher Price Action Elite 2,Toys,Action Figures,FISHER PRICE,10756.16,6991.504,4.22,Yes,8418
52146,HUL Personal Flex 1,Grocery,Personal Care,HUL,460.92,322.33,2.91,Yes,7702
52147,Mattel Soft Flex 6,Toys,Soft Toys,MATTEL,2743.7,1217.38,2.59,Yes,7268
52148,HarperCollins Fiction Elite 4,Books,Fiction,HARPERCOLLINS,2905.54,1720.42,3.08,Yes,7376
52149,Patanjali Dairy Air 5,Grocery,Dairy,PATANJALI,918.95,378.31,3.06,No,8057
52150,Nivea Fragrances Air 6,Beauty,Fragrances,NIVEA,13292.28,7915.14,4.74,No,8912
52151,Pigeon Storage Air 3,Home Kitchen,Storage,PIGEON,67116.06,35387.6,3.84,Yes,7765
52152,Fisher Price Remote Plus 7,Toys,Remote Control,FISHER PRICE,565.12,373.79,4.11,Yes,7975
52153,Fisher Price Board Flex 5,Toys,Board Games,FISHER PRICE,4575.76,3054.15,3.7,Yes,7230
52154,mattel Action Max 1,Toys,Action Figures,MATTEL,11702.51,5641.52,4.14,No,8244
52155,Tata Fruits Elite 2,Grocery,Fruits Vegetables,TATA,12079.67,5865.23,4.99,Yes,7340
52156,Nike Bags Plus 6,Fashion,Bags,NIKE,7064.98,4308.68,3.97,Yes,8310
52157,Abbott Medical Edge 7,Health,Medical Devices,ABBOTT,16397.18,11720.96,4.55,No,7151
52158,Usha Decor Ultra 3,Home Kitchen,Decor,USHA,209550.76,120748.88,2.68,Yes,7848
52159,Steelbird Car Pro 6,Automotive,Car Accessories,STEELBIRD,4243.01,2878.26,4.22,Yes,7303
52160,Tata Personal Mini 2,Grocery,Personal Care,TATA,77239.43,40780.02,4.4,Yes,7653
52161,Parle Dairy Plus 8,Grocery,Dairy,PARLE,3226.97,1808.92,3.7,No,8940
52162,Penguin Fiction Active 9,Books,Fiction,PENGUIN,113156.19,50945.74,4.85,Yes,8236
52163,FASTRACK Kids Mini 1,Fashion,Kids Wear,FASTRACK,216.02,125.74,4.09,Yes,7637
52164,Fisher Price Remote Edge 5,Toys,Remote Control,FISHER PRICE,79984.15,41662.5,4.7,Yes,7398
52165,Forest Essentials Makeup X 3,Beauty,Makeup,FOREST ESSENTIALS,709.8,377.26,3.99,No,8253
52166,Lego Board Max 4,Toys,Board Games,LEGO,524.61,300.91,3.69,Yes,8247
52167,Samsung Accessories Elite 8,Electronics,Accessories,SAMSUNG,19020.18,10538.92,2.64,No,7216
52168,Butterfly Bedding Premium 5,Home Kitchen,Unknown,BUTTERFLY,73157.44,35711.07,4.48,Yes,7165
52169,Cosco Cricket Elite 6,Sports,Cricket,COSCO,61146.48,37888.89,4.46,No,8025
52170,Castrol Lubricants Flex 2,Automotive,Lubricants,CASTROL,3085.92,1997.77,4.55,Yes,8212
52171,Prestige Decor Ultra 7,Home Kitchen,Decor,PRESTIGE,54609.9,22474.04,4.22,Yes,7123
52172,Boat Rockerz 550,Sports,Cricket,DECATHLON,7903.63,3821.68,4.43,Yes,8503
52173,Woodland Sunglasses Pro 5,Fashion,Sunglasses,WOODLAND,24702.8,14821.679999999998,4.51,Yes,8858
52174,Forest Essentials Skincare Edge 4,Beauty,Skincare,FOREST ESSENTIALS,2374.92,1397.97,3.66,Yes,8279
52175,Reebok Badminton Mini 5,Sports,Badminton,REEBOK,121008.54,84705.97799999999,4.97,Yes,7628
52176,ITC Baby Pro 2,Grocery,Baby Products,ITC,14608.27,9225.92,4.65,Yes,8783
52177,Fisher Price Puzzles Max 5,Toys,Puzzles,FISHER PRICE,748.81,449.34,3.06,Yes,8953
52178,Fast&Up Medical Mini 5,Health,Medical Devices,FAST&UP,4777.96,3189.77,4.23,Yes,7028
52179,Forest Essentials Mens Lite 3,Beauty,Mens Grooming,FOREST ESSENTIALS,18341.27,9672.39,3.22,Yes,7188
52180,LOreal Fragrances Elite 5,Beauty,Fragrances,LOREAL,4970.14,2341.55,4.83,Yes,7616
52181,Nestle Personal X 1,Grocery,Personal Care,NESTLE,2886.31,1454.45,4.04,Yes,7862
52182,S.Chand Non Neo 2,Books,Non Fiction,S.CHAND,19510.05,13648.71,4.7,Yes,8854
52183,H&M Jewellery Ultra 7,Fashion,Jewellery,H&M,2730.83,1786.64,4.25,Yes,8164
52184,Tata Fruits Edge 6,Grocery,Fruits Vegetables,TATA,141.67,56.89,4.42,Yes,8959
52185,ARIHANT Non Elite 5,Books,Non Fiction,ARIHANT,12950.06,8040.67,2.56,Yes,8987
52186,HUL Snacks Lite 7,Grocery,Snacks,HUL,4458.07,1855.97,2.85,Yes,8924
52187,HarperCollins Biographies Premium 1,Books,Unknown,HARPERCOLLINS,15388.97,6757.57,4.06,Yes,8474
52188,Samsung Galaxy M35 5G,Home Kitchen,Bedding,BOROSIL,17953.38,12333.4,3.79,No,7196
52189,Bosch Bike Premium 4,Automotive,Bike Accessories,BOSCH,674.35,342.14,4.44,Yes,7836
52190,SG Swimming Air 1,Sports,Swimming,SG,10243.14,5135.99,4.12,Yes,7555
52191,Louis Philippe Bags Mini 7,Fashion,Bags,LOUIS PHILIPPE,842.0,605.32,4.64,Yes,7262
52192,Borosil Storage Neo 5,Home Kitchen,Storage,BOROSIL,2270.31,1194.9,3.09,Yes,7076
52193,Oxford Academic Lite 5,Books,Academic,OXFORD,1422.32,861.56,3.74,No,7380
52194,HarperCollins Academic Plus 2,Books,Academic,HARPERCOLLINS,2087.64,1394.89,3.98,No,7019
52195,HarperCollins Non Air 3,Books,Unknown,HARPERCOLLINS,6213.81,2751.26,4.06,Yes,8383
52196,Healthkart Supplements Active 8,Health,Supplements,HEALTHKART,1457.42,794.38,2.95,Yes,8342
52197,Tata Snacks Premium 1,Grocery,Snacks,TATA,35161.11,17359.93,3.25,Yes,8415
52198,Boat Headphones Elite 5,Electronics,Headphones,BOAT,17321.46,9442.32,3.82,Yes,7120
52199,ITC Dairy Air 4,Grocery,Dairy,ITC,1572.85,1047.72,3.26,Yes,8154
52200,Nestle Staples Premium 3,Grocery,Staples,NESTLE,14861.68,9278.24,2.91,Yes,7349
52201,OPPO Mobiles Lite 6,Electronics,Mobiles,OPPO,10961.91,7408.12,4.95,Yes,7200
52202,Bajaj Lighting Active 7,Home Kitchen,Lighting,BAJAJ,166.41,81.8,3.96,Yes,8951
52203,VIVO Cameras Max 5,Electronics,Cameras,VIVO,3777.17,3399.453,5.0,Yes,7093
52204,Peter England Men Max 1,Fashion,Men Clothing,PETER ENGLAND,984.83,649.74,3.44,Yes,8936
52205,Dabur Protein Premium 7,Health,Protein,DABUR,221826.0,128646.09,3.44,Yes,7057
52206,Parle Staples X 3,Grocery,Staples,PARLE,40150.32,17703.59,3.88,No,7702
52207,Abbott Protein Active 6,Health,Protein,ABBOTT,43496.9,27210.53,2.6,Yes,8424
52208,Decathlon Badminton X 4,Sports,Badminton,DECATHLON,909.29,521.15,4.95,Yes,7261
52209,nestle Snacks Smart 3,Grocery,Snacks,NESTLE,572.02,358.64,2.51,Yes,8343
52210,Penguin Self Ultra 8,Books,Self Help,PENGUIN,543.04,237.61,4.08,Yes,8376
52211,Dabur Supplements Max 8,Health,Supplements,DABUR,29230.53,17514.04,2.9,Yes,8447
52212,Castrol Car Pro 7,Automotive,Car Accessories,CASTROL,621.01,396.43,3.01,Yes,8730
52213,Cosco Cycling Lite 8,Sports,Cycling,COSCO,4205.27,1998.26,4.92,No,7549
52214,Under Armour Yoga Neo 3,Sports,Yoga,UNDER ARMOUR,1127.37,503.52,4.98,Yes,7587
52215,Realme Smart Air 6,Electronics,Smart Tvs,REALME,8533.22,3964.72,2.96,Yes,8769
52216,JBL Smart X 6,Electronics,Smart Tvs,JBL,278.18,134.34,4.68,Yes,8932
52217,Lego Educational Ultra 3,Toys,Educational,LEGO,474.64,312.68,2.56,Yes,7258
52218,Scholastic Self Mini 5,Books,Self Help,SCHOLASTIC,328.74,208.11,3.02,Yes,8766
52219,Steelbird Bike Smart 5,Automotive,Bike Accessories,STEELBIRD,73526.89,35113.8,4.91,Yes,7639
52220,Apple Headphones Active 7,Electronics,Headphones,APPLE,12811.76,5893.36,3.51,Yes,8402
52221,Oxford Academic Premium 3,Books,Academic,OXFORD,21009.93,13650.06,4.97,No,7913
52222,Bajaj Garden Max 9,Home Kitchen,Garden,BAJAJ,194074.06,125577.77,4.56,Yes,7142
52223,Maybelline Fragrances Air 1,Beauty,Fragrances,MAYBELLINE,10181.22,6626.98,2.94,Yes,7468
52224,UCB Sunglasses Pro 5,Fashion,Unknown,UCB,195737.3,129957.19,2.87,Yes,7942
52225,Michelin Bike Flex 2,Automotive,Bike Accessories,MICHELIN,19236.11,11128.03,3.15,Yes,7792
52226,ITC Dairy Pro 9,Grocery,Dairy,ITC,348.06,147.07,2.95,No,7884
52227,UCB Watches Pro 3,Fashion,Watches,UCB,309.62,199.68,4.37,No,8644
52228,Adidas Watches Pro 1,Fashion,Watches,ADIDAS,236214.98,141728.988,3.67,Yes,7012
52229,Gillette Mens Plus 8,Beauty,Mens Grooming,GILLETTE,2368.11,1400.88,2.96,Yes,8610
52230,ITC Cleaning Plus 8,Grocery,Cleaning,ITC,1393.75,1001.5,4.75,Yes,8360
52231,S.Chand Fiction Edge 7,Books,Fiction,S.CHAND,875.05,606.37,3.7,Yes,8412
52233,Oxford Academic Plus 1,Books,Academic,OXFORD,3101.37,2154.56,3.67,No,8266
52234,Asus Headphones Plus 4,Electronics,Headphones,ASUS,638.16,401.03,4.04,Yes,7849
52235,Prestige Furniture Mini 7,Home Kitchen,Furniture,PRESTIGE,2542.27,1781.56,3.71,Yes,8799
52236,Nivia Fitness X 7,Sports,Fitness Equipment,NIVIA,3959.01,2430.72,4.43,Yes,8093
52237,Philips Garden Ultra 9,Home Kitchen,Garden,PHILIPS,224388.7,119964.41,3.65,Yes,7527
52238,Fisher Price Remote Edge 5,Toys,Remote Control,FISHER PRICE,312.11,208.02,4.28,No,8193
52239,Borosil Storage Flex 7,Home Kitchen,Storage,BOROSIL,13699.05,5677.51,4.39,Yes,8254
52240,Shell Tools Plus 7,Automotive,Tools,SHELL,8947.24,7157.792,4.63,Yes,8246
52241,Under Armour Yoga Smart 6,Sports,Yoga,UNDER ARMOUR,498.54,263.99,2.8,Yes,8008
52242,Cipla First Neo 6,Health,First Aid,CIPLA,17529.41,12591.63,3.83,Yes,8812
52243,Usha Garden Mini 3,Home Kitchen,Garden,USHA,4867.08,2195.98,3.99,Yes,8350
52244,Butterfly Furniture Ultra 4,Home Kitchen,Furniture,BUTTERFLY,642.38,438.35,3.56,No,8675
52245,Healthkart Protein X 4,Health,Protein,HEALTHKART,149.7,77.89,4.93,Yes,7196
52246,MRF Running Pro 9,Sports,Running,MRF,71129.5,34790.56,3.04,Yes,8801
52247,Prestige Garden Pro 4,Home Kitchen,Garden,PRESTIGE,8502.88,5688.64,4.34,Yes,7407
52248,Webby Educational Pro 3,Toys,Educational,WEBBY,493.98,214.25,4.48,Yes,8372
52249,Nivia Yoga Premium 5,Sports,Yoga,NIVIA,310.88,203.45,4.5,Yes,7579
52250,ITC Fruits Active 6,Grocery,Fruits Vegetables,ITC,273.35,110.09,3.9,Yes,7083
52251,Michelin Bike Edge 1,Automotive,Bike Accessories,MICHELIN,1697.0,1140.69,3.68,Yes,7276
52252,Borosil Lighting Premium 9,Home Kitchen,Lighting,BOROSIL,1698.0,1073.16,4.62,Yes,8165
52253,Maybelline Haircare Ultra 2,Beauty,Haircare,MAYBELLINE,785.98,529.17,3.29,Yes,8103
52254,Scholastic Self Max 8,Books,Self Help,SCHOLASTIC,13600.22,6378.96,3.89,No,7890
52255,Webby Remote Elite 7,Toys,Remote Control,WEBBY,502.1,341.24,2.71,Yes,8731
