ticket_id,customer_id,order_id,ticket_category,ticket_created_date,resolution_status,resolution_time_hours,customer_sentiment,has_order_flag
7508623,105383,9065130,Return Request,2023-12-02 10:17:00,Escalated,33,Positive,1
7508625,119405,9019432,Payment Issue,2023-12-16 18:27:00,Resolved,18,Unknown,1
7508627,139078,9079587,Unknown,2024-12-29 17:46:00,Escalated,61,Negative,1
7508628,115950,9060420,Delivery Issue,2023-12-31 22:39:00,Open,7,Neutral,1
7508629,111741,9090397,Technical Support,2022-10-21 22:12:00,Resolved,1,Unknown,1
7508630,114705,9214545,Refund,2024-09-23 17:06:00,Escalated,67,Negative,1
7508631,115883,9013493,Technical Support,2023-03-31 17:44:00,Resolved,5,Neutral,1
7508632,147182,9135527,Return Request,2023-10-22 06:03:00,Resolved,15,Negative,1
7508633,130423,9101884,Payment Issue,2024-12-30 18:52:00,Open,42,Negative,1
7508634,110928,,Delivery Issue,2022-06-24 19:27:00,Resolved,13,Negative,0
7508635,132053,9054531,Refund,2022-01-21 21:29:00,Open,16,Negative,1
7508636,111254,9247492,Unknown,2022-12-20 10:58:00,Resolved,7,Positive,1
7508638,146331,9123006,Refund,2023-05-02 13:41:00,Resolved,8,Neutral,1
7508639,125034,9171486,Unknown,2022-02-18 18:03:00,Resolved,14,Neutral,1
7508641,134555,9119493,Payment Issue,2024-11-10 13:00:00,Open,17,Neutral,1
7508642,146914,9144619,Delivery Issue,2023-09-02 19:21:00,Resolved,57,Unknown,1
7508643,104541,9162087,Account Issue,2023-01-09 20:37:00,Open,15,Negative,1
7508644,107199,9092402,Wrong Item,2023-12-30 10:52:00,Resolved,16,Neutral,1
7508645,115419,9128416,Cancellation,2022-10-29 16:06:00,Resolved,15,Neutral,1
7508646,114973,9221688,Technical Support,2024-04-25 19:10:00,Open,25,Positive,1
7508647,129951,9094768,Payment Issue,2022-10-28 19:25:00,Escalated,44,Negative,1
7508649,148789,,Payment Issue,2024-09-23 23:58:00,Open,33,Negative,0
7508652,128822,9031900,Wrong Item,2024-06-03 20:17:00,Escalated,144,Negative,1
7508653,115238,9209490,Cancellation,2023-07-17 21:58:00,Resolved,5,Negative,1
7508654,121441,9084893,Return Request,2025-02-03 22:29:00,Resolved,60,Negative,1
7508656,137429,9038808,Unknown,2024-01-12 00:34:00,Open,17,Negative,1
7508658,119033,9233008,Account Issue,2023-07-08 23:43:00,Escalated,11,Negative,1
7508659,115471,9148709,Technical Support,2025-03-28 13:49:00,Escalated,23,Negative,1
7508660,139759,9105805,Unknown,2023-11-28 18:08:00,Resolved,21,Positive,1
7508661,135806,,Wrong Item,2023-11-28 22:06:00,Resolved,3,Neutral,0
7508662,127418,9119649,Wrong Item,2023-01-12 16:15:00,Resolved,78,Neutral,1
7508663,124426,9109327,Payment Issue,2024-09-27 11:43:00,Escalated,69,Negative,1
7508664,109869,9204678,Delivery Issue,2023-10-24 18:22:00,Resolved,63,Positive,1
7508665,140906,,Technical Support,2022-12-22 08:35:00,Resolved,117,Negative,0
7508666,139913,,Technical Support,2022-11-19 04:50:00,Resolved,8,Negative,0
7508667,119979,9072475,Cancellation,2022-09-03 02:58:00,Escalated,40,Neutral,1
7508668,148750,9136203,Cancellation,2023-03-24 18:44:00,Escalated,136,Negative,1
7508669,109445,9157755,Unknown,2022-06-04 23:07:00,Resolved,3,Neutral,1
7508670,110422,,Technical Support,2022-02-21 18:21:00,Open,12,Neutral,0
7508671,116261,9131649,Delivery Issue,2025-01-30 19:56:00,Resolved,14,Positive,1
7508673,107483,9151066,Technical Support,2023-11-05 21:40:00,Escalated,160,Neutral,1
7508674,127945,9100792,Wrong Item,2022-08-22 10:48:00,Open,20,Negative,1
7508676,124485,9079136,Delivery Issue,2022-07-23 19:51:00,Open,130,Negative,1
7508677,104946,9125222,Delivery Issue,2023-01-02 01:28:00,Resolved,31,Negative,1
7508678,141974,9058387,Account Issue,2024-11-13 05:04:00,Resolved,11,Positive,1
7508679,143473,9167078,Account Issue,2024-02-19 23:28:00,Open,24,Neutral,1
7508680,125995,9083691,Return Request,2024-09-10 22:40:00,Resolved,3,Neutral,1
7508681,147359,9029512,Product Quality,2022-01-31 16:35:00,Resolved,11,Unknown,1
7508682,125247,9239694,Wrong Item,2024-10-26 00:23:00,Open,38,Unknown,1
7508683,127847,9196554,Return Request,2023-01-15 21:05:00,Open,23,Neutral,1
7508684,140652,,Technical Support,2025-03-18 07:16:00,Resolved,125,Negative,0
7508685,115489,9101146,Wrong Item,2024-12-03 22:10:00,Open,7,Negative,1
7508686,114035,9249550,Account Issue,2023-03-21 14:35:00,Open,3,Neutral,1
7508688,144811,,Technical Support,2025-02-15 20:09:00,Open,1,Negative,0
7508689,119322,9143713,Unknown,2024-12-21 20:26:00,Resolved,16,Neutral,1
7508690,108879,9194758,Technical Support,2022-11-19 12:44:00,Escalated,18,Unknown,1
7508691,101451,9159755,Product Quality,2022-03-19 20:20:00,Escalated,16,Positive,1
7508692,124980,9059376,Account Issue,2023-07-24 09:07:00,Escalated,24,Neutral,1
7508693,105252,9053756,Delivery Issue,2024-10-17 09:44:00,Escalated,60,Neutral,1
7508694,137527,9216714,Refund,2024-09-14 05:12:00,Open,13,Negative,1
7508695,115217,9140238,Technical Support,2025-02-18 17:04:00,Open,15,Unknown,1
7508698,137202,9134239,Payment Issue,2022-09-17 15:19:00,Resolved,54,Neutral,1
7508699,125719,,Technical Support,2024-05-25 20:10:00,Resolved,50,Negative,0
7508700,113877,9005536,Unknown,2024-11-24 18:45:00,Open,60,Neutral,1
7508701,108060,9201366,Payment Issue,2022-08-09 09:46:00,Open,24,Negative,1
7508702,143693,9142621,Delivery Issue,2023-10-11 18:54:00,Escalated,14,Unknown,1
7508703,137956,9105825,Technical Support,2024-11-17 13:14:00,Resolved,6,Positive,1
7508705,123057,9071939,Account Issue,2024-11-05 14:08:00,Escalated,7,Neutral,1
7508706,118009,9152026,Delivery Issue,2024-10-29 19:55:00,Resolved,114,Positive,1
7508707,138655,9064472,Technical Support,2025-01-30 22:05:00,Resolved,2,Positive,1
7508708,145217,9231034,Technical Support,2023-06-20 00:11:00,Resolved,9,Negative,1
7508710,140332,9170090,Delivery Issue,2023-08-17 20:34:00,Resolved,35,Neutral,1
7508711,109086,9243687,Payment Issue,2024-09-23 18:32:00,Resolved,19,Neutral,1
7508712,131271,9031460,Wrong Item,2023-12-23 16:18:00,Escalated,122,Neutral,1
7508713,140689,9036178,Return Request,2025-03-29 14:42:00,Resolved,2,Negative,1
7508714,108267,9158966,Product Quality,2023-03-21 09:38:00,Open,80,Positive,1
7508715,126683,,Unknown,2022-05-05 21:45:00,Resolved,63,Neutral,0
7508716,130641,9208271,Delivery Issue,2022-12-30 18:19:00,Resolved,3,Positive,1
7508718,125977,9059738,Delivery Issue,2023-06-14 13:05:00,Open,7,Negative,1
7508719,142342,9073864,Delivery Issue,2023-10-25 08:54:00,Resolved,23,Unknown,1
7508720,120463,9052976,Account Issue,2022-10-21 11:33:00,Resolved,66,Negative,1
7508721,118238,9106713,Wrong Item,2023-04-03 16:28:00,Escalated,18,Positive,1
7508722,101926,9159921,Delivery Issue,2024-08-02 13:40:00,Resolved,66,Positive,1
7508724,119491,9173179,Account Issue,2025-01-14 19:01:00,Resolved,6,Neutral,1
7508725,145654,9233081,Cancellation,2022-11-28 23:57:00,Open,6,Negative,1
7508727,102313,9132298,Technical Support,2022-09-28 19:12:00,Open,1,Unknown,1
7508728,106194,9013073,Wrong Item,2023-07-21 07:29:00,Resolved,4,Negative,1
7508729,112034,9000979,Product Quality,2024-08-10 18:48:00,Resolved,56,Negative,1
7508730,109604,,Technical Support,2026-02-21 10:00:00,Resolved,64,Negative,0
7508731,135192,9006852,Delivery Issue,2022-12-19 11:30:00,Resolved,49,Negative,1
7508734,110836,9105317,Technical Support,2022-12-26 16:44:00,Open,5,Positive,1
7508735,129666,9060143,Technical Support,2025-03-18 23:26:00,Resolved,15,Positive,1
7508737,112783,9248488,Account Issue,2024-11-29 19:06:00,Open,4,Negative,1
7508738,126499,9192767,Account Issue,2025-01-30 16:54:00,Resolved,50,Negative,1
7508739,140403,,Payment Issue,2023-10-22 17:49:00,Resolved,57,Neutral,0
7508741,138454,9065447,Cancellation,2024-04-26 10:03:00,Open,49,Neutral,1
7508742,112577,9085593,Account Issue,2023-03-26 06:47:00,Open,45,Positive,1
7508743,123475,9128639,Technical Support,2023-11-24 15:03:00,Resolved,70,Negative,1
7508744,126094,9125069,Refund,2025-02-19 19:54:00,Open,29,Neutral,1
7508746,118632,9150941,Unknown,2022-07-15 11:22:00,Open,70,Neutral,1
7508747,122825,9119449,Refund,2024-07-30 12:22:00,Resolved,41,Positive,1
7508748,102213,9149610,Unknown,2022-07-22 12:46:00,Resolved,13,Negative,1
7508751,129552,9132642,Product Quality,2023-07-23 18:45:00,Open,19,Neutral,1
7508752,111538,9061779,Product Quality,2023-05-25 11:40:00,Resolved,20,Unknown,1
7508755,139702,9020050,Unknown,2022-08-25 12:41:00,Resolved,94,Neutral,1
7508757,118948,9167349,Cancellation,2023-01-23 18:55:00,Open,24,Positive,1
7508758,130753,9097906,Cancellation,2024-05-07 14:40:00,Resolved,29,Positive,1
7508759,119694,9071075,Wrong Item,2023-07-24 13:26:00,Resolved,45,Positive,1
7508760,106551,9091603,Account Issue,2022-10-25 11:55:00,Resolved,69,Positive,1
7508761,117820,,Payment Issue,2023-12-25 12:49:00,Open,118,Neutral,0
7508762,121864,,Return Request,2024-01-30 11:53:00,Open,70,Positive,0
7508763,101258,,Payment Issue,2022-09-18 19:11:00,Open,5,Negative,0
7508764,127485,,Delivery Issue,2024-11-02 09:52:00,Resolved,143,Negative,0
7508765,135236,9227704,Product Quality,2023-03-04 23:39:00,Resolved,55,Positive,1
7508766,104975,9249325,Account Issue,2024-02-19 16:44:00,Open,39,Neutral,1
7508767,118396,9092278,Payment Issue,2025-02-19 09:05:00,Escalated,44,Neutral,1
7508768,130324,9178811,Delivery Issue,2022-07-20 04:57:00,Escalated,29,Neutral,1
7508769,131685,9163968,Cancellation,2024-11-29 23:36:00,Escalated,18,Negative,1
7508770,126996,9082114,Unknown,2022-07-09 23:50:00,Resolved,5,Neutral,1
7508771,119449,9234942,Payment Issue,2022-11-11 14:32:00,Resolved,12,Negative,1
7508774,124993,9174900,Payment Issue,2022-10-26 19:15:00,Resolved,29,Positive,1
7508775,146689,9064246,Return Request,2023-04-07 14:55:00,Open,1,Positive,1
7508776,145657,9104323,Account Issue,2024-02-12 07:24:00,Resolved,130,Neutral,1
7508778,100879,9155272,Product Quality,2024-01-02 00:35:00,Open,63,Negative,1
7508780,109451,9106393,Wrong Item,2023-11-12 09:12:00,Resolved,26,Neutral,1
7508781,122306,9119107,Wrong Item,2023-06-30 09:14:00,Resolved,6,Unknown,1
7508782,128161,9147801,Payment Issue,2024-07-21 18:04:00,Resolved,52,Neutral,1
7508783,121918,9222441,Refund,2022-09-01 13:14:00,Open,99,Neutral,1
7508784,100497,9047748,Refund,2022-09-25 21:40:00,Resolved,29,Neutral,1
7508785,139262,9146918,Cancellation,2024-10-22 16:19:00,Resolved,19,Negative,1
7508786,104091,9155592,Product Quality,2022-03-01 22:59:00,Escalated,44,Neutral,1
7508787,129249,,Payment Issue,2022-02-04 18:13:00,Resolved,19,Positive,0
7508788,100770,,Wrong Item,2022-08-25 17:55:00,Resolved,71,Negative,0
7508790,149192,9087542,Cancellation,2023-05-22 19:15:00,Resolved,82,Unknown,1
7508791,144568,9107687,Payment Issue,2023-01-18 06:38:00,Resolved,48,Negative,1
7508792,124107,9209868,Return Request,2025-01-14 18:17:00,Escalated,45,Negative,1
7508793,149716,9144526,Technical Support,2022-08-12 09:24:00,Open,31,Neutral,1
7508794,101933,,Account Issue,2024-09-28 14:13:00,Resolved,11,Neutral,0
7508795,136990,9127483,Wrong Item,2025-03-26 12:18:00,Escalated,24,Positive,1
7508796,120994,9172979,Technical Support,2023-01-01 09:49:00,Escalated,24,Positive,1
7508797,148186,9193534,Product Quality,2022-08-09 10:00:00,Resolved,60,Neutral,1
7508798,146491,9080954,Payment Issue,2022-07-22 21:43:00,Resolved,2,Unknown,1
7508799,125387,9070234,Refund,2022-03-31 16:56:00,Resolved,183,Positive,1
7508800,136330,9152419,Technical Support,2023-09-30 18:41:00,Resolved,48,Negative,1
7508801,106629,9212504,Delivery Issue,2023-10-09 17:38:00,Resolved,8,Neutral,1
7508802,101004,9028867,Account Issue,2024-07-23 21:21:00,Open,65,Negative,1
7508803,121663,9028749,Cancellation,2022-12-18 19:09:00,Open,42,Negative,1
7508804,138237,9103311,Return Request,2023-08-29 06:24:00,Resolved,41,Neutral,1
7508805,112030,9157842,Refund,2023-02-09 04:25:00,Resolved,12,Negative,1
7508806,144494,9126683,Payment Issue,2023-09-07 14:21:00,Open,14,Negative,1
7508807,109853,9165558,Refund,2024-10-28 19:39:00,Resolved,167,Negative,1
7508808,124411,9045051,Account Issue,2024-10-22 19:10:00,Resolved,5,Neutral,1
7508809,135987,9035970,Product Quality,2024-11-13 09:13:00,Open,11,Neutral,1
7508810,112984,9056049,Return Request,2022-11-14 21:05:00,Resolved,98,Neutral,1
7508811,107178,,Technical Support,2024-10-26 07:36:00,Resolved,8,Negative,0
7508812,120896,9171349,Delivery Issue,2022-01-06 10:46:00,Escalated,101,Positive,1
7508813,133399,9088739,Account Issue,2022-06-05 15:49:00,Escalated,43,Negative,1
7508817,124455,9170515,Cancellation,2024-04-22 15:11:00,Resolved,137,Negative,1
7508818,124595,9188862,Unknown,2022-09-27 18:42:00,Open,106,Negative,1
7508819,146928,9187346,Cancellation,2022-02-22 10:03:00,Open,24,Positive,1
7508820,113775,9085341,Return Request,2024-07-21 08:16:00,Open,59,Neutral,1
7508821,117604,9238195,Account Issue,2023-01-07 12:02:00,Escalated,18,Negative,1
7508822,132628,9056561,Unknown,2024-11-02 08:04:00,Open,54,Negative,1
7508824,100993,,Unknown,2024-03-22 05:03:00,Escalated,177,Negative,0
7508825,138568,9081529,Account Issue,2024-01-04 10:38:00,Open,72,Positive,1
7508826,147016,9066304,Delivery Issue,2023-09-09 20:50:00,Resolved,9,Negative,1
7508827,114270,9122885,Technical Support,2024-07-17 23:10:00,Open,143,Positive,1
7508828,110240,,Technical Support,2023-03-19 04:59:00,Open,1,Neutral,0
7508829,149964,9022409,Product Quality,2025-03-10 06:49:00,Resolved,58,Negative,1
7508830,144603,9152839,Delivery Issue,2026-04-03 10:00:00,Escalated,171,Negative,1
7508832,106289,9247391,Cancellation,2023-04-16 19:14:00,Resolved,14,Negative,1
7508833,104946,9191379,Technical Support,2023-11-01 09:43:00,Resolved,8,Negative,1
7508834,131206,9122418,Product Quality,2024-10-28 19:12:00,Resolved,17,Neutral,1
7508835,143859,9170283,Technical Support,2024-11-04 12:59:00,Open,2,Negative,1
7508836,126469,9249659,Account Issue,2022-01-03 20:37:00,Resolved,52,Neutral,1
7508837,106262,9053289,Delivery Issue,2024-05-22 16:28:00,Resolved,12,Neutral,1
7508838,140742,9065572,Product Quality,2024-08-23 17:02:00,Resolved,63,Neutral,1
7508839,128173,9209556,Technical Support,2022-09-13 23:04:00,Escalated,166,Unknown,1
7508840,139748,9167287,Account Issue,2022-12-08 20:35:00,Resolved,6,Negative,1
7508841,139791,9071949,Account Issue,2023-11-23 06:18:00,Resolved,6,Positive,1
7508842,145269,9134664,Refund,2024-03-29 19:25:00,Resolved,1,Neutral,1
7508843,112205,9087103,Product Quality,2022-03-10 02:59:00,Open,12,Positive,1
7508844,113008,9085783,Return Request,2024-10-29 08:49:00,Open,6,Neutral,1
7508845,149490,9022106,Cancellation,2023-03-13 10:38:00,Escalated,6,Neutral,1
7508846,110016,9137205,Technical Support,2022-09-21 11:39:00,Escalated,183,Negative,1
7508847,126413,9154177,Return Request,2023-07-02 16:59:00,Resolved,11,Neutral,1
7508848,114209,9207264,Delivery Issue,2024-05-18 18:56:00,Escalated,4,Negative,1
7508849,141989,9081302,Cancellation,2024-04-14 20:28:00,Resolved,12,Neutral,1
7508850,149884,,Product Quality,2023-05-16 16:05:00,Open,47,Negative,0
7508851,123470,9016808,Account Issue,2023-02-19 06:22:00,Escalated,40,Neutral,1
7508852,143737,9043865,Return Request,2023-03-16 21:52:00,Open,58,Negative,1
7508853,140126,9152152,Refund,2023-12-20 18:33:00,Escalated,6,Neutral,1
7508854,112283,9112462,Payment Issue,2023-06-08 21:28:00,Open,52,Neutral,1
7508855,102460,,Delivery Issue,2024-11-13 17:36:00,Escalated,3,Negative,0
7508856,105157,,Delivery Issue,2024-09-01 21:09:00,Escalated,20,Neutral,0
7508857,144589,9101836,Delivery Issue,2022-12-10 12:09:00,Resolved,122,Positive,1
7508859,103373,9135958,Refund,2023-08-11 15:48:00,Resolved,66,Negative,1
7508860,107124,9195588,Product Quality,2025-03-21 11:17:00,Open,144,Negative,1
7508861,102956,9107723,Unknown,2024-11-01 20:24:00,Resolved,10,Negative,1
7508862,126727,9058948,Delivery Issue,2024-10-25 10:06:00,Open,10,Neutral,1
7508863,104535,9040395,Technical Support,2024-10-25 20:02:00,Resolved,24,Neutral,1
7508864,108169,9148306,Account Issue,2022-12-25 17:17:00,Resolved,129,Positive,1
7508865,100264,9138654,Payment Issue,2024-01-10 18:23:00,Resolved,20,Unknown,1
7508866,131488,9222289,Delivery Issue,2022-10-15 18:25:00,Escalated,19,Positive,1
7508867,145500,9001496,Cancellation,2023-10-26 11:20:00,Resolved,13,Negative,1
7508868,114778,9168783,Wrong Item,2023-09-22 14:11:00,Open,8,Positive,1
7508872,125808,9023628,Wrong Item,2022-01-28 01:15:00,Escalated,4,Unknown,1
7508875,111314,9148703,Delivery Issue,2022-11-15 10:12:00,Resolved,61,Negative,1
7508876,115545,9209981,Unknown,2023-09-12 20:48:00,Resolved,3,Positive,1
7508877,142028,9011508,Refund,2023-09-27 19:56:00,Escalated,68,Negative,1
7508878,110638,9097734,Product Quality,2024-03-24 16:43:00,Open,69,Negative,1
7508880,105751,9136008,Product Quality,2022-02-28 03:04:00,Resolved,8,Neutral,1
7508882,148176,9047793,Unknown,2024-10-17 20:25:00,Resolved,9,Positive,1
7508883,120599,9079976,Technical Support,2022-06-09 18:56:00,Open,9,Neutral,1
7508884,148235,9124227,Refund,2023-06-10 06:55:00,Resolved,181,Positive,1
7508885,110851,9044922,Return Request,2024-11-01 05:27:00,Resolved,133,Negative,1
7508886,101209,9024854,Payment Issue,2023-05-20 08:48:00,Escalated,30,Negative,1
7508887,105415,9187496,Unknown,2023-03-27 18:18:00,Open,19,Neutral,1
7508889,117902,,Payment Issue,2024-06-21 16:07:00,Resolved,1,Positive,0
7508890,119383,9153289,Account Issue,2022-07-26 14:11:00,Resolved,41,Positive,1
7508891,132671,9217117,Cancellation,2024-03-25 21:38:00,Escalated,10,Negative,1
7508892,100777,,Account Issue,2024-09-25 09:22:00,Resolved,14,Negative,0
7508894,114262,9232045,Product Quality,2023-06-03 21:33:00,Resolved,21,Positive,1
7508896,126214,9126682,Product Quality,2023-09-24 16:30:00,Resolved,3,Neutral,1
7508898,126711,9141473,Return Request,2022-08-25 13:27:00,Resolved,14,Negative,1
7508899,118319,9137707,Account Issue,2024-07-14 17:23:00,Open,29,Neutral,1
7508900,130283,9186875,Wrong Item,2023-09-18 02:13:00,Escalated,37,Negative,1
7508901,131841,9012794,Wrong Item,2022-10-10 22:52:00,Open,14,Positive,1
7508903,134361,9111060,Wrong Item,2024-08-13 21:00:00,Resolved,3,Negative,1
7508905,130608,9205154,Product Quality,2024-10-27 19:51:00,Escalated,14,Unknown,1
7508906,114565,9136825,Delivery Issue,2023-03-08 14:38:00,Open,5,Negative,1
7508907,147402,9142937,Delivery Issue,2023-05-23 12:11:00,Resolved,58,Unknown,1
7508908,145825,9162777,Return Request,2022-10-10 06:38:00,Escalated,21,Neutral,1
7508909,110287,9225856,Product Quality,2024-05-11 20:19:00,Resolved,178,Neutral,1
7508910,139235,9104754,Return Request,2024-09-23 08:50:00,Resolved,63,Positive,1
7508911,131241,9216146,Delivery Issue,2025-02-10 20:36:00,Resolved,20,Neutral,1
7508912,138355,9010782,Payment Issue,2023-11-01 05:48:00,Open,35,Neutral,1
7508913,139880,9107573,Return Request,2024-01-26 19:34:00,Open,91,Positive,1
7508914,123328,9161979,Refund,2023-12-12 19:59:00,Open,7,Negative,1
7508916,103563,,Wrong Item,2022-07-22 10:31:00,Resolved,2,Neutral,0
7508919,114141,9192503,Product Quality,2022-08-01 09:07:00,Resolved,63,Negative,1
7508921,100069,,Cancellation,2023-08-17 19:30:00,Escalated,41,Negative,0
7508922,100545,9064357,Product Quality,2023-09-27 08:57:00,Open,100,Positive,1
7508923,136485,9000889,Product Quality,2022-01-04 10:19:00,Resolved,52,Neutral,1
7508924,134345,9207986,Unknown,2024-10-27 23:30:00,Escalated,41,Negative,1
7508925,125320,9038041,Refund,2024-12-25 19:36:00,Resolved,71,Neutral,1
7508926,107319,9035382,Technical Support,2023-10-28 12:07:00,Open,11,Negative,1
7508927,149699,,Unknown,2022-03-30 20:09:00,Resolved,55,Positive,0
7508928,128080,,Cancellation,2024-12-31 06:47:00,Open,18,Neutral,0
7508930,146531,,Technical Support,2023-01-25 22:40:00,Open,23,Neutral,0
7508931,131415,9057259,Product Quality,2022-03-25 19:16:00,Open,2,Positive,1
7508932,130960,9206919,Wrong Item,2024-08-03 10:37:00,Open,65,Negative,1
7508934,136572,9210000,Cancellation,2024-05-21 22:14:00,Resolved,68,Neutral,1
7508935,105014,9041274,Payment Issue,2024-01-28 15:41:00,Open,12,Negative,1
7508936,105938,9242600,Account Issue,2024-11-12 14:21:00,Resolved,3,Neutral,1
7508937,135950,9064460,Technical Support,2025-01-08 22:21:00,Escalated,6,Negative,1
7508938,140392,9024929,Return Request,2024-10-20 21:43:00,Open,23,Neutral,1
7508941,109110,9109474,Cancellation,2023-07-14 04:03:00,Resolved,40,Positive,1
7508942,110327,9042569,Unknown,2023-07-08 21:56:00,Escalated,66,Neutral,1
7508944,107499,9184240,Technical Support,2024-06-28 13:22:00,Open,19,Negative,1
7508945,119591,9214525,Delivery Issue,2023-10-04 19:13:00,Escalated,12,Neutral,1
7508947,107281,9198261,Cancellation,2024-10-24 22:42:00,Escalated,4,Unknown,1
7508948,101264,9201079,Refund,2023-06-16 18:33:00,Resolved,4,Negative,1
7508949,145444,9121855,Payment Issue,2024-09-16 22:49:00,Open,12,Neutral,1
7508950,148267,9069115,Product Quality,2024-06-13 03:31:00,Resolved,22,Unknown,1
7508951,105640,9196336,Delivery Issue,2023-01-29 07:15:00,Open,163,Positive,1
7508952,148324,9155004,Cancellation,2024-10-24 11:48:00,Escalated,10,Negative,1
7508954,117923,9009386,Unknown,2023-11-04 13:30:00,Resolved,187,Positive,1
7508955,101611,9032190,Wrong Item,2024-08-14 21:37:00,Open,1,Negative,1
7508956,105418,9117833,Return Request,2022-12-23 22:37:00,Resolved,47,Neutral,1
7508958,142990,,Refund,2023-11-09 11:10:00,Resolved,8,Neutral,0
7508959,132046,9036318,Unknown,2024-03-03 12:36:00,Resolved,24,Positive,1
7508961,142522,9177745,Technical Support,2025-01-09 19:32:00,Resolved,20,Positive,1
7508962,125198,9071236,Payment Issue,2022-01-20 19:52:00,Open,10,Neutral,1
7508963,109145,9022717,Technical Support,2024-11-14 18:15:00,Escalated,28,Unknown,1
7508964,127441,9207160,Cancellation,2023-04-18 19:37:00,Resolved,69,Neutral,1
7508965,100871,9040454,Delivery Issue,2024-01-27 18:02:00,Resolved,63,Neutral,1
7508966,144661,9129950,Technical Support,2024-11-08 01:00:00,Closed,28,Negative,1
7508967,113267,9034566,Payment Issue,2023-02-27 02:02:00,Resolved,72,Neutral,1
7508968,105812,9220215,Technical Support,2023-04-17 20:10:00,Resolved,7,Neutral,1
7508969,107906,9144485,Delivery Issue,2024-02-27 21:12:00,Resolved,4,Negative,1
7508970,110276,9151869,Return Request,2023-11-26 17:56:00,Resolved,65,Neutral,1
7508971,108830,,Unknown,2023-10-20 20:31:00,Resolved,23,Positive,0
7508974,103491,9058463,Technical Support,2022-03-11 13:37:00,Escalated,3,Negative,1
7508975,101788,9230565,Account Issue,2026-01-21 10:00:00,Escalated,14,Negative,1
7508976,124505,,Payment Issue,2022-08-28 20:55:00,Resolved,15,Negative,0
7508977,148026,9067036,Refund,2022-03-03 17:31:00,Resolved,23,Positive,1
7508978,142784,9095093,Unknown,2024-03-25 19:26:00,Escalated,59,Negative,1
7508979,118680,9034221,Payment Issue,2022-09-22 06:31:00,Open,14,Neutral,1
7508980,134457,,Unknown,2023-01-02 17:47:00,Resolved,26,Negative,0
7508981,122722,,Return Request,2023-10-15 20:30:00,Escalated,108,Positive,0
7508982,137653,9151856,Refund,2023-01-20 18:57:00,Open,53,Negative,1
7508983,130402,9065382,Account Issue,2023-03-18 09:23:00,Open,21,Neutral,1
7508984,117882,9032961,Delivery Issue,2024-12-29 07:28:00,Open,1,Neutral,1
7508985,108276,9157370,Wrong Item,2024-10-17 12:57:00,Resolved,60,Neutral,1
7508986,126154,9047010,Unknown,2022-10-23 15:54:00,Open,30,Neutral,1
7508988,128929,9025634,Cancellation,2024-03-06 16:45:00,Open,43,Positive,1
7508991,108179,9078804,Refund,2022-08-25 19:29:00,Resolved,21,Negative,1
7508993,142882,9044187,Wrong Item,2022-01-15 10:43:00,Resolved,76,Positive,1
7508994,105381,9041671,Refund,2022-05-11 07:06:00,Resolved,10,Neutral,1
7508996,147806,9176697,Refund,2024-04-14 23:07:00,Resolved,59,Negative,1
7508997,149906,9177720,Unknown,2022-10-28 07:09:00,Resolved,29,Neutral,1
7508998,127580,9063392,Product Quality,2024-08-16 20:34:00,Resolved,21,Neutral,1
7508999,131071,9050655,Cancellation,2023-08-01 21:24:00,Resolved,156,Positive,1
7509002,142074,9138067,Refund,2023-09-27 04:40:00,Resolved,16,Negative,1
7509004,147395,9248973,Product Quality,2026-04-01 10:00:00,Resolved,1,Positive,1
7509005,131395,,Delivery Issue,2022-01-04 09:37:00,Open,16,Neutral,0
7509006,100283,9169691,Product Quality,2024-07-25 14:49:00,Resolved,23,Neutral,1
7509007,120107,9087173,Return Request,2022-09-27 15:19:00,Open,8,Positive,1
7509008,128516,9189806,Refund,2025-01-11 11:54:00,Resolved,9,Neutral,1
7509009,147363,,Refund,2024-10-31 21:07:00,Resolved,15,Negative,0
7509010,132002,9180723,Product Quality,2022-07-25 18:57:00,Escalated,31,Negative,1
7509011,102684,9014356,Return Request,2022-09-14 17:03:00,Resolved,11,Neutral,1
7509012,116623,,Delivery Issue,2022-10-29 16:04:00,Resolved,154,Negative,0
7509014,148730,,Delivery Issue,2023-10-10 17:06:00,Escalated,10,Positive,0
7509015,144304,9127249,Technical Support,2024-01-09 19:19:00,Resolved,32,Positive,1
7509016,149152,,Refund,2023-03-31 13:31:00,Resolved,12,Negative,0
7509018,143720,,Delivery Issue,2023-08-17 01:56:00,Resolved,6,Unknown,0
7509019,144816,9079277,Wrong Item,2024-07-30 12:24:00,Resolved,3,Negative,1
7509020,132898,9073246,Return Request,2024-06-03 18:15:00,Resolved,1,Positive,1
7509021,106139,9117516,Return Request,2022-06-28 06:51:00,Escalated,21,Positive,1
7509022,122261,9089126,Return Request,2025-01-04 20:31:00,Resolved,29,Negative,1
7509023,123658,9104350,Delivery Issue,2022-10-22 22:45:00,Resolved,48,Negative,1
7509024,139710,9115690,Cancellation,2022-11-25 19:38:00,Open,36,Negative,1
7509026,139494,9147200,Account Issue,2023-07-10 14:50:00,Resolved,112,Negative,1
7509027,100513,9109228,Product Quality,2023-12-29 16:40:00,Open,18,Neutral,1
7509028,139080,9103516,Product Quality,2023-08-12 12:29:00,Resolved,126,Neutral,1
